apteryx_owenii ENSAOWG00000008954
apteryx_haastii ENSAHAG00000018726
dromaius_novaehollandiae ENSDNVG00000001796
nothoprocta_perdicaria ENSNPEG00000001872
anser_brachyrhynchus ENSABRG00000010570
anas_platyrhynchos_platyrhynchos ENSAPLG00000015240
coturnix_japonica ENSCJPG00005013730
calidris_pygmaea ENSCPGG00000003165
calidris_pugnax ENSCPUG00000015210
cyanistes_caeruleus ENSCCEG00000017026
zonotrichia_albicollis ENSZALG00000004620
manacus_vitellinus ENSMVIG00005009803
lepidothrix_coronata ENSLCOG00000002896
crocodylus_porosus ENSCPRG00005009199
gopherus_agassizii ENSGAGG00000004776
chelonoidis_abingdonii ENSCABG00000000112
chrysemys_picta_bellii ENSCPBG00000022152
