pygocentrus_nattereri ENSPNAG00000013787
astyanax_mexicanus ENSAMXG00000019919
ictalurus_punctatus ENSIPUG00000001602
danio_rerio ENSDARG00000079688
cyprinodon_variegatus ENSCVAG00000022276
fundulus_heteroclitus ENSFHEG00000004444
poecilia_mexicana ENSPMEG00000002692
poecilia_formosa ENSPFOG00000008897
poecilia_latipinna ENSPLAG00000013803
poecilia_reticulata ENSPREG00000019388
gambusia_affinis ENSGAFG00000009608
xiphophorus_maculatus ENSXMAG00000001697
xiphophorus_couchianus ENSXCOG00000017946
kryptolebias_marmoratus ENSKMAG00000017657
periophthalmus_magnuspinnatus ENSPMGG00000012284
monopterus_albus ENSMALG00000018204
scophthalmus_maximus ENSSMAG00000008293
cynoglossus_semilaevis ENSCSEG00000018661
mola_mola ENSMMOG00000012376
takifugu_rubripes ENSTRUG00000009839
gasterosteus_aculeatus ENSGACG00000014332
maylandia_zebra ENSMZEG00005007756
astatotilapia_calliptera ENSACLG00000010240
pundamilia_nyererei ENSPNYG00000018851
haplochromis_burtoni ENSHBUG00000016446
oreochromis_niloticus ENSONIG00000015699
neolamprologus_brichardi ENSNBRG00000006790
amphilophus_citrinellus ENSACIG00000017188
oryzias_latipes ENSORLG00000012798
oryzias_latipes ENSORLG00020010943
oryzias_latipes_asm223469v1 ENSORLG00015021890
oryzias_melastigma ENSOMEG00000020902
mastacembelus_armatus ENSMAMG00000004159
anabas_testudineus ENSATEG00000003516
seriola_lalandi_dorsalis ENSSLDG00000016918
seriola_dumerili ENSSDUG00000015208
amphiprion_percula ENSAPEG00000013317
amphiprion_ocellaris ENSAOCG00000023244
acanthochromis_polyacanthus ENSAPOG00000008083
stegastes_partitus ENSSPAG00000013172
labrus_bergylta ENSLBEG00000021964
hippocampus_comes ENSHCOG00000015749
periophthalmus_magnuspinnatus ENSPMGG00000014900
gadus_morhua ENSGMOG00000004759
esox_lucius ENSELUG00000013855
paramormyrops_kingsleyae ENSPKIG00000018713
scleropages_formosus ENSSFOG00015014333
phascolarctos_cinereus ENSPCIG00000012106
notamacropus_eugenii ENSMEUG00000015959
sarcophilus_harrisii ENSSHAG00000008811
monodelphis_domestica ENSMODG00000016348
pan_troglodytes ENSPTRG00000007898
pan_paniscus ENSPPAG00000028379
gorilla_gorilla ENSGGOG00000005137
homo_sapiens ENSG00000090905
pongo_abelii ENSPPYG00000007202
nomascus_leucogenys ENSNLEG00000011851
macaca_nemestrina ENSMNEG00000034854
macaca_mulatta ENSMMUG00000020428
cercocebus_atys ENSCATG00000019284
mandrillus_leucophaeus ENSMLEG00000042737
macaca_fascicularis ENSMFAG00000003824
rhinopithecus_bieti ENSRBIG00000014222
theropithecus_gelada ENSTGEG00000018832
papio_anubis ENSPANG00000018523
colobus_angolensis_palliatus ENSCANG00000041549
piliocolobus_tephrosceles ENSPTEG00000018754
chlorocebus_sabaeus ENSCSAG00000006561
callithrix_jacchus ENSCJAG00000020677
saimiri_boliviensis_boliviensis ENSSBOG00000036197
cebus_capucinus ENSCCAG00000033664
aotus_nancymaae ENSANAG00000025252
carlito_syrichta ENSTSYG00000012711
