notechis_scutatus ENSNSUG00000005796
pogona_vitticeps ENSPVIG00000007660
salvator_merianae ENSSMRG00000001588
salvator_merianae ENSSMRG00000007775
sphenodon_punctatus ENSSPUG00000002146
gopherus_agassizii ENSGAGG00000018280
chelonoidis_abingdonii ENSCABG00000011607
chrysemys_picta_bellii ENSCPBG00000014820
pelodiscus_sinensis ENSPSIG00000013310
taeniopygia_guttata ENSTGUG00000009028
lonchura_striata_domestica ENSLSDG00000013880
serinus_canaria ENSSCAG00000012890
zonotrichia_albicollis ENSZALG00000010230
junco_hyemalis ENSJHYG00000010936
cyanistes_caeruleus ENSCCEG00000021214
parus_major ENSPMJG00000001049
ficedula_albicollis ENSFALG00000004652
manacus_vitellinus ENSMVIG00005019337
lepidothrix_coronata ENSLCOG00000008879
melopsittacus_undulatus ENSMUNG00000005960
calidris_pygmaea ENSCPGG00000017378
calidris_pugnax ENSCPUG00000012721
anser_brachyrhynchus ENSABRG00000012087
anas_platyrhynchos_platyrhynchos ENSAPLG00000025272
gallus_gallus ENSGALG00000006069
coturnix_japonica ENSCJPG00005019569
meleagris_gallopavo ENSMGAG00000008828
numida_meleagris ENSNMEG00000014125
apteryx_owenii ENSAOWG00000014751
apteryx_haastii ENSAHAG00000000612
apteryx_rowi ENSARWG00000015987
dromaius_novaehollandiae ENSDNVG00000014092
nothoprocta_perdicaria ENSNPEG00000007851
anolis_carolinensis ENSACAG00000001828
gorilla_gorilla ENSGGOG00000006410
homo_sapiens ENSG00000188176
pan_paniscus ENSPPAG00000028991
pan_troglodytes ENSPTRG00000008595
pongo_abelii ENSPPYG00000007836
nomascus_leucogenys ENSNLEG00000035475
mandrillus_leucophaeus ENSMLEG00000040796
cercocebus_atys ENSCATG00000008055
theropithecus_gelada ENSTGEG00000018388
papio_anubis ENSPANG00000024342
macaca_fascicularis ENSMFAG00000032547
macaca_nemestrina ENSMNEG00000041181
macaca_mulatta ENSMMUG00000007876
chlorocebus_sabaeus ENSCSAG00000013150
rhinopithecus_roxellana ENSRROG00000042735
rhinopithecus_bieti ENSRBIG00000036702
colobus_angolensis_palliatus ENSCANG00000042159
piliocolobus_tephrosceles ENSPTEG00000038255
saimiri_boliviensis_boliviensis ENSSBOG00000031152
callithrix_jacchus ENSCJAG00000047187
cebus_capucinus ENSCCAG00000015412
aotus_nancymaae ENSANAG00000037635
carlito_syrichta ENSTSYG00000036782
propithecus_coquereli ENSPCOG00000020433
microcebus_murinus ENSMICG00000012429
prolemur_simus ENSPSMG00000016036
otolemur_garnettii ENSOGAG00000002826
tupaia_belangeri ENSTBEG00000002256
mus_spicilegus ENSMSIG00000013530
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017509
mus_musculus ENSMUSG00000045667
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016672
mus_pahari MGP_PahariEiJ_G0017805
rattus_norvegicus ENSRNOG00000015157
meriones_unguiculatus ENSMUGG00000010728
cricetulus_griseus_crigri ENSCGRG00000015994
cricetulus_griseus_chok1gshd ENSCGRG00001021789
cricetulus_griseus_crigri-picr ENSCGRG00015001932
microtus_ochrogaster ENSMOCG00000021021
peromyscus_maniculatus_bairdii ENSPEMG00000002514
nannospalax_galili ENSNGAG00000010802
jaculus_jaculus ENSJJAG00000022726
castor_canadensis ENSCCNG00000029135
castor_canadensis ENSCCNG00000024694
dipodomys_ordii ENSDORG00000010818
ictidomys_tridecemlineatus ENSSTOG00000014944
marmota_marmota_marmota ENSMMMG00000018937
urocitellus_parryii ENSUPAG00010019740
heterocephalus_glaber_female ENSHGLG00000012976
heterocephalus_glaber_male ENSHGLG00100019067
fukomys_damarensis ENSFDAG00000010307
chinchilla_lanigera ENSCLAG00000008663
octodon_degus ENSODEG00000016870
cavia_aperea ENSCAPG00000006794
cavia_porcellus ENSCPOG00000027240
ochotona_princeps ENSOPRG00000016256
oryctolagus_cuniculus ENSOCUG00000000696
equus_caballus ENSECAG00000024872
equus_asinus_asinus ENSEASG00005015319
sorex_araneus ENSSARG00000007826
capra_hircus ENSCHIG00000016350
ovis_aries ENSOARG00000000645
bos_mutus ENSBMUG00000010361
bos_taurus ENSBTAG00000020605
bison_bison_bison ENSBBBG00000013459
sus_scrofa ENSSSCG00000017885
tursiops_truncatus ENSTTRG00000000610
erinaceus_europaeus ENSEEUG00000010900
myotis_lucifugus ENSMLUG00000005080
pteropus_vampyrus ENSPVAG00000009741
ursus_americanus ENSUAMG00000023686
ailuropoda_melanoleuca ENSAMEG00000007238
mustela_putorius_furo ENSMPUG00000011380
neovison_vison ENSNVIG00000018296
canis_lupus_dingo ENSCAFG00020016116
canis_lupus_familiaris ENSCAFG00000015292
panthera_pardus ENSPPRG00000000455
panthera_tigris_altaica ENSPTIG00000010656
felis_catus ENSFCAG00000024954
dasypus_novemcinctus ENSDNOG00000017888
loxodonta_africana ENSLAFG00000010756
procavia_capensis ENSPCAG00000001566
echinops_telfairi ENSETEG00000003210
phascolarctos_cinereus ENSPCIG00000020023
notamacropus_eugenii ENSMEUG00000013688
sarcophilus_harrisii ENSSHAG00000001807
ornithorhynchus_anatinus ENSOANG00000010108
latimeria_chalumnae ENSLACG00000018772
oryzias_latipes ENSORLG00000009847
oryzias_latipes_asm223469v1 ENSORLG00015023221
oryzias_latipes ENSORLG00020017453
oryzias_melastigma ENSOMEG00000020723
hippocampus_comes ENSHCOG00000015074
tetraodon_nigroviridis ENSTNIG00000014284
takifugu_rubripes ENSTRUG00000010815
mola_mola ENSMMOG00000005224
poecilia_formosa ENSPFOG00000023855
poecilia_mexicana ENSPMEG00000003970
poecilia_latipinna ENSPLAG00000006284
poecilia_reticulata ENSPREG00000009218
xiphophorus_maculatus ENSXMAG00000002480
xiphophorus_couchianus ENSXCOG00000004523
gambusia_affinis ENSGAFG00000013051
fundulus_heteroclitus ENSFHEG00000001140
cyprinodon_variegatus ENSCVAG00000013637
kryptolebias_marmoratus ENSKMAG00000014871
pundamilia_nyererei ENSPNYG00000009603
haplochromis_burtoni ENSHBUG00000008238
astatotilapia_calliptera ENSACLG00000015818
maylandia_zebra ENSMZEG00005004268
neolamprologus_brichardi ENSNBRG00000023316
oreochromis_niloticus ENSONIG00000010883
amphilophus_citrinellus ENSACIG00000023451
amphiprion_percula ENSAPEG00000003419
amphiprion_ocellaris ENSAOCG00000022054
acanthochromis_polyacanthus ENSAPOG00000003242
stegastes_partitus ENSSPAG00000015674
scophthalmus_maximus ENSSMAG00000017360
cynoglossus_semilaevis ENSCSEG00000005085
seriola_dumerili ENSSDUG00000000257
seriola_lalandi_dorsalis ENSSLDG00000000161
monopterus_albus ENSMALG00000022091
mastacembelus_armatus ENSMAMG00000005251
anabas_testudineus ENSATEG00000019892
labrus_bergylta ENSLBEG00000023399
periophthalmus_magnuspinnatus ENSPMGG00000009453
gadus_morhua ENSGMOG00000008218
gasterosteus_aculeatus ENSGACG00000005375
esox_lucius ENSELUG00000011007
pygocentrus_nattereri ENSPNAG00000009678
astyanax_mexicanus ENSAMXG00000008884
ictalurus_punctatus ENSIPUG00000006014
danio_rerio ENSDARG00000055632
scleropages_formosus ENSSFOG00015015450
paramormyrops_kingsleyae ENSPKIG00000021081
scleropages_formosus ENSSFOG00015007144
paramormyrops_kingsleyae ENSPKIG00000021302
mola_mola ENSMMOG00000014750
tetraodon_nigroviridis ENSTNIG00000001464
monopterus_albus ENSMALG00000012380
poecilia_mexicana ENSPMEG00000001998
poecilia_formosa ENSPFOG00000015915
poecilia_reticulata ENSPREG00000016074
xiphophorus_maculatus ENSXMAG00000011551
gambusia_affinis ENSGAFG00000010030
fundulus_heteroclitus ENSFHEG00000022394
cyprinodon_variegatus ENSCVAG00000008374
kryptolebias_marmoratus ENSKMAG00000009090
hippocampus_comes ENSHCOG00000009939
maylandia_zebra ENSMZEG00005010810
astatotilapia_calliptera ENSACLG00000022564
pundamilia_nyererei ENSPNYG00000010953
haplochromis_burtoni ENSHBUG00000012649
oreochromis_niloticus ENSONIG00000009514
amphilophus_citrinellus ENSACIG00000012851
oryzias_latipes_asm223469v1 ENSORLG00015016225
oryzias_latipes ENSORLG00000014825
oryzias_latipes ENSORLG00020009642
oryzias_melastigma ENSOMEG00000002261
scophthalmus_maximus ENSSMAG00000014013
mastacembelus_armatus ENSMAMG00000002121
seriola_lalandi_dorsalis ENSSLDG00000003520
seriola_dumerili ENSSDUG00000021858
cynoglossus_semilaevis ENSCSEG00000015789
amphiprion_ocellaris ENSAOCG00000016805
amphiprion_percula ENSAPEG00000011836
acanthochromis_polyacanthus ENSAPOG00000017523
stegastes_partitus ENSSPAG00000019386
anabas_testudineus ENSATEG00000000597
gasterosteus_aculeatus ENSGACG00000020780
labrus_bergylta ENSLBEG00000024756
poecilia_latipinna ENSPLAG00000021698
gadus_morhua ENSGMOG00000010018
esox_lucius ENSELUG00000018240
pygocentrus_nattereri ENSPNAG00000006833
astyanax_mexicanus ENSAMXG00000019706
ictalurus_punctatus ENSIPUG00000014205
lepisosteus_oculatus ENSLOCG00000006725
petromyzon_marinus ENSPMAG00000008722
petromyzon_marinus ENSPMAG00000007250
eptatretus_burgeri ENSEBUG00000003808
mola_mola ENSMMOG00000017177
tetraodon_nigroviridis ENSTNIG00000015837
gasterosteus_aculeatus ENSGACG00000008350
seriola_dumerili ENSSDUG00000020068
hippocampus_comes ENSHCOG00000011145
poecilia_mexicana ENSPMEG00000009610
poecilia_latipinna ENSPLAG00000000175
poecilia_reticulata ENSPREG00000021395
xiphophorus_couchianus ENSXCOG00000017430
xiphophorus_maculatus ENSXMAG00000017754
gambusia_affinis ENSGAFG00000018455
cyprinodon_variegatus ENSCVAG00000022717
kryptolebias_marmoratus ENSKMAG00000018386
oryzias_latipes ENSORLG00000028982
oryzias_latipes ENSORLG00020016830
oryzias_latipes_asm223469v1 ENSORLG00015005243
oryzias_melastigma ENSOMEG00000001770
maylandia_zebra ENSMZEG00005000638
astatotilapia_calliptera ENSACLG00000024384
pundamilia_nyererei ENSPNYG00000014671
neolamprologus_brichardi ENSNBRG00000007851
oreochromis_niloticus ENSONIG00000013320
amphilophus_citrinellus ENSACIG00000001314
mastacembelus_armatus ENSMAMG00000017096
monopterus_albus ENSMALG00000012544
gadus_morhua ENSGMOG00000012158
danio_rerio ENSDARG00000059442
ictalurus_punctatus ENSIPUG00000020584
melopsittacus_undulatus ENSMUNG00000010209
calidris_pygmaea ENSCPGG00000008550
serinus_canaria ENSSCAG00000000253
taeniopygia_guttata ENSTGUG00000010726
parus_major ENSPMJG00000019137
cyanistes_caeruleus ENSCCEG00000014275
manacus_vitellinus ENSMVIG00005009032
xenopus_tropicalis ENSXETG00000016155
scophthalmus_maximus ENSSMAG00000016422
haplochromis_burtoni ENSHBUG00000007110
seriola_lalandi_dorsalis ENSSLDG00000017156
labrus_bergylta ENSLBEG00000013750
periophthalmus_magnuspinnatus ENSPMGG00000003052
astyanax_mexicanus ENSAMXG00000031006
paramormyrops_kingsleyae ENSPKIG00000017489
lepisosteus_oculatus ENSLOCG00000008548
ornithorhynchus_anatinus ENSOANG00000031230
sarcophilus_harrisii ENSSHAG00000001574
microtus_ochrogaster ENSMOCG00000002196
rattus_norvegicus ENSRNOG00000054319
apteryx_owenii ENSAOWG00000002047
apteryx_haastii ENSAHAG00000014443
apteryx_rowi ENSARWG00000013849
nothoprocta_perdicaria ENSNPEG00000014679
junco_hyemalis ENSJHYG00000018401
lonchura_striata_domestica ENSLSDG00000010474
lepidothrix_coronata ENSLCOG00000001144
chelonoidis_abingdonii ENSCABG00000012430
latimeria_chalumnae ENSLACG00000018095
tetraodon_nigroviridis ENSTNIG00000009109
takifugu_rubripes ENSTRUG00000004449
gasterosteus_aculeatus ENSGACG00000017152
fundulus_heteroclitus ENSFHEG00000001530
cyprinodon_variegatus ENSCVAG00000006272
xiphophorus_maculatus ENSXMAG00000004135
gambusia_affinis ENSGAFG00000008167
poecilia_formosa ENSPFOG00000019740
poecilia_mexicana ENSPMEG00000013865
poecilia_reticulata ENSPREG00000010629
poecilia_latipinna ENSPLAG00000010898
kryptolebias_marmoratus ENSKMAG00000009350
oryzias_melastigma ENSOMEG00000001849
acanthochromis_polyacanthus ENSAPOG00000022419
hippocampus_comes ENSHCOG00000009508
haplochromis_burtoni ENSHBUG00000021407
maylandia_zebra ENSMZEG00005018147
astatotilapia_calliptera ENSACLG00000018076
oreochromis_niloticus ENSONIG00000003550
oryzias_latipes_asm223469v1 ENSORLG00015002813
oryzias_latipes ENSORLG00020015704
oryzias_latipes ENSORLG00000030547
