tursiops_truncatus ENSTTRG00000012083
sus_scrofa ENSSSCG00000007977
bos_taurus ENSBTAG00000038757
bos_mutus ENSBMUG00000024505
bison_bison_bison ENSBBBG00000003509
ovis_aries ENSOARG00000010921
capra_hircus ENSCHIG00000005573
vicugna_pacos ENSVPAG00000005146
pteropus_vampyrus ENSPVAG00000000537
ursus_maritimus ENSUMAG00000020977
ursus_americanus ENSUAMG00000002325
neovison_vison ENSNVIG00000014634
panthera_pardus ENSPPRG00000023578
panthera_tigris_altaica ENSPTIG00000014123
felis_catus ENSFCAG00000044394
sorex_araneus ENSSARG00000006920
canis_lupus_familiaris ENSCAFG00000029224
canis_lupus_dingo ENSCAFG00020009308
vulpes_vulpes ENSVVUG00000013480
erinaceus_europaeus ENSEEUG00000002975
pan_paniscus ENSPPAG00000021640
pan_troglodytes ENSPTRG00000031327
homo_sapiens ENSG00000206177
gorilla_gorilla ENSGGOG00000007993
pongo_abelii ENSPPYG00000006898
nomascus_leucogenys ENSNLEG00000007980
rhinopithecus_bieti ENSRBIG00000042365
rhinopithecus_roxellana ENSRROG00000044576
piliocolobus_tephrosceles ENSPTEG00000006394
colobus_angolensis_palliatus ENSCANG00000031922
macaca_nemestrina ENSMNEG00000040718
macaca_fascicularis ENSMFAG00000042497
cercocebus_atys ENSCATG00000032891
theropithecus_gelada ENSTGEG00000029279
papio_anubis ENSPANG00000001156
mandrillus_leucophaeus ENSMLEG00000007516
chlorocebus_sabaeus ENSCSAG00000013121
cebus_capucinus ENSCCAG00000032474
saimiri_boliviensis_boliviensis ENSSBOG00000030367
callithrix_jacchus ENSCJAG00000011639
aotus_nancymaae ENSANAG00000025996
carlito_syrichta ENSTSYG00000026914
propithecus_coquereli ENSPCOG00000022954
microcebus_murinus ENSMICG00000010378
otolemur_garnettii ENSOGAG00000002531
dasypus_novemcinctus ENSDNOG00000038795
jaculus_jaculus ENSJJAG00000023100
sarcophilus_harrisii ENSSHAG00000011670
