pteropus_vampyrus ENSPVAG00000012363
myotis_lucifugus ENSMLUG00000009728
capra_hircus ENSCHIG00000019710
ovis_aries ENSOARG00000007900
bos_indicus ENSBIXG00000007450
bos_indicus ENSBIXG00005022158
bos_taurus ENSBTAG00000015994
bos_mutus ENSBMUG00000013390
bison_bison ENSBBBG00000023288
tursiops_truncatus ENSTTRG00000003614
sus_scrofa ENSSSCG00000009411
vicugna_pacos ENSVPAG00000005185
ursus_maritimus ENSUMAG00000017071
ursus_americanus ENSUAMG00000016577
mustela_putorius ENSMPUG00000001576
neovison_vison ENSNVIG00000008979
canis_lupus ENSCAFG00000030857
canis_lupus ENSCAFG00020019361
vulpes_vulpes ENSVVUG00000028383
panthera_tigris ENSPTIG00000005072
panthera_pardus ENSPPRG00000001903
felis_catus ENSFCAG00000009184
equus_caballus ENSECAG00000021952
erinaceus_europaeus ENSEEUG00000015910
pan_paniscus ENSPPAG00000031676
pan_troglodytes ENSPTRG00000005854
homo_sapiens ENSG00000173988
gorilla_gorilla ENSGGOG00000004589
pongo_abelii ENSPPYG00000005347
nomascus_leucogenys ENSNLEG00000002719
rhinopithecus_roxellana ENSRROG00000043204
rhinopithecus_bieti ENSRBIG00000028445
colobus_angolensis ENSCANG00000043783
piliocolobus_tephrosceles ENSPTEG00000028126
cercocebus_atys ENSCATG00000039942
mandrillus_leucophaeus ENSMLEG00000042168
macaca_mulatta ENSMMUG00000009860
macaca_fascicularis ENSMFAG00000033245
macaca_nemestrina ENSMNEG00000031014
theropithecus_gelada ENSTGEG00000002585
papio_anubis ENSPANG00000012865
chlorocebus_sabaeus ENSCSAG00000017757
saimiri_boliviensis ENSSBOG00000035757
cebus_capucinus ENSCCAG00000024800
callithrix_jacchus ENSCJAG00000016849
aotus_nancymaae ENSANAG00000029208
carlito_syrichta ENSTSYG00000007261
prolemur_simus ENSPSMG00000009229
propithecus_coquereli ENSPCOG00000011386
microcebus_murinus ENSMICG00000038107
otolemur_garnettii ENSOGAG00000015732
tupaia_belangeri ENSTBEG00000007369
castor_canadensis ENSCCNG00000011597
marmota_marmota ENSMMMG00000023317
mus_spicilegus ENSMSIG00000021056
mus_musculus ENSMUSG00000021997
mus_spretus MGP_SPRETEiJ_G0020404
mus_caroli MGP_CAROLIEiJ_G0019509
mus_pahari MGP_PahariEiJ_G0030527
rattus_norvegicus ENSRNOG00000038291
meriones_unguiculatus ENSMUGG00000024491
meriones_unguiculatus ENSMUGG00000024498
cricetulus_griseus ENSCGRG00015003829
cricetulus_griseus ENSCGRG00001021365
mesocricetus_auratus ENSMAUG00000017212
microtus_ochrogaster ENSMOCG00000018528
peromyscus_maniculatus ENSPEMG00000020509
nannospalax_galili ENSNGAG00000020059
chinchilla_lanigera ENSCLAG00000000306
oryctolagus_cuniculus ENSOCUG00000014059
ochotona_princeps ENSOPRG00000007245
choloepus_hoffmanni ENSCHOG00000002593
dasypus_novemcinctus ENSDNOG00000042434
loxodonta_africana ENSLAFG00000011144
procavia_capensis ENSPCAG00000002949
echinops_telfairi ENSETEG00000006126
