seriola_dumerili ENSSDUG00000008909
seriola_lalandi_dorsalis ENSSLDG00000023033
takifugu_rubripes ENSTRUG00000025621
amphiprion_percula ENSAPEG00000014328
hippocampus_comes ENSHCOG00000005538
periophthalmus_magnuspinnatus ENSPMGG00000003989
pygocentrus_nattereri ENSPNAG00000020961
astyanax_mexicanus ENSAMXG00000031854
ictalurus_punctatus ENSIPUG00000021810
danio_rerio ENSDARG00000101619
esox_lucius ENSELUG00000015601
lepisosteus_oculatus ENSLOCG00000007554
ciona_savignyi ENSCSAVG00000002569
ciona_intestinalis ENSCING00000022049
caenorhabditis_elegans_strain_n2 WBGene00018784
