ursus_americanus ENSUAMG00000027621
canis_lupus_dingo ENSCAFG00020003546
cavia_porcellus ENSCPOG00000001892
cavia_aperea ENSCAPG00000016688
echinops_telfairi ENSETEG00000004679
monodelphis_domestica ENSMODG00000018664
ornithorhynchus_anatinus ENSOANG00000008961
chelonoidis_abingdonii ENSCABG00000019136
gopherus_agassizii ENSGAGG00000001195
pelodiscus_sinensis ENSPSIG00000003005
anas_platyrhynchos_platyrhynchos ENSAPLG00000010464
gallus_gallus ENSGALG00000053580
serinus_canaria ENSSCAG00000003094
nothoprocta_perdicaria ENSNPEG00000013077
salvator_merianae ENSSMRG00000021983
notechis_scutatus ENSNSUG00000012011
sphenodon_punctatus ENSSPUG00000014751
scophthalmus_maximus ENSSMAG00000001171
amphilophus_citrinellus ENSACIG00000007661
periophthalmus_magnuspinnatus ENSPMGG00000018479
kryptolebias_marmoratus ENSKMAG00000007810
cyprinodon_variegatus ENSCVAG00000020649
oryzias_latipes_asm223469v1 ENSORLG00015007690
oryzias_latipes ENSORLG00000009356
oryzias_latipes ENSORLG00020012003
oryzias_melastigma ENSOMEG00000007174
stegastes_partitus ENSSPAG00000021323
maylandia_zebra ENSMZEG00005010089
neolamprologus_brichardi ENSNBRG00000008967
anabas_testudineus ENSATEG00000003515
scophthalmus_maximus ENSSMAG00000012207
poecilia_latipinna ENSPLAG00000014530
poecilia_mexicana ENSPMEG00000010566
gambusia_affinis ENSGAFG00000010538
fundulus_heteroclitus ENSFHEG00000017555
cyprinodon_variegatus ENSCVAG00000012002
kryptolebias_marmoratus ENSKMAG00000008541
oryzias_latipes ENSORLG00020009206
oryzias_latipes ENSORLG00000021923
oryzias_latipes_asm223469v1 ENSORLG00015015735
takifugu_rubripes ENSTRUG00000022437
periophthalmus_magnuspinnatus ENSPMGG00000007663
neolamprologus_brichardi ENSNBRG00000024144
maylandia_zebra ENSMZEG00005024489
seriola_lalandi_dorsalis ENSSLDG00000021851
hippocampus_comes ENSHCOG00000019532
spermophilus_dauricus ENSSDAG00000015550
ornithorhynchus_anatinus ENSOANG00000009865
cyanistes_caeruleus ENSCCEG00000003220
zonotrichia_albicollis ENSZALG00000012971
apteryx_rowi ENSARWG00000016825
