loxodonta_africana ENSLAFG00000009168
procavia_capensis ENSPCAG00000013603
echinops_telfairi ENSETEG00000007888
propithecus_coquereli ENSPCOG00000019225
microcebus_murinus ENSMICG00000038093
prolemur_simus ENSPSMG00000018362
otolemur_garnettii ENSOGAG00000029549
carlito_syrichta ENSTSYG00000025417
castor_canadensis ENSCCNG00000001721
dipodomys_ordii ENSDORG00000025174
urocitellus_parryii ENSUPAG00010015803
ictidomys_tridecemlineatus ENSSTOG00000001057
marmota_marmota_marmota ENSMMMG00000019917
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017405
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016569
mus_musculus ENSMUSG00000045377
mus_spicilegus ENSMSIG00000026250
mus_pahari MGP_PahariEiJ_G0017700
rattus_norvegicus ENSRNOG00000009870
meriones_unguiculatus ENSMUGG00000014656
cricetulus_griseus_chok1gshd ENSCGRG00001018524
cricetulus_griseus_crigri-picr ENSCGRG00015010435
cricetulus_griseus_crigri ENSCGRG00000008556
mesocricetus_auratus ENSMAUG00000019666
microtus_ochrogaster ENSMOCG00000001201
peromyscus_maniculatus_bairdii ENSPEMG00000025255
nannospalax_galili ENSNGAG00000019276
jaculus_jaculus ENSJJAG00000013316
cavia_porcellus ENSCPOG00000033148
cavia_aperea ENSCAPG00000011439
octodon_degus ENSODEG00000017852
chinchilla_lanigera ENSCLAG00000006940
heterocephalus_glaber_female ENSHGLG00000014232
heterocephalus_glaber_male ENSHGLG00100013042
fukomys_damarensis ENSFDAG00000010021
oryctolagus_cuniculus ENSOCUG00000017280
ochotona_princeps ENSOPRG00000008378
rhinopithecus_roxellana ENSRROG00000043517
rhinopithecus_bieti ENSRBIG00000041639
piliocolobus_tephrosceles ENSPTEG00000010137
colobus_angolensis_palliatus ENSCANG00000002842
macaca_fascicularis ENSMFAG00000002896
macaca_mulatta ENSMMUG00000008176
macaca_nemestrina ENSMNEG00000039594
mandrillus_leucophaeus ENSMLEG00000001580
cercocebus_atys ENSCATG00000042149
papio_anubis ENSPANG00000023934
chlorocebus_sabaeus ENSCSAG00000011143
pan_troglodytes ENSPTRG00000008711
pan_paniscus ENSPPAG00000035566
homo_sapiens ENSG00000167874
gorilla_gorilla ENSGGOG00000015315
pongo_abelii ENSPPYG00000007936
nomascus_leucogenys ENSNLEG00000009773
saimiri_boliviensis_boliviensis ENSSBOG00000035546
callithrix_jacchus ENSCJAG00000048318
aotus_nancymaae ENSANAG00000034510
tupaia_belangeri ENSTBEG00000011087
ursus_americanus ENSUAMG00000005462
ailuropoda_melanoleuca ENSAMEG00000016898
canis_lupus_dingo ENSCAFG00020007497
canis_lupus_familiaris ENSCAFG00000016820
vulpes_vulpes ENSVVUG00000004086
vulpes_vulpes ENSVVUG00000023442
neovison_vison ENSNVIG00000004407
panthera_pardus ENSPPRG00000011304
felis_catus ENSFCAG00000044355
equus_asinus_asinus ENSEASG00005019354
equus_caballus ENSECAG00000009956
bos_mutus ENSBMUG00000021910
bos_taurus ENSBTAG00000014693
bison_bison_bison ENSBBBG00000012238
capra_hircus ENSCHIG00000017315
ovis_aries ENSOARG00000017658
tursiops_truncatus ENSTTRG00000010291
vicugna_pacos ENSVPAG00000008238
sus_scrofa ENSSSCG00000037096
myotis_lucifugus ENSMLUG00000025655
sorex_araneus ENSSARG00000006273
erinaceus_europaeus ENSEEUG00000015141
dasypus_novemcinctus ENSDNOG00000006615
notamacropus_eugenii ENSMEUG00000015530
phascolarctos_cinereus ENSPCIG00000004477
sarcophilus_harrisii ENSSHAG00000014685
monodelphis_domestica ENSMODG00000007429
ornithorhynchus_anatinus ENSOANG00000001186
sphenodon_punctatus ENSSPUG00000014747
