mola_mola ENSMMOG00000021095
labrus_bergylta ENSLBEG00000015690
seriola_lalandi_dorsalis ENSSLDG00000009701
seriola_dumerili ENSSDUG00000004389
monopterus_albus ENSMALG00000001977
astatotilapia_calliptera ENSACLG00000005209
pundamilia_nyererei ENSPNYG00000003113
maylandia_zebra ENSMZEG00005003811
haplochromis_burtoni ENSHBUG00000007374
neolamprologus_brichardi ENSNBRG00000016183
amphilophus_citrinellus ENSACIG00000023219
poecilia_mexicana ENSPMEG00000011472
poecilia_latipinna ENSPLAG00000009643
poecilia_reticulata ENSPREG00000010786
xiphophorus_maculatus ENSXMAG00000026383
xiphophorus_couchianus ENSXCOG00000011056
gambusia_affinis ENSGAFG00000000056
cyprinodon_variegatus ENSCVAG00000019615
takifugu_rubripes ENSTRUG00000024407
hippocampus_comes ENSHCOG00000002582
periophthalmus_magnuspinnatus ENSPMGG00000006715
