takifugu_rubripes ENSTRUG00000001630
labrus_bergylta ENSLBEG00000027353
mola_mola ENSMMOG00000017587
hippocampus_comes ENSHCOG00000004526
cynoglossus_semilaevis ENSCSEG00000003708
monopterus_albus ENSMALG00000001698
gasterosteus_aculeatus ENSGACG00000003658
cyprinodon_variegatus ENSCVAG00000011335
cyprinodon_variegatus ENSCVAG00000011322
fundulus_heteroclitus ENSFHEG00000014226
poecilia_formosa ENSPFOG00000015724
poecilia_latipinna ENSPLAG00000007022
poecilia_mexicana ENSPMEG00000008886
poecilia_reticulata ENSPREG00000004723
xiphophorus_maculatus ENSXMAG00000004194
xiphophorus_couchianus ENSXCOG00000000077
gambusia_affinis ENSGAFG00000001834
kryptolebias_marmoratus ENSKMAG00000017277
oryzias_latipes ENSORLG00020020014
oryzias_latipes ENSORLG00000002368
oryzias_latipes_asm223469v1 ENSORLG00015000644
oryzias_melastigma ENSOMEG00000009994
scophthalmus_maximus ENSSMAG00000000875
amphiprion_ocellaris ENSAOCG00000016932
amphiprion_percula ENSAPEG00000016838
acanthochromis_polyacanthus ENSAPOG00000005487
stegastes_partitus ENSSPAG00000013270
anabas_testudineus ENSATEG00000000402
seriola_dumerili ENSSDUG00000014320
seriola_lalandi_dorsalis ENSSLDG00000003055
mastacembelus_armatus ENSMAMG00000016432
pundamilia_nyererei ENSPNYG00000008185
haplochromis_burtoni ENSHBUG00000014137
maylandia_zebra ENSMZEG00005022146
astatotilapia_calliptera ENSACLG00000006685
neolamprologus_brichardi ENSNBRG00000020008
oreochromis_niloticus ENSONIG00000000464
amphilophus_citrinellus ENSACIG00000013564
periophthalmus_magnuspinnatus ENSPMGG00000008238
gadus_morhua ENSGMOG00000018342
pygocentrus_nattereri ENSPNAG00000009153
astyanax_mexicanus ENSAMXG00000036151
ictalurus_punctatus ENSIPUG00000010530
danio_rerio ENSDARG00000058647
esox_lucius ENSELUG00000009250
scleropages_formosus ENSSFOG00015017090
paramormyrops_kingsleyae ENSPKIG00000006025
paramormyrops_kingsleyae ENSPKIG00000018120
scleropages_formosus ENSSFOG00015020335
lepisosteus_oculatus ENSLOCG00000005873
manacus_vitellinus ENSMVIG00005005807
lepidothrix_coronata ENSLCOG00000010090
zonotrichia_albicollis ENSZALG00000003734
junco_hyemalis ENSJHYG00000014311
serinus_canaria ENSSCAG00000014263
taeniopygia_guttata ENSTGUG00000006558
lonchura_striata_domestica ENSLSDG00000006774
cyanistes_caeruleus ENSCCEG00000005940
parus_major ENSPMJG00000006126
ficedula_albicollis ENSFALG00000005462
calidris_pugnax ENSCPUG00000006237
calidris_pygmaea ENSCPGG00000018421
gallus_gallus ENSGALG00000006522
coturnix_japonica ENSCJPG00005005344
meleagris_gallopavo ENSMGAG00000007338
numida_meleagris ENSNMEG00000016332
anser_brachyrhynchus ENSABRG00000020974
apteryx_owenii ENSAOWG00000002547
apteryx_rowi ENSARWG00000009791
apteryx_haastii ENSAHAG00000012709
dromaius_novaehollandiae ENSDNVG00000004222
nothoprocta_perdicaria ENSNPEG00000007653
anas_platyrhynchos_platyrhynchos ENSAPLG00000029597
crocodylus_porosus ENSCPRG00005007787
chelonoidis_abingdonii ENSCABG00000016834
gopherus_agassizii ENSGAGG00000020824
chrysemys_picta_bellii ENSCPBG00000027487
pelodiscus_sinensis ENSPSIG00000003685
sphenodon_punctatus ENSSPUG00000018878
pogona_vitticeps ENSPVIG00000001429
anolis_carolinensis ENSACAG00000008823
salvator_merianae ENSSMRG00000019542
notechis_scutatus ENSNSUG00000009189
xenopus_tropicalis ENSXETG00000024009
bos_mutus ENSBMUG00000014728
bos_taurus ENSBTAG00000007932
bison_bison_bison ENSBBBG00000010020
ovis_aries ENSOARG00000002820
capra_hircus ENSCHIG00000021802
tursiops_truncatus ENSTTRG00000007952
sus_scrofa ENSSSCG00000007240
equus_caballus ENSECAG00000017707
equus_asinus_asinus ENSEASG00005003725
pteropus_vampyrus ENSPVAG00000004263
myotis_lucifugus ENSMLUG00000008355
ursus_americanus ENSUAMG00000023464
ursus_maritimus ENSUMAG00000000236
ailuropoda_melanoleuca ENSAMEG00000013465
mustela_putorius_furo ENSMPUG00000017886
neovison_vison ENSNVIG00000018786
canis_lupus_dingo ENSCAFG00020004327
canis_lupus_familiaris ENSCAFG00000007122
vulpes_vulpes ENSVVUG00000008592
panthera_pardus ENSPPRG00000006365
panthera_tigris_altaica ENSPTIG00000020345
felis_catus ENSFCAG00000001904
erinaceus_europaeus ENSEEUG00000004567
pan_troglodytes ENSPTRG00000013371
pan_paniscus ENSPPAG00000037872
homo_sapiens ENSG00000101336
gorilla_gorilla ENSGGOG00000002861
pongo_abelii ENSPPYG00000010900
nomascus_leucogenys ENSNLEG00000009721
theropithecus_gelada ENSTGEG00000008200
cercocebus_atys ENSCATG00000034267
papio_anubis ENSPANG00000016045
mandrillus_leucophaeus ENSMLEG00000037463
macaca_fascicularis ENSMFAG00000035912
macaca_mulatta ENSMMUG00000000117
macaca_nemestrina ENSMNEG00000042056
chlorocebus_sabaeus ENSCSAG00000012669
colobus_angolensis_palliatus ENSCANG00000038101
piliocolobus_tephrosceles ENSPTEG00000003452
rhinopithecus_roxellana ENSRROG00000043822
rhinopithecus_bieti ENSRBIG00000011120
callithrix_jacchus ENSCJAG00000020750
saimiri_boliviensis_boliviensis ENSSBOG00000018836
aotus_nancymaae ENSANAG00000037169
carlito_syrichta ENSTSYG00000026583
prolemur_simus ENSPSMG00000004519
microcebus_murinus ENSMICG00000015910
propithecus_coquereli ENSPCOG00000017449
otolemur_garnettii ENSOGAG00000005498
castor_canadensis ENSCCNG00000018717
dipodomys_ordii ENSDORG00000005152
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025403
mus_spicilegus ENSMSIG00000000795
mus_musculus ENSMUSG00000003283
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024482
mus_pahari MGP_PahariEiJ_G0025925
rattus_norvegicus ENSRNOG00000009331
meriones_unguiculatus ENSMUGG00000013015
cricetulus_griseus_crigri ENSCGRG00000015777
cricetulus_griseus_chok1gshd ENSCGRG00001003070
cricetulus_griseus_crigri-picr ENSCGRG00015003184
mesocricetus_auratus ENSMAUG00000011232
peromyscus_maniculatus_bairdii ENSPEMG00000021927
microtus_ochrogaster ENSMOCG00000021423
nannospalax_galili ENSNGAG00000016116
jaculus_jaculus ENSJJAG00000001670
chinchilla_lanigera ENSCLAG00000017089
octodon_degus ENSODEG00000010968
cavia_porcellus ENSCPOG00000007861
cavia_aperea ENSCAPG00000009385
heterocephalus_glaber_female ENSHGLG00000014956
heterocephalus_glaber_male ENSHGLG00100017489
fukomys_damarensis ENSFDAG00000005646
marmota_marmota_marmota ENSMMMG00000023757
spermophilus_dauricus ENSSDAG00000010196
ictidomys_tridecemlineatus ENSSTOG00000004951
urocitellus_parryii ENSUPAG00010019243
oryctolagus_cuniculus ENSOCUG00000009751
ochotona_princeps ENSOPRG00000006426
tupaia_belangeri ENSTBEG00000003758
loxodonta_africana ENSLAFG00000011161
procavia_capensis ENSPCAG00000012866
dasypus_novemcinctus ENSDNOG00000036565
echinops_telfairi ENSETEG00000000811
sorex_araneus ENSSARG00000002555
phascolarctos_cinereus ENSPCIG00000008195
notamacropus_eugenii ENSMEUG00000001616
sarcophilus_harrisii ENSSHAG00000011725
monodelphis_domestica ENSMODG00000019471
tetraodon_nigroviridis ENSTNIG00000002534
latimeria_chalumnae ENSLACG00000002151
petromyzon_marinus ENSPMAG00000001235
eptatretus_burgeri ENSEBUG00000015169
