pteropus_vampyrus ENSPVAG00000000131
myotis_lucifugus ENSMLUG00000014383
tursiops_truncatus ENSTTRG00000001028
sus_scrofa ENSSSCG00000014768
capra_hircus ENSCHIG00000026863
ovis_aries ENSOARG00000000818
bos_taurus ENSBTAG00000011332
bos_mutus ENSBMUG00000008829
bison_bison_bison ENSBBBG00000005909
equus_caballus ENSECAG00000008318
ursus_maritimus ENSUMAG00000005609
ursus_americanus ENSUAMG00000018657
ailuropoda_melanoleuca ENSAMEG00000015109
neovison_vison ENSNVIG00000018915
mustela_putorius_furo ENSMPUG00000010508
vulpes_vulpes ENSVVUG00000025956
canis_lupus_dingo ENSCAFG00020008814
panthera_pardus ENSPPRG00000005217
panthera_tigris_altaica ENSPTIG00000015890
felis_catus ENSFCAG00000015317
canis_lupus_dingo ENSCAFG00020010229
canis_lupus_familiaris ENSCAFG00000024741
ursus_americanus ENSUAMG00000018659
equus_asinus_asinus ENSEASG00005000839
dipodomys_ordii ENSDORG00000003887
castor_canadensis ENSCCNG00000018285
microcebus_murinus ENSMICG00000047619
prolemur_simus ENSPSMG00000014095
otolemur_garnettii ENSOGAG00000013943
macaca_mulatta ENSMMUG00000022682
macaca_fascicularis ENSMFAG00000037511
macaca_nemestrina ENSMNEG00000039020
cercocebus_atys ENSCATG00000018446
mandrillus_leucophaeus ENSMLEG00000030609
theropithecus_gelada ENSTGEG00000023243
papio_anubis ENSPANG00000004042
chlorocebus_sabaeus ENSCSAG00000004258
piliocolobus_tephrosceles ENSPTEG00000016354
colobus_angolensis_palliatus ENSCANG00000037177
rhinopithecus_roxellana ENSRROG00000042360
rhinopithecus_bieti ENSRBIG00000038868
cercocebus_atys ENSCATG00000035531
theropithecus_gelada ENSTGEG00000023341
papio_anubis ENSPANG00000034835
macaca_fascicularis ENSMFAG00000002958
macaca_mulatta ENSMMUG00000042369
mandrillus_leucophaeus ENSMLEG00000033513
chlorocebus_sabaeus ENSCSAG00000013550
rhinopithecus_roxellana ENSRROG00000037451
rhinopithecus_bieti ENSRBIG00000024429
colobus_angolensis_palliatus ENSCANG00000035383
homo_sapiens ENSG00000167333
gorilla_gorilla ENSGGOG00000010426
pan_paniscus ENSPPAG00000036079
pan_troglodytes ENSPTRG00000003219
pongo_abelii ENSPPYG00000003614
nomascus_leucogenys ENSNLEG00000029524
callithrix_jacchus ENSCJAG00000015615
saimiri_boliviensis_boliviensis ENSSBOG00000031718
cebus_capucinus ENSCCAG00000031537
aotus_nancymaae ENSANAG00000026378
chinchilla_lanigera ENSCLAG00000014918
octodon_degus ENSODEG00000009434
urocitellus_parryii ENSUPAG00010019112
ictidomys_tridecemlineatus ENSSTOG00000014148
spermophilus_dauricus ENSSDAG00000022018
marmota_marmota_marmota ENSMMMG00000012695
cricetulus_griseus_crigri ENSCGRG00000002622
cricetulus_griseus_crigri-picr ENSCGRG00015017800
cricetulus_griseus_chok1gshd ENSCGRG00001023490
mesocricetus_auratus ENSMAUG00000018554
peromyscus_maniculatus_bairdii ENSPEMG00000013813
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031209
mus_spicilegus ENSMSIG00000004041
mus_musculus ENSMUSG00000073968
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030100
mus_pahari MGP_PahariEiJ_G0013321
rattus_norvegicus ENSRNOG00000047229
meriones_unguiculatus ENSMUGG00000025378
nannospalax_galili ENSNGAG00000013403
jaculus_jaculus ENSJJAG00000012809
ochotona_princeps ENSOPRG00000009002
sorex_araneus ENSSARG00000002409
erinaceus_europaeus ENSEEUG00000005588
loxodonta_africana ENSLAFG00000026618
procavia_capensis ENSPCAG00000015414
echinops_telfairi ENSETEG00000003246
dasypus_novemcinctus ENSDNOG00000033322
choloepus_hoffmanni ENSCHOG00000004587
tupaia_belangeri ENSTBEG00000012986
notamacropus_eugenii ENSMEUG00000012675
