pygocentrus_nattereri ENSPNAG00000019078
astyanax_mexicanus ENSAMXG00000018211
ictalurus_punctatus ENSIPUG00000004352
danio_rerio ENSDARG00000003531
esox_lucius ENSELUG00000008605
xiphophorus_maculatus ENSXMAG00000017586
xiphophorus_couchianus ENSXCOG00000018685
gambusia_affinis ENSGAFG00000001623
poecilia_formosa ENSPFOG00000005100
poecilia_latipinna ENSPLAG00000010327
poecilia_mexicana ENSPMEG00000005620
poecilia_reticulata ENSPREG00000016279
fundulus_heteroclitus ENSFHEG00000016035
cyprinodon_variegatus ENSCVAG00000008561
kryptolebias_marmoratus ENSKMAG00000001723
haplochromis_burtoni ENSHBUG00000011466
pundamilia_nyererei ENSPNYG00000016369
maylandia_zebra ENSMZEG00005023989
neolamprologus_brichardi ENSNBRG00000009104
astatotilapia_calliptera ENSACLG00000013471
oreochromis_niloticus ENSONIG00000009237
amphilophus_citrinellus ENSACIG00000004191
cynoglossus_semilaevis ENSCSEG00000013218
periophthalmus_magnuspinnatus ENSPMGG00000000584
seriola_dumerili ENSSDUG00000014550
seriola_lalandi_dorsalis ENSSLDG00000015590
scophthalmus_maximus ENSSMAG00000016852
anabas_testudineus ENSATEG00000001644
monopterus_albus ENSMALG00000020445
amphiprion_ocellaris ENSAOCG00000008778
amphiprion_percula ENSAPEG00000024556
acanthochromis_polyacanthus ENSAPOG00000014484
stegastes_partitus ENSSPAG00000016524
labrus_bergylta ENSLBEG00000015968
mola_mola ENSMMOG00000009894
oryzias_latipes ENSORLG00020005681
oryzias_latipes ENSORLG00000017823
oryzias_latipes_asm223469v1 ENSORLG00015005477
oryzias_melastigma ENSOMEG00000010610
gasterosteus_aculeatus ENSGACG00000017140
mastacembelus_armatus ENSMAMG00000017878
tetraodon_nigroviridis ENSTNIG00000018638
takifugu_rubripes ENSTRUG00000011743
hippocampus_comes ENSHCOG00000019117
gadus_morhua ENSGMOG00000017136
scleropages_formosus ENSSFOG00015023217
paramormyrops_kingsleyae ENSPKIG00000010819
lepisosteus_oculatus ENSLOCG00000005699
gopherus_agassizii ENSGAGG00000014123
chelonoidis_abingdonii ENSCABG00000016113
chrysemys_picta_bellii ENSCPBG00000005109
pelodiscus_sinensis ENSPSIG00000017873
junco_hyemalis ENSJHYG00000012307
zonotrichia_albicollis ENSZALG00000004452
lonchura_striata_domestica ENSLSDG00000014399
parus_major ENSPMJG00000015699
manacus_vitellinus ENSMVIG00005001616
lepidothrix_coronata ENSLCOG00000004360
manacus_vitellinus ENSMVIG00005001600
serinus_canaria ENSSCAG00000012765
taeniopygia_guttata ENSTGUG00000011012
ficedula_albicollis ENSFALG00000010218
cyanistes_caeruleus ENSCCEG00000013733
melopsittacus_undulatus ENSMUNG00000006302
calidris_pygmaea ENSCPGG00000013968
calidris_pugnax ENSCPUG00000019153
anser_brachyrhynchus ENSABRG00000005320
anas_platyrhynchos_platyrhynchos ENSAPLG00000004621
meleagris_gallopavo ENSMGAG00000010912
coturnix_japonica ENSCJPG00005010387
gallus_gallus ENSGALG00000015274
numida_meleagris ENSNMEG00000013697
apteryx_owenii ENSAOWG00000014039
apteryx_haastii ENSAHAG00000002241
apteryx_rowi ENSARWG00000004734
nothoprocta_perdicaria ENSNPEG00000000955
dromaius_novaehollandiae ENSDNVG00000019024
anolis_carolinensis ENSACAG00000017972
pogona_vitticeps ENSPVIG00000024108
notechis_scutatus ENSNSUG00000000729
salvator_merianae ENSSMRG00000010570
sphenodon_punctatus ENSSPUG00000015865
crocodylus_porosus ENSCPRG00005016187
notamacropus_eugenii ENSMEUG00000015761
phascolarctos_cinereus ENSPCIG00000011786
phascolarctos_cinereus ENSPCIG00000011945
sarcophilus_harrisii ENSSHAG00000000238
sarcophilus_harrisii ENSSHAG00000000691
sarcophilus_harrisii ENSSHAG00000004651
sarcophilus_harrisii ENSSHAG00000013661
monodelphis_domestica ENSMODG00000009389
monodelphis_domestica ENSMODG00000014383
monodelphis_domestica ENSMODG00000020307
monodelphis_domestica ENSMODG00000024614
monodelphis_domestica ENSMODG00000013912
monodelphis_domestica ENSMODG00000010130
monodelphis_domestica ENSMODG00000000322
loxodonta_africana ENSLAFG00000020829
procavia_capensis ENSPCAG00000001417
echinops_telfairi ENSETEG00000013946
dasypus_novemcinctus ENSDNOG00000035288
ursus_americanus ENSUAMG00000025223
ursus_maritimus ENSUMAG00000009581
ailuropoda_melanoleuca ENSAMEG00000012370
neovison_vison ENSNVIG00000003798
mustela_putorius_furo ENSMPUG00000010602
canis_lupus_dingo ENSCAFG00020015451
canis_lupus_familiaris ENSCAFG00000006970
vulpes_vulpes ENSVVUG00000017781
felis_catus ENSFCAG00000014436
panthera_pardus ENSPPRG00000012972
panthera_tigris_altaica ENSPTIG00000014678
bos_taurus ENSBTAG00000003460
bos_mutus ENSBMUG00000013369
bison_bison_bison ENSBBBG00000004377
capra_hircus ENSCHIG00000022556
capra_hircus ENSCHIG00000025515
ovis_aries ENSOARG00000013906
sus_scrofa ENSSSCG00000006261
vicugna_pacos ENSVPAG00000006910
tursiops_truncatus ENSTTRG00000011825
equus_asinus_asinus ENSEASG00005020313
equus_caballus ENSECAG00000013436
pteropus_vampyrus ENSPVAG00000005245
myotis_lucifugus ENSMLUG00000001005
carlito_syrichta ENSTSYG00000027129
microcebus_murinus ENSMICG00000030117
piliocolobus_tephrosceles ENSPTEG00000021811
ictidomys_tridecemlineatus ENSSTOG00000033636
dipodomys_ordii ENSDORG00000015058
meriones_unguiculatus ENSMUGG00000006608
octodon_degus ENSODEG00000015777
heterocephalus_glaber_female ENSHGLG00000018324
heterocephalus_glaber_male ENSHGLG00100008316
fukomys_damarensis ENSFDAG00000007537
cavia_porcellus ENSCPOG00000005886
cavia_aperea ENSCAPG00000009242
octodon_degus ENSODEG00000002753
chinchilla_lanigera ENSCLAG00000013516
spermophilus_dauricus ENSSDAG00000012690
ictidomys_tridecemlineatus ENSSTOG00000021179
urocitellus_parryii ENSUPAG00010003008
marmota_marmota_marmota ENSMMMG00000000970
cricetulus_griseus_crigri-picr ENSCGRG00015023429
cricetulus_griseus_chok1gshd ENSCGRG00001000991
cricetulus_griseus_crigri ENSCGRG00000004094
cricetulus_griseus_crigri ENSCGRG00000011412
cricetulus_griseus_chok1gshd ENSCGRG00001003410
mesocricetus_auratus ENSMAUG00000016816
microtus_ochrogaster ENSMOCG00000018663
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013925
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014729
mus_pahari MGP_PahariEiJ_G0023893
rattus_norvegicus ENSRNOG00000022323
mus_musculus ENSMUSG00000033813
mus_spicilegus ENSMSIG00000023777
peromyscus_maniculatus_bairdii ENSPEMG00000023948
nannospalax_galili ENSNGAG00000018056
nannospalax_galili ENSNGAG00000004558
jaculus_jaculus ENSJJAG00000020282
castor_canadensis ENSCCNG00000012661
marmota_marmota_marmota ENSMMMG00000016279
propithecus_coquereli ENSPCOG00000021601
prolemur_simus ENSPSMG00000014580
microcebus_murinus ENSMICG00000029278
otolemur_garnettii ENSOGAG00000029746
carlito_syrichta ENSTSYG00000031862
carlito_syrichta ENSTSYG00000028435
theropithecus_gelada ENSTGEG00000016198
papio_anubis ENSPANG00000018453
macaca_fascicularis ENSMFAG00000041675
macaca_mulatta ENSMMUG00000016022
chlorocebus_sabaeus ENSCSAG00000014680
cercocebus_atys ENSCATG00000039602
mandrillus_leucophaeus ENSMLEG00000029357
macaca_nemestrina ENSMNEG00000034707
colobus_angolensis_palliatus ENSCANG00000038722
piliocolobus_tephrosceles ENSPTEG00000030668
rhinopithecus_roxellana ENSRROG00000000727
rhinopithecus_bieti ENSRBIG00000038140
homo_sapiens ENSG00000187735
gorilla_gorilla ENSGGOG00000023652
pan_troglodytes ENSPTRG00000020251
pan_paniscus ENSPPAG00000007248
nomascus_leucogenys ENSNLEG00000000981
pongo_abelii ENSPPYG00000018589
cebus_capucinus ENSCCAG00000018619
callithrix_jacchus ENSCJAG00000047175
saimiri_boliviensis_boliviensis ENSSBOG00000033155
aotus_nancymaae ENSANAG00000037779
aotus_nancymaae ENSANAG00000002590
callithrix_jacchus ENSCJAG00000014407
tupaia_belangeri ENSTBEG00000016622
oryctolagus_cuniculus ENSOCUG00000007474
oryctolagus_cuniculus ENSOCUG00000012355
ochotona_princeps ENSOPRG00000000910
erinaceus_europaeus ENSEEUG00000009220
choloepus_hoffmanni ENSCHOG00000001247
ornithorhynchus_anatinus ENSOANG00000007284
xenopus_tropicalis ENSXETG00000008099
latimeria_chalumnae ENSLACG00000016348
