anser_brachyrhynchus ENSABRG00000018149
anas_platyrhynchos_platyrhynchos ENSAPLG00000017766
gallus_gallus ENSGALG00000003648
calidris_pygmaea ENSCPGG00000011971
calidris_pugnax ENSCPUG00000003844
ficedula_albicollis ENSFALG00000004803
parus_major ENSPMJG00000001947
taeniopygia_guttata ENSTGUG00000004626
junco_hyemalis ENSJHYG00000015568
lepidothrix_coronata ENSLCOG00000011653
dromaius_novaehollandiae ENSDNVG00000013459
crocodylus_porosus ENSCPRG00005007854
gopherus_agassizii ENSGAGG00000009597
salvator_merianae ENSSMRG00000002980
notechis_scutatus ENSNSUG00000011682
sphenodon_punctatus ENSSPUG00000004127
ornithorhynchus_anatinus ENSOANG00000021794
latimeria_chalumnae ENSLACG00000006632
astyanax_mexicanus ENSAMXG00000033800
pygocentrus_nattereri ENSPNAG00000007748
ictalurus_punctatus ENSIPUG00000022378
danio_rerio ENSDARG00000097236
mola_mola ENSMMOG00000012965
takifugu_rubripes ENSTRUG00000025269
poecilia_latipinna ENSPLAG00000000205
poecilia_formosa ENSPFOG00000019640
poecilia_mexicana ENSPMEG00000022999
poecilia_reticulata ENSPREG00000014226
gambusia_affinis ENSGAFG00000000638
xiphophorus_maculatus ENSXMAG00000023252
fundulus_heteroclitus ENSFHEG00000011696
kryptolebias_marmoratus ENSKMAG00000021506
oryzias_latipes ENSORLG00020010460
oryzias_latipes ENSORLG00000021919
oryzias_latipes_asm223469v1 ENSORLG00015003393
oryzias_melastigma ENSOMEG00000016678
maylandia_zebra ENSMZEG00005002222
astatotilapia_calliptera ENSACLG00000010750
pundamilia_nyererei ENSPNYG00000019755
haplochromis_burtoni ENSHBUG00000010923
neolamprologus_brichardi ENSNBRG00000013137
amphilophus_citrinellus ENSACIG00000012008
cynoglossus_semilaevis ENSCSEG00000006229
hippocampus_comes ENSHCOG00000019355
amphiprion_ocellaris ENSAOCG00000007906
amphiprion_percula ENSAPEG00000023361
acanthochromis_polyacanthus ENSAPOG00000013491
stegastes_partitus ENSSPAG00000022903
seriola_lalandi_dorsalis ENSSLDG00000021556
seriola_dumerili ENSSDUG00000020243
labrus_bergylta ENSLBEG00000017068
monopterus_albus ENSMALG00000006518
mastacembelus_armatus ENSMAMG00000003201
anabas_testudineus ENSATEG00000012385
cyprinodon_variegatus ENSCVAG00000004786
periophthalmus_magnuspinnatus ENSPMGG00000010832
scophthalmus_maximus ENSSMAG00000012556
esox_lucius ENSELUG00000020884
scleropages_formosus ENSSFOG00015004301
paramormyrops_kingsleyae ENSPKIG00000004286
