labrus_bergylta ENSLBEG00000005729
periophthalmus_magnuspinnatus ENSPMGG00000007801
poecilia_mexicana ENSPMEG00000005003
poecilia_latipinna ENSPLAG00000010293
poecilia_formosa ENSPFOG00000008742
poecilia_reticulata ENSPREG00000008400
xiphophorus_maculatus ENSXMAG00000008515
xiphophorus_couchianus ENSXCOG00000017302
gambusia_affinis ENSGAFG00000002216
fundulus_heteroclitus ENSFHEG00000013320
cyprinodon_variegatus ENSCVAG00000012398
kryptolebias_marmoratus ENSKMAG00000020997
oryzias_latipes ENSORLG00020009680
oryzias_latipes ENSORLG00000003126
oryzias_latipes_asm223469v1 ENSORLG00015002470
oryzias_melastigma ENSOMEG00000021975
hippocampus_comes ENSHCOG00000017747
takifugu_rubripes ENSTRUG00000016405
tetraodon_nigroviridis ENSTNIG00000002892
gasterosteus_aculeatus ENSGACG00000009154
scophthalmus_maximus ENSSMAG00000010087
monopterus_albus ENSMALG00000014554
mastacembelus_armatus ENSMAMG00000022207
anabas_testudineus ENSATEG00000000589
seriola_lalandi_dorsalis ENSSLDG00000001780
seriola_dumerili ENSSDUG00000022701
mola_mola ENSMMOG00000020807
haplochromis_burtoni ENSHBUG00000023595
pundamilia_nyererei ENSPNYG00000012373
astatotilapia_calliptera ENSACLG00000001418
maylandia_zebra ENSMZEG00005022876
neolamprologus_brichardi ENSNBRG00000020034
oreochromis_niloticus ENSONIG00000000921
amphilophus_citrinellus ENSACIG00000009180
amphiprion_percula ENSAPEG00000003431
amphiprion_ocellaris ENSAOCG00000023414
acanthochromis_polyacanthus ENSAPOG00000002478
stegastes_partitus ENSSPAG00000019134
cynoglossus_semilaevis ENSCSEG00000016752
gadus_morhua ENSGMOG00000014245
hippocampus_comes ENSHCOG00000017736
esox_lucius ENSELUG00000017233
astyanax_mexicanus ENSAMXG00000000691
pygocentrus_nattereri ENSPNAG00000012933
ictalurus_punctatus ENSIPUG00000023347
danio_rerio ENSDARG00000062302
paramormyrops_kingsleyae ENSPKIG00000020793
scleropages_formosus ENSSFOG00015023295
scleropages_formosus ENSSFOG00015012207
lepisosteus_oculatus ENSLOCG00000011452
notamacropus_eugenii ENSMEUG00000011605
phascolarctos_cinereus ENSPCIG00000013105
sarcophilus_harrisii ENSSHAG00000002263
monodelphis_domestica ENSMODG00000012215
equus_asinus_asinus ENSEASG00005000231
equus_caballus ENSECAG00000016968
pteropus_vampyrus ENSPVAG00000004287
propithecus_coquereli ENSPCOG00000026434
microcebus_murinus ENSMICG00000006959
prolemur_simus ENSPSMG00000024391
carlito_syrichta ENSTSYG00000010857
pan_troglodytes ENSPTRG00000043048
pan_troglodytes ENSPTRG00000044551
pan_paniscus ENSPPAG00000024727
homo_sapiens ENSG00000198740
gorilla_gorilla ENSGGOG00000010288
nomascus_leucogenys ENSNLEG00000027071
theropithecus_gelada ENSTGEG00000029057
papio_anubis ENSPANG00000022829
cercocebus_atys ENSCATG00000039244
mandrillus_leucophaeus ENSMLEG00000034995
macaca_mulatta ENSMMUG00000003453
macaca_fascicularis ENSMFAG00000039085
chlorocebus_sabaeus ENSCSAG00000002462
rhinopithecus_bieti ENSRBIG00000044859
rhinopithecus_roxellana ENSRROG00000045147
piliocolobus_tephrosceles ENSPTEG00000033824
colobus_angolensis_palliatus ENSCANG00000037615
pongo_abelii ENSPPYG00000008919
macaca_nemestrina ENSMNEG00000037260
otolemur_garnettii ENSOGAG00000003574
ochotona_princeps ENSOPRG00000017350
callithrix_jacchus ENSCJAG00000007206
saimiri_boliviensis_boliviensis ENSSBOG00000029507
cebus_capucinus ENSCCAG00000034341
aotus_nancymaae ENSANAG00000031074
