apteryx_owenii ENSAOWG00000000592
apteryx_rowi ENSARWG00000008387
nothoprocta_perdicaria ENSNPEG00000005277
dromaius_novaehollandiae ENSDNVG00000004540
gallus_gallus ENSGALG00000000660
gallus_gallus ENSGALG00000048078
coturnix_japonica ENSCJPG00005015230
numida_meleagris ENSNMEG00000005450
anas_platyrhynchos_platyrhynchos ENSAPLG00000007518
calidris_pygmaea ENSCPGG00000018537
calidris_pugnax ENSCPUG00000011026
melopsittacus_undulatus ENSMUNG00000016412
lonchura_striata_domestica ENSLSDG00000004619
taeniopygia_guttata ENSTGUG00000008099
serinus_canaria ENSSCAG00000008523
parus_major ENSPMJG00000013706
junco_hyemalis ENSJHYG00000006460
lepidothrix_coronata ENSLCOG00000012537
gopherus_agassizii ENSGAGG00000019783
chelonoidis_abingdonii ENSCABG00000012884
chrysemys_picta_bellii ENSCPBG00000027043
meleagris_gallopavo ENSMGAG00000008619
anser_brachyrhynchus ENSABRG00000002762
ficedula_albicollis ENSFALG00000002757
cyanistes_caeruleus ENSCCEG00000004045
zonotrichia_albicollis ENSZALG00000004655
apteryx_haastii ENSAHAG00000012335
crocodylus_porosus ENSCPRG00005008473
anolis_carolinensis ENSACAG00000003522
pogona_vitticeps ENSPVIG00000011361
notechis_scutatus ENSNSUG00000020391
notechis_scutatus ENSNSUG00000014565
salvator_merianae ENSSMRG00000007272
sphenodon_punctatus ENSSPUG00000005806
notamacropus_eugenii ENSMEUG00000001513
monodelphis_domestica ENSMODG00000002749
sarcophilus_harrisii ENSSHAG00000014200
monodelphis_domestica ENSMODG00000025110
sarcophilus_harrisii ENSSHAG00000004959
phascolarctos_cinereus ENSPCIG00000012703
procavia_capensis ENSPCAG00000011169
loxodonta_africana ENSLAFG00000031598
echinops_telfairi ENSETEG00000003589
dasypus_novemcinctus ENSDNOG00000040795
dasypus_novemcinctus ENSDNOG00000034539
dasypus_novemcinctus ENSDNOG00000040301
prolemur_simus ENSPSMG00000013139
prolemur_simus ENSPSMG00000008958
microcebus_murinus ENSMICG00000036639
propithecus_coquereli ENSPCOG00000020007
otolemur_garnettii ENSOGAG00000016832
otolemur_garnettii ENSOGAG00000032804
pan_troglodytes ENSPTRG00000008282
pan_paniscus ENSPPAG00000031655
homo_sapiens ENSG00000103018
gorilla_gorilla ENSGGOG00000015031
pongo_abelii ENSPPYG00000007506
nomascus_leucogenys ENSNLEG00000005515
rhinopithecus_roxellana ENSRROG00000038458
rhinopithecus_bieti ENSRBIG00000002923
piliocolobus_tephrosceles ENSPTEG00000009432
colobus_angolensis_palliatus ENSCANG00000029519
macaca_nemestrina ENSMNEG00000035157
macaca_mulatta ENSMMUG00000012039
macaca_fascicularis ENSMFAG00000034432
cercocebus_atys ENSCATG00000042794
papio_anubis ENSPANG00000023971
mandrillus_leucophaeus ENSMLEG00000029026
chlorocebus_sabaeus ENSCSAG00000004146
theropithecus_gelada ENSTGEG00000009592
cebus_capucinus ENSCCAG00000003819
callithrix_jacchus ENSCJAG00000048325
saimiri_boliviensis_boliviensis ENSSBOG00000031351
aotus_nancymaae ENSANAG00000037481
chinchilla_lanigera ENSCLAG00000004089
octodon_degus ENSODEG00000014401
cavia_porcellus ENSCPOG00000035652
cavia_aperea ENSCAPG00000010582
heterocephalus_glaber_female ENSHGLG00000016295
heterocephalus_glaber_male ENSHGLG00100009476
fukomys_damarensis ENSFDAG00000009500
heterocephalus_glaber_female ENSHGLG00000012040
heterocephalus_glaber_male ENSHGLG00100011057
jaculus_jaculus ENSJJAG00000023658
dipodomys_ordii ENSDORG00000002752
marmota_marmota_marmota ENSMMMG00000014168
spermophilus_dauricus ENSSDAG00000024224
ictidomys_tridecemlineatus ENSSTOG00000030076
urocitellus_parryii ENSUPAG00010023750
oryctolagus_cuniculus ENSOCUG00000007729
oryctolagus_cuniculus ENSOCUG00000020945
ochotona_princeps ENSOPRG00000009843
castor_canadensis ENSCCNG00000016893
castor_canadensis ENSCCNG00000012853
castor_canadensis ENSCCNG00000030910
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032651
mus_musculus ENSMUSG00000031924
mus_spicilegus ENSMSIG00000004728
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031533
mus_pahari MGP_PahariEiJ_G0023133
rattus_norvegicus ENSRNOG00000011142
meriones_unguiculatus ENSMUGG00000017484
peromyscus_maniculatus_bairdii ENSPEMG00000019017
microtus_ochrogaster ENSMOCG00000009682
cricetulus_griseus_crigri-picr ENSCGRG00015009478
cricetulus_griseus_crigri-picr ENSCGRG00015018310
cricetulus_griseus_chok1gshd ENSCGRG00001009391
cricetulus_griseus_crigri ENSCGRG00000001718
nannospalax_galili ENSNGAG00000014728
oryctolagus_cuniculus ENSOCUG00000022393
sorex_araneus ENSSARG00000012645
myotis_lucifugus ENSMLUG00000006608
pteropus_vampyrus ENSPVAG00000015984
ursus_maritimus ENSUMAG00000018738
ailuropoda_melanoleuca ENSAMEG00000006788
mustela_putorius_furo ENSMPUG00000007364
neovison_vison ENSNVIG00000007892
canis_lupus_dingo ENSCAFG00020020251
vulpes_vulpes ENSVVUG00000019467
canis_lupus_dingo ENSCAFG00020004470
ailuropoda_melanoleuca ENSAMEG00000015877
panthera_pardus ENSPPRG00000012094
panthera_tigris_altaica ENSPTIG00000010503
felis_catus ENSFCAG00000044729
ovis_aries ENSOARG00000003575
capra_hircus ENSCHIG00000026571
bison_bison_bison ENSBBBG00000016658
bos_taurus ENSBTAG00000002412
tursiops_truncatus ENSTTRG00000010016
sus_scrofa ENSSSCG00000033944
equus_asinus_asinus ENSEASG00005021325
vulpes_vulpes ENSVVUG00000017204
bos_mutus ENSBMUG00000001375
equus_caballus ENSECAG00000000265
carlito_syrichta ENSTSYG00000029292
ornithorhynchus_anatinus ENSOANG00000002366
xenopus_tropicalis ENSXETG00000017858
latimeria_chalumnae ENSLACG00000005062
pundamilia_nyererei ENSPNYG00000013316
haplochromis_burtoni ENSHBUG00000013377
maylandia_zebra ENSMZEG00005014306
astatotilapia_calliptera ENSACLG00000001826
neolamprologus_brichardi ENSNBRG00000010957
oreochromis_niloticus ENSONIG00000005923
amphilophus_citrinellus ENSACIG00000000514
poecilia_formosa ENSPFOG00000000956
poecilia_latipinna ENSPLAG00000004040
poecilia_mexicana ENSPMEG00000000346
poecilia_reticulata ENSPREG00000023205
gambusia_affinis ENSGAFG00000017268
xiphophorus_maculatus ENSXMAG00000003284
xiphophorus_couchianus ENSXCOG00000011320
cyprinodon_variegatus ENSCVAG00000023069
fundulus_heteroclitus ENSFHEG00000006044
kryptolebias_marmoratus ENSKMAG00000006660
takifugu_rubripes ENSTRUG00000017583
tetraodon_nigroviridis ENSTNIG00000009346
gasterosteus_aculeatus ENSGACG00000015774
mola_mola ENSMMOG00000016565
seriola_dumerili ENSSDUG00000001598
seriola_lalandi_dorsalis ENSSLDG00000021112
scophthalmus_maximus ENSSMAG00000000092
amphiprion_percula ENSAPEG00000011392
amphiprion_ocellaris ENSAOCG00000013461
acanthochromis_polyacanthus ENSAPOG00000010801
stegastes_partitus ENSSPAG00000020521
anabas_testudineus ENSATEG00000004792
monopterus_albus ENSMALG00000021042
mastacembelus_armatus ENSMAMG00000021532
cynoglossus_semilaevis ENSCSEG00000008424
labrus_bergylta ENSLBEG00000026393
periophthalmus_magnuspinnatus ENSPMGG00000006064
oryzias_latipes_asm223469v1 ENSORLG00015008014
oryzias_latipes ENSORLG00000007823
oryzias_latipes ENSORLG00020000239
oryzias_melastigma ENSOMEG00000001756
hippocampus_comes ENSHCOG00000003059
hippocampus_comes ENSHCOG00000003051
esox_lucius ENSELUG00000014414
pygocentrus_nattereri ENSPNAG00000013621
astyanax_mexicanus ENSAMXG00000041113
ictalurus_punctatus ENSIPUG00000006464
danio_rerio ENSDARG00000099774
paramormyrops_kingsleyae ENSPKIG00000009771
gadus_morhua ENSGMOG00000002817
scleropages_formosus ENSSFOG00015019555
lepisosteus_oculatus ENSLOCG00000004148
scleropages_formosus ENSSFOG00015014913
eptatretus_burgeri ENSEBUG00000016248
petromyzon_marinus ENSPMAG00000000022
eptatretus_burgeri ENSEBUG00000016094
petromyzon_marinus ENSPMAG00000000324
eptatretus_burgeri ENSEBUG00000012221
haplochromis_burtoni ENSHBUG00000003524
pundamilia_nyererei ENSPNYG00000009545
maylandia_zebra ENSMZEG00005020273
neolamprologus_brichardi ENSNBRG00000022559
poecilia_reticulata ENSPREG00000010181
seriola_dumerili ENSSDUG00000016407
seriola_lalandi_dorsalis ENSSLDG00000012077
periophthalmus_magnuspinnatus ENSPMGG00000011673
paramormyrops_kingsleyae ENSPKIG00000004828
eptatretus_burgeri ENSEBUG00000011273
serinus_canaria ENSSCAG00000007566
ciona_intestinalis ENSCING00000002166
ciona_savignyi ENSCSAVG00000008612
drosophila_melanogaster FBgn0264294
drosophila_melanogaster FBgn0029854
caenorhabditis_elegans_strain_n2 WBGene00007848
