cynoglossus_semilaevis ENSCSEG00000013929
ciona_savignyi ENSCSAVG00000001784
caenorhabditis_elegans_strain_n2 WBGene00020220
caenorhabditis_elegans_strain_n2 WBGene00020221
caenorhabditis_elegans_strain_n2 WBGene00017199
caenorhabditis_elegans_strain_n2 WBGene00011668
caenorhabditis_elegans_strain_n2 WBGene00008891
caenorhabditis_elegans_strain_n2 WBGene00007153
caenorhabditis_elegans_strain_n2 WBGene00019917
caenorhabditis_elegans_strain_n2 WBGene00019928
caenorhabditis_elegans_strain_n2 WBGene00007152
caenorhabditis_elegans_strain_n2 WBGene00219321
caenorhabditis_elegans_strain_n2 WBGene00013493
caenorhabditis_elegans_strain_n2 WBGene00012582
caenorhabditis_elegans_strain_n2 WBGene00018105
caenorhabditis_elegans_strain_n2 WBGene00020328
caenorhabditis_elegans_strain_n2 WBGene00020327
caenorhabditis_elegans_strain_n2 WBGene00016450
caenorhabditis_elegans_strain_n2 WBGene00016451
caenorhabditis_elegans_strain_n2 WBGene00017364
caenorhabditis_elegans_strain_n2 WBGene00008294
caenorhabditis_elegans_strain_n2 WBGene00012103
caenorhabditis_elegans_strain_n2 WBGene00010399
caenorhabditis_elegans_strain_n2 WBGene00011584
caenorhabditis_elegans_strain_n2 WBGene00008477
caenorhabditis_elegans_strain_n2 WBGene00015403
caenorhabditis_elegans_strain_n2 WBGene00010169
caenorhabditis_elegans_strain_n2 WBGene00015198
caenorhabditis_elegans_strain_n2 WBGene00016577
caenorhabditis_elegans_strain_n2 WBGene00012583
caenorhabditis_elegans_strain_n2 WBGene00009859
caenorhabditis_elegans_strain_n2 WBGene00013608
caenorhabditis_elegans_strain_n2 WBGene00044332
caenorhabditis_elegans_strain_n2 WBGene00013609
caenorhabditis_elegans_strain_n2 WBGene00009860
caenorhabditis_elegans_strain_n2 WBGene00009854
caenorhabditis_elegans_strain_n2 WBGene00012023
caenorhabditis_elegans_strain_n2 WBGene00011852
caenorhabditis_elegans_strain_n2 WBGene00013607
caenorhabditis_elegans_strain_n2 WBGene00009855
caenorhabditis_elegans_strain_n2 WBGene00009856
caenorhabditis_elegans_strain_n2 WBGene00044331
caenorhabditis_elegans_strain_n2 WBGene00009857
caenorhabditis_elegans_strain_n2 WBGene00012024
caenorhabditis_elegans_strain_n2 WBGene00012025
caenorhabditis_elegans_strain_n2 WBGene00012022
caenorhabditis_elegans_strain_n2 WBGene00011853
caenorhabditis_elegans_strain_n2 WBGene00011222
caenorhabditis_elegans_strain_n2 WBGene00008593
caenorhabditis_elegans_strain_n2 WBGene00008595
caenorhabditis_elegans_strain_n2 WBGene00008596
caenorhabditis_elegans_strain_n2 WBGene00008597
caenorhabditis_elegans_strain_n2 WBGene00008594
caenorhabditis_elegans_strain_n2 WBGene00009291
caenorhabditis_elegans_strain_n2 WBGene00008879
