apteryx_haastii ENSAHAG00000013300
apteryx_rowi ENSARWG00000018654
apteryx_owenii ENSAOWG00000012349
dromaius_novaehollandiae ENSDNVG00000014238
nothoprocta_perdicaria ENSNPEG00000011091
anas_platyrhynchos_platyrhynchos ENSAPLG00000010741
anser_brachyrhynchus ENSABRG00000012464
gallus_gallus ENSGALG00000021883
coturnix_japonica ENSCJPG00005013884
meleagris_gallopavo ENSMGAG00000005624
numida_meleagris ENSNMEG00000005005
calidris_pugnax ENSCPUG00000019644
calidris_pygmaea ENSCPGG00000009242
serinus_canaria ENSSCAG00000015326
parus_major ENSPMJG00000012919
lonchura_striata_domestica ENSLSDG00000008568
zonotrichia_albicollis ENSZALG00000008196
junco_hyemalis ENSJHYG00000014309
ficedula_albicollis ENSFALG00000013412
cyanistes_caeruleus ENSCCEG00000010456
lepidothrix_coronata ENSLCOG00000006927
crocodylus_porosus ENSCPRG00005017188
gopherus_agassizii ENSGAGG00000014214
chrysemys_picta_bellii ENSCPBG00000014974
pelodiscus_sinensis ENSPSIG00000013423
sphenodon_punctatus ENSSPUG00000008889
notechis_scutatus ENSNSUG00000016083
anolis_carolinensis ENSACAG00000022604
salvator_merianae ENSSMRG00000006252
notamacropus_eugenii ENSMEUG00000014716
phascolarctos_cinereus ENSPCIG00000019616
sarcophilus_harrisii ENSSHAG00000010638
monodelphis_domestica ENSMODG00000014929
chinchilla_lanigera ENSCLAG00000005950
cavia_porcellus ENSCPOG00000021179
heterocephalus_glaber_male ENSHGLG00100006077
heterocephalus_glaber_female ENSHGLG00000003381
castor_canadensis ENSCCNG00000014841
ictidomys_tridecemlineatus ENSSTOG00000022446
urocitellus_parryii ENSUPAG00010021668
marmota_marmota_marmota ENSMMMG00000023181
spermophilus_dauricus ENSSDAG00000007948
mus_spicilegus ENSMSIG00000024035
mus_musculus ENSMUSG00000052794
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032340
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031219
mus_pahari MGP_PahariEiJ_G0021684
rattus_norvegicus ENSRNOG00000023700
meriones_unguiculatus ENSMUGG00000013505
cricetulus_griseus_crigri ENSCGRG00000015921
cricetulus_griseus_chok1gshd ENSCGRG00001022027
cricetulus_griseus_crigri-picr ENSCGRG00015006654
mesocricetus_auratus ENSMAUG00000013843
peromyscus_maniculatus_bairdii ENSPEMG00000000757
microtus_ochrogaster ENSMOCG00000004691
nannospalax_galili ENSNGAG00000022589
oryctolagus_cuniculus ENSOCUG00000023973
tupaia_belangeri ENSTBEG00000013631
pan_troglodytes ENSPTRG00000010646
pan_paniscus ENSPPAG00000029222
homo_sapiens ENSG00000105072
gorilla_gorilla ENSGGOG00000016339
pongo_abelii ENSPPYG00000009690
nomascus_leucogenys ENSNLEG00000005520
colobus_angolensis_palliatus ENSCANG00000035400
piliocolobus_tephrosceles ENSPTEG00000033941
rhinopithecus_bieti ENSRBIG00000038181
rhinopithecus_roxellana ENSRROG00000029349
rhinopithecus_bieti ENSRBIG00000034125
rhinopithecus_roxellana ENSRROG00000045590
mandrillus_leucophaeus ENSMLEG00000030083
cercocebus_atys ENSCATG00000040878
theropithecus_gelada ENSTGEG00000010773
papio_anubis ENSPANG00000009377
macaca_fascicularis ENSMFAG00000035820
macaca_mulatta ENSMMUG00000028852
macaca_nemestrina ENSMNEG00000042005
chlorocebus_sabaeus ENSCSAG00000005750
cebus_capucinus ENSCCAG00000026019
callithrix_jacchus ENSCJAG00000013966
aotus_nancymaae ENSANAG00000019043
carlito_syrichta ENSTSYG00000027524
prolemur_simus ENSPSMG00000018212
microcebus_murinus ENSMICG00000004564
propithecus_coquereli ENSPCOG00000020058
otolemur_garnettii ENSOGAG00000005830
pteropus_vampyrus ENSPVAG00000004319
myotis_lucifugus ENSMLUG00000013874
ovis_aries ENSOARG00000018952
capra_hircus ENSCHIG00000023160
bos_taurus ENSBTAG00000002447
bos_mutus ENSBMUG00000009049
bison_bison_bison ENSBBBG00000012609
tursiops_truncatus ENSTTRG00000014994
sus_scrofa ENSSSCG00000013859
vicugna_pacos ENSVPAG00000006807
equus_asinus_asinus ENSEASG00005000419
equus_caballus ENSECAG00000009448
ursus_maritimus ENSUMAG00000001063
ursus_americanus ENSUAMG00000017323
ailuropoda_melanoleuca ENSAMEG00000010044
mustela_putorius_furo ENSMPUG00000016031
neovison_vison ENSNVIG00000015206
canis_lupus_familiaris ENSCAFG00000015691
canis_lupus_dingo ENSCAFG00020009908
vulpes_vulpes ENSVVUG00000016796
panthera_pardus ENSPPRG00000003542
panthera_tigris_altaica ENSPTIG00000019459
felis_catus ENSFCAG00000013171
loxodonta_africana ENSLAFG00000009095
procavia_capensis ENSPCAG00000001279
echinops_telfairi ENSETEG00000019539
dasypus_novemcinctus ENSDNOG00000047656
ornithorhynchus_anatinus ENSOANG00000007244
xenopus_tropicalis ENSXETG00000002073
latimeria_chalumnae ENSLACG00000018244
oryzias_latipes_asm223469v1 ENSORLG00015019930
oryzias_latipes ENSORLG00000021802
oryzias_latipes ENSORLG00020001254
oryzias_melastigma ENSOMEG00000001666
gasterosteus_aculeatus ENSGACG00000003379
monopterus_albus ENSMALG00000013958
mastacembelus_armatus ENSMAMG00000007506
anabas_testudineus ENSATEG00000008361
scophthalmus_maximus ENSSMAG00000003829
cynoglossus_semilaevis ENSCSEG00000013269
seriola_dumerili ENSSDUG00000000323
seriola_lalandi_dorsalis ENSSLDG00000000779
labrus_bergylta ENSLBEG00000001269
amphiprion_ocellaris ENSAOCG00000024452
amphiprion_percula ENSAPEG00000023268
acanthochromis_polyacanthus ENSAPOG00000016262
stegastes_partitus ENSSPAG00000008179
maylandia_zebra ENSMZEG00005011137
haplochromis_burtoni ENSHBUG00000010838
oreochromis_niloticus ENSONIG00000019213
astatotilapia_calliptera ENSACLG00000027071
poecilia_latipinna ENSPLAG00000014713
poecilia_mexicana ENSPMEG00000003390
poecilia_reticulata ENSPREG00000013352
poecilia_formosa ENSPFOG00000015976
xiphophorus_maculatus ENSXMAG00000016024
gambusia_affinis ENSGAFG00000016354
fundulus_heteroclitus ENSFHEG00000012891
kryptolebias_marmoratus ENSKMAG00000017757
gadus_morhua ENSGMOG00000008717
esox_lucius ENSELUG00000000980
pygocentrus_nattereri ENSPNAG00000017155
astyanax_mexicanus ENSAMXG00000021636
ictalurus_punctatus ENSIPUG00000025007
danio_rerio ENSDARG00000090673
paramormyrops_kingsleyae ENSPKIG00000010285
scleropages_formosus ENSSFOG00015007554
