apteryx_owenii ENSAOWG00000010624
dasypus_novemcinctus ENSDNOG00000017399
chelonoidis_abingdonii ENSCABG00000005644
anas_platyrhynchos_platyrhynchos ENSAPLG00000010003
serinus_canaria ENSSCAG00000000569
apteryx_haastii ENSAHAG00000003900
crocodylus_porosus ENSCPRG00005013596
gopherus_agassizii ENSGAGG00000003157
meriones_unguiculatus ENSMUGG00000017617
cyanistes_caeruleus ENSCCEG00000007790
zonotrichia_albicollis ENSZALG00000002740
mandrillus_leucophaeus ENSMLEG00000038850
notamacropus_eugenii ENSMEUG00000006375
acanthochromis_polyacanthus ENSAPOG00000009649
acanthochromis_polyacanthus ENSAPOG00000016640
seriola_lalandi_dorsalis ENSSLDG00000009279
