manacus_vitellinus ENSMVIG00005010352
lepidothrix_coronata ENSLCOG00000008789
cynoglossus_semilaevis ENSCSEG00000010765
acanthochromis_polyacanthus ENSAPOG00000009142
astyanax_mexicanus ENSAMXG00000042538
astyanax_mexicanus ENSAMXG00000031100
astyanax_mexicanus ENSAMXG00000038909
astyanax_mexicanus ENSAMXG00000033488
astyanax_mexicanus ENSAMXG00000039345
astyanax_mexicanus ENSAMXG00000031625
astyanax_mexicanus ENSAMXG00000033617
astyanax_mexicanus ENSAMXG00000038530
astyanax_mexicanus ENSAMXG00000029470
astyanax_mexicanus ENSAMXG00000042560
astyanax_mexicanus ENSAMXG00000029909
astyanax_mexicanus ENSAMXG00000043170
astyanax_mexicanus ENSAMXG00000033638
astyanax_mexicanus ENSAMXG00000042558
astyanax_mexicanus ENSAMXG00000030639
