manacus_vitellinus ENSMVIG00005008413
lepidothrix_coronata ENSLCOG00000007380
parus_major ENSPMJG00000014963
cyanistes_caeruleus ENSCCEG00000018093
ficedula_albicollis ENSFALG00000008539
taeniopygia_guttata ENSTGUG00000012066
lonchura_striata_domestica ENSLSDG00000011707
junco_hyemalis ENSJHYG00000016072
zonotrichia_albicollis ENSZALG00000003714
serinus_canaria ENSSCAG00000012917
melopsittacus_undulatus ENSMUNG00000012421
calidris_pygmaea ENSCPGG00000018816
calidris_pugnax ENSCPUG00000013084
gallus_gallus ENSGALG00000017022
coturnix_japonica ENSCJPG00005019812
meleagris_gallopavo ENSMGAG00000015039
numida_meleagris ENSNMEG00000008774
anser_brachyrhynchus ENSABRG00000005061
anas_platyrhynchos_platyrhynchos ENSAPLG00000006293
apteryx_haastii ENSAHAG00000013912
apteryx_rowi ENSARWG00000011799
apteryx_owenii ENSAOWG00000011195
dromaius_novaehollandiae ENSDNVG00000013869
nothoprocta_perdicaria ENSNPEG00000006130
crocodylus_porosus ENSCPRG00005003339
chelonoidis_abingdonii ENSCABG00000014950
gopherus_agassizii ENSGAGG00000019063
chrysemys_picta_bellii ENSCPBG00000000366
pelodiscus_sinensis ENSPSIG00000003773
pogona_vitticeps ENSPVIG00000001957
anolis_carolinensis ENSACAG00000016829
notechis_scutatus ENSNSUG00000003248
salvator_merianae ENSSMRG00000005673
sphenodon_punctatus ENSSPUG00000009201
phascolarctos_cinereus ENSPCIG00000007175
notamacropus_eugenii ENSMEUG00000000287
monodelphis_domestica ENSMODG00000010479
mus_spicilegus ENSMSIG00000022802
mus_musculus ENSMUSG00000063362
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032004
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030892
mus_pahari MGP_PahariEiJ_G0021356
rattus_norvegicus ENSRNOG00000012841
meriones_unguiculatus ENSMUGG00000025219
cricetulus_griseus_chok1gshd ENSCGRG00001023830
cricetulus_griseus_crigri ENSCGRG00000013095
cricetulus_griseus_crigri-picr ENSCGRG00015022121
cricetulus_griseus_chok1gshd ENSCGRG00001007506
cricetulus_griseus_crigri-picr ENSCGRG00015008711
cricetulus_griseus_crigri ENSCGRG00000013444
cricetulus_griseus_chok1gshd ENSCGRG00001012411
cricetulus_griseus_crigri ENSCGRG00000001736
mesocricetus_auratus ENSMAUG00000005283
microtus_ochrogaster ENSMOCG00000020409
peromyscus_maniculatus_bairdii ENSPEMG00000014584
peromyscus_maniculatus_bairdii ENSPEMG00000017903
nannospalax_galili ENSNGAG00000010874
jaculus_jaculus ENSJJAG00000021709
heterocephalus_glaber_male ENSHGLG00100012639
heterocephalus_glaber_female ENSHGLG00000009232
fukomys_damarensis ENSFDAG00000003371
octodon_degus ENSODEG00000006330
chinchilla_lanigera ENSCLAG00000005320
cavia_porcellus ENSCPOG00000021015
cavia_aperea ENSCAPG00000008247
castor_canadensis ENSCCNG00000014929
dipodomys_ordii ENSDORG00000004175
urocitellus_parryii ENSUPAG00010001150
spermophilus_dauricus ENSSDAG00000003455
ictidomys_tridecemlineatus ENSSTOG00000024392
marmota_marmota_marmota ENSMMMG00000022875
oryctolagus_cuniculus ENSOCUG00000024835
ochotona_princeps ENSOPRG00000019088
papio_anubis ENSPANG00000023959
theropithecus_gelada ENSTGEG00000006749
chlorocebus_sabaeus ENSCSAG00000017681
