lonchura_striata_domestica ENSLSDG00000006516
ficedula_albicollis ENSFALG00000014516
labrus_bergylta ENSLBEG00000020106
mastacembelus_armatus ENSMAMG00000004579
oryzias_latipes ENSORLG00000027858
haplochromis_burtoni ENSHBUG00000002947
kryptolebias_marmoratus ENSKMAG00000015474
periophthalmus_magnuspinnatus ENSPMGG00000013847
astyanax_mexicanus ENSAMXG00000043987
astyanax_mexicanus ENSAMXG00000040625
mastacembelus_armatus ENSMAMG00000016394
zonotrichia_albicollis ENSZALG00000004230
apteryx_haastii ENSAHAG00000006389
astatotilapia_calliptera ENSACLG00000025982
maylandia_zebra ENSMZEG00005002702
neolamprologus_brichardi ENSNBRG00000000833
fundulus_heteroclitus ENSFHEG00000022040
oryzias_latipes ENSORLG00000025751
pygocentrus_nattereri ENSPNAG00000009228
paramormyrops_kingsleyae ENSPKIG00000018250
