parus_major ENSPMJG00000010979
cyanistes_caeruleus ENSCCEG00000013192
ficedula_albicollis ENSFALG00000011129
lonchura_striata_domestica ENSLSDG00000013819
taeniopygia_guttata ENSTGUG00000005810
serinus_canaria ENSSCAG00000010561
junco_hyemalis ENSJHYG00000012159
zonotrichia_albicollis ENSZALG00000007875
manacus_vitellinus ENSMVIG00005014203
melopsittacus_undulatus ENSMUNG00000010277
calidris_pygmaea ENSCPGG00000006318
calidris_pugnax ENSCPUG00000006721
anser_brachyrhynchus ENSABRG00000016465
anas_platyrhynchos_platyrhynchos ENSAPLG00000000608
coturnix_japonica ENSCJPG00005000703
meleagris_gallopavo ENSMGAG00000017038
gallus_gallus ENSGALG00000009499
numida_meleagris ENSNMEG00000021753
apteryx_haastii ENSAHAG00000002502
apteryx_owenii ENSAOWG00000005810
apteryx_rowi ENSARWG00000006507
dromaius_novaehollandiae ENSDNVG00000016020
nothoprocta_perdicaria ENSNPEG00000000809
crocodylus_porosus ENSCPRG00005010528
chelonoidis_abingdonii ENSCABG00000014744
gopherus_agassizii ENSGAGG00000024740
chrysemys_picta_bellii ENSCPBG00000003356
pelodiscus_sinensis ENSPSIG00000000800
pogona_vitticeps ENSPVIG00000016775
anolis_carolinensis ENSACAG00000005116
salvator_merianae ENSSMRG00000002582
sphenodon_punctatus ENSSPUG00000004021
loxodonta_africana ENSLAFG00000002271
dasypus_novemcinctus ENSDNOG00000047561
propithecus_coquereli ENSPCOG00000026942
microcebus_murinus ENSMICG00000037170
prolemur_simus ENSPSMG00000009628
otolemur_garnettii ENSOGAG00000002993
pan_troglodytes ENSPTRG00000016562
homo_sapiens ENSG00000164129
gorilla_gorilla ENSGGOG00000004465
pongo_abelii ENSPPYG00000015165
rhinopithecus_roxellana ENSRROG00000012476
piliocolobus_tephrosceles ENSPTEG00000035365
colobus_angolensis_palliatus ENSCANG00000012002
cercocebus_atys ENSCATG00000022555
mandrillus_leucophaeus ENSMLEG00000020301
macaca_fascicularis ENSMFAG00000030111
macaca_mulatta ENSMMUG00000020242
theropithecus_gelada ENSTGEG00000018835
papio_anubis ENSPANG00000024160
chlorocebus_sabaeus ENSCSAG00000003195
cebus_capucinus ENSCCAG00000019833
callithrix_jacchus ENSCJAG00000012452
saimiri_boliviensis_boliviensis ENSSBOG00000036335
aotus_nancymaae ENSANAG00000030976
chinchilla_lanigera ENSCLAG00000015988
octodon_degus ENSODEG00000005343
cavia_porcellus ENSCPOG00000011688
cavia_aperea ENSCAPG00000004795
heterocephalus_glaber_male ENSHGLG00100007332
heterocephalus_glaber_female ENSHGLG00000017420
spermophilus_dauricus ENSSDAG00000010993
urocitellus_parryii ENSUPAG00010014700
marmota_marmota_marmota ENSMMMG00000015413
ictidomys_tridecemlineatus ENSSTOG00000021377
castor_canadensis ENSCCNG00000003021
dipodomys_ordii ENSDORG00000011329
cricetulus_griseus_crigri-picr ENSCGRG00015028509
cricetulus_griseus_chok1gshd ENSCGRG00001001699
cricetulus_griseus_crigri ENSCGRG00000018714
mesocricetus_auratus ENSMAUG00000015685
peromyscus_maniculatus_bairdii ENSPEMG00000021268
mus_spicilegus ENSMSIG00000031070
mus_musculus ENSMUSG00000044014
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032211
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031095
mus_pahari MGP_PahariEiJ_G0021561
rattus_norvegicus ENSRNOG00000014172
meriones_unguiculatus ENSMUGG00000015631
nannospalax_galili ENSNGAG00000022379
jaculus_jaculus ENSJJAG00000012516
equus_caballus ENSECAG00000016236
equus_asinus_asinus ENSEASG00005022193
bos_mutus ENSBMUG00000023182
bos_taurus ENSBTAG00000038421
bison_bison_bison ENSBBBG00000014527
capra_hircus ENSCHIG00000026205
ovis_aries ENSOARG00000000234
ursus_maritimus ENSUMAG00000019761
ursus_americanus ENSUAMG00000017044
mustela_putorius_furo ENSMPUG00000018775
neovison_vison ENSNVIG00000003495
vulpes_vulpes ENSVVUG00000022317
canis_lupus_dingo ENSCAFG00020005363
panthera_tigris_altaica ENSPTIG00000006906
panthera_pardus ENSPPRG00000019628
felis_catus ENSFCAG00000028724
sorex_araneus ENSSARG00000010642
