dasypus_novemcinctus ENSDNOG00000009944
choloepus_hoffmanni ENSCHOG00000002005
loxodonta_africana ENSLAFG00000014730
procavia_capensis ENSPCAG00000000537
pan_troglodytes ENSPTRG00000043069
pan_paniscus ENSPPAG00000026142
homo_sapiens ENSG00000239704
gorilla_gorilla ENSGGOG00000042760
pongo_abelii ENSPPYG00000008004
nomascus_leucogenys ENSNLEG00000035379
rhinopithecus_bieti ENSRBIG00000032213
rhinopithecus_roxellana ENSRROG00000028152
piliocolobus_tephrosceles ENSPTEG00000036418
colobus_angolensis_palliatus ENSCANG00000033245
macaca_nemestrina ENSMNEG00000044611
macaca_fascicularis ENSMFAG00000041656
papio_anubis ENSPANG00000023724
cercocebus_atys ENSCATG00000038935
theropithecus_gelada ENSTGEG00000000102
mandrillus_leucophaeus ENSMLEG00000040027
chlorocebus_sabaeus ENSCSAG00000008955
cebus_capucinus ENSCCAG00000021570
saimiri_boliviensis_boliviensis ENSSBOG00000034761
callithrix_jacchus ENSCJAG00000035268
aotus_nancymaae ENSANAG00000023508
carlito_syrichta ENSTSYG00000009958
prolemur_simus ENSPSMG00000005370
propithecus_coquereli ENSPCOG00000020147
microcebus_murinus ENSMICG00000036002
otolemur_garnettii ENSOGAG00000013216
tupaia_belangeri ENSTBEG00000016556
castor_canadensis ENSCCNG00000022204
dipodomys_ordii ENSDORG00000027368
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017339
mus_musculus ENSMUSG00000042200
mus_spicilegus ENSMSIG00000016960
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016502
mus_pahari MGP_PahariEiJ_G0017631
rattus_norvegicus ENSRNOG00000003294
meriones_unguiculatus ENSMUGG00000017394
cricetulus_griseus_crigri-picr ENSCGRG00015014453
cricetulus_griseus_crigri ENSCGRG00000010066
microtus_ochrogaster ENSMOCG00000016212
peromyscus_maniculatus_bairdii ENSPEMG00000008175
jaculus_jaculus ENSJJAG00000014305
marmota_marmota_marmota ENSMMMG00000002721
urocitellus_parryii ENSUPAG00010022829
spermophilus_dauricus ENSSDAG00000016598
chinchilla_lanigera ENSCLAG00000010546
oryctolagus_cuniculus ENSOCUG00000006017
equus_asinus_asinus ENSEASG00005017241
equus_caballus ENSECAG00000025180
bos_mutus ENSBMUG00000013773
bos_taurus ENSBTAG00000031084
bison_bison_bison ENSBBBG00000014134
capra_hircus ENSCHIG00000015866
ovis_aries ENSOARG00000016588
sus_scrofa ENSSSCG00000039792
tursiops_truncatus ENSTTRG00000016534
pteropus_vampyrus ENSPVAG00000015233
myotis_lucifugus ENSMLUG00000002812
ursus_maritimus ENSUMAG00000007081
ursus_americanus ENSUAMG00000014501
ailuropoda_melanoleuca ENSAMEG00000005549
mustela_putorius_furo ENSMPUG00000003365
neovison_vison ENSNVIG00000010987
canis_lupus_dingo ENSCAFG00020000219
canis_lupus_familiaris ENSCAFG00000017926
vulpes_vulpes ENSVVUG00000029946
panthera_tigris_altaica ENSPTIG00000010690
panthera_pardus ENSPPRG00000000494
felis_catus ENSFCAG00000037088
erinaceus_europaeus ENSEEUG00000008444
sorex_araneus ENSSARG00000012069
monodelphis_domestica ENSMODG00000007588
sarcophilus_harrisii ENSSHAG00000001319
