junco_hyemalis ENSJHYG00000015633
lepidothrix_coronata ENSLCOG00000000458
parus_major ENSPMJG00000000705
lonchura_striata_domestica ENSLSDG00000003898
gallus_gallus ENSGALG00000052541
crocodylus_porosus ENSCPRG00005006942
chelonoidis_abingdonii ENSCABG00000004771
gopherus_agassizii ENSGAGG00000010350
chrysemys_picta_bellii ENSCPBG00000001530
anolis_carolinensis ENSACAG00000000671
pogona_vitticeps ENSPVIG00000006937
phascolarctos_cinereus ENSPCIG00000006651
notamacropus_eugenii ENSMEUG00000011629
sarcophilus_harrisii ENSSHAG00000001044
monodelphis_domestica ENSMODG00000027777
loxodonta_africana ENSLAFG00000018046
procavia_capensis ENSPCAG00000005052
echinops_telfairi ENSETEG00000014734
dasypus_novemcinctus ENSDNOG00000016742
pan_troglodytes ENSPTRG00000005015
pan_paniscus ENSPPAG00000027083
homo_sapiens ENSG00000135409
gorilla_gorilla ENSGGOG00000012599
pongo_abelii ENSPPYG00000004580
nomascus_leucogenys ENSNLEG00000017698
macaca_fascicularis ENSMFAG00000040829
macaca_mulatta ENSMMUG00000020037
macaca_nemestrina ENSMNEG00000042822
theropithecus_gelada ENSTGEG00000008553
cercocebus_atys ENSCATG00000002460
mandrillus_leucophaeus ENSMLEG00000036783
papio_anubis ENSPANG00000017127
chlorocebus_sabaeus ENSCSAG00000005495
rhinopithecus_bieti ENSRBIG00000044077
rhinopithecus_roxellana ENSRROG00000035137
colobus_angolensis_palliatus ENSCANG00000033645
cebus_capucinus ENSCCAG00000023375
saimiri_boliviensis_boliviensis ENSSBOG00000027918
callithrix_jacchus ENSCJAG00000018563
aotus_nancymaae ENSANAG00000033465
carlito_syrichta ENSTSYG00000001128
prolemur_simus ENSPSMG00000019625
propithecus_coquereli ENSPCOG00000017741
microcebus_murinus ENSMICG00000011633
otolemur_garnettii ENSOGAG00000028440
chinchilla_lanigera ENSCLAG00000010183
octodon_degus ENSODEG00000013644
cavia_porcellus ENSCPOG00000022415
cavia_aperea ENSCAPG00000012607
heterocephalus_glaber_female ENSHGLG00000001375
heterocephalus_glaber_male ENSHGLG00100009339
fukomys_damarensis ENSFDAG00000002348
ictidomys_tridecemlineatus ENSSTOG00000003607
spermophilus_dauricus ENSSDAG00000009236
marmota_marmota_marmota ENSMMMG00000002803
urocitellus_parryii ENSUPAG00010020887
cricetulus_griseus_crigri-picr ENSCGRG00015028656
cricetulus_griseus_crigri ENSCGRG00000009218
cricetulus_griseus_chok1gshd ENSCGRG00001012924
peromyscus_maniculatus_bairdii ENSPEMG00000004637
microtus_ochrogaster ENSMOCG00000015653
mus_spicilegus ENSMSIG00000025424
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021244
mus_musculus ENSMUSG00000023047
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020351
mus_pahari MGP_PahariEiJ_G0020350
rattus_norvegicus ENSRNOG00000014850
meriones_unguiculatus ENSMUGG00000014501
nannospalax_galili ENSNGAG00000004072
jaculus_jaculus ENSJJAG00000001950
dipodomys_ordii ENSDORG00000010718
oryctolagus_cuniculus ENSOCUG00000004151
ochotona_princeps ENSOPRG00000004644
myotis_lucifugus ENSMLUG00000017305
pteropus_vampyrus ENSPVAG00000012281
equus_asinus_asinus ENSEASG00005010020
equus_caballus ENSECAG00000020247
ursus_maritimus ENSUMAG00000010400
ailuropoda_melanoleuca ENSAMEG00000012496
neovison_vison ENSNVIG00000001357
mustela_putorius_furo ENSMPUG00000006005
canis_lupus_familiaris ENSCAFG00000006934
canis_lupus_dingo ENSCAFG00020021015
vulpes_vulpes ENSVVUG00000028127
panthera_pardus ENSPPRG00000008074
panthera_tigris_altaica ENSPTIG00000018647
felis_catus ENSFCAG00000005894
ovis_aries ENSOARG00000016492
capra_hircus ENSCHIG00000007964
bos_mutus ENSBMUG00000022128
bos_taurus ENSBTAG00000018524
bison_bison_bison ENSBBBG00000019512
tursiops_truncatus ENSTTRG00000009594
sus_scrofa ENSSSCG00000000271
erinaceus_europaeus ENSEEUG00000008983
sorex_araneus ENSSARG00000013484
xenopus_tropicalis ENSXETG00000032912
latimeria_chalumnae ENSLACG00000017970
paramormyrops_kingsleyae ENSPKIG00000002261
paramormyrops_kingsleyae ENSPKIG00000015976
scleropages_formosus ENSSFOG00015013135
mastacembelus_armatus ENSMAMG00000010373
monopterus_albus ENSMALG00000009700
anabas_testudineus ENSATEG00000025008
scophthalmus_maximus ENSSMAG00000012859
cynoglossus_semilaevis ENSCSEG00000010574
seriola_dumerili ENSSDUG00000018694
seriola_lalandi_dorsalis ENSSLDG00000001952
xiphophorus_maculatus ENSXMAG00000007463
gambusia_affinis ENSGAFG00000006173
poecilia_formosa ENSPFOG00000009167
poecilia_mexicana ENSPMEG00000006846
poecilia_latipinna ENSPLAG00000010210
poecilia_reticulata ENSPREG00000018560
fundulus_heteroclitus ENSFHEG00000000629
cyprinodon_variegatus ENSCVAG00000015414
kryptolebias_marmoratus ENSKMAG00000018635
oryzias_latipes ENSORLG00000009191
oryzias_latipes ENSORLG00020003488
oryzias_latipes_asm223469v1 ENSORLG00015019631
oryzias_melastigma ENSOMEG00000013232
amphiprion_percula ENSAPEG00000007492
amphiprion_ocellaris ENSAOCG00000019642
acanthochromis_polyacanthus ENSAPOG00000020582
acanthochromis_polyacanthus ENSAPOG00000020647
