mastacembelus_armatus ENSMAMG00000004117
anabas_testudineus ENSATEG00000002953
oryzias_latipes ENSORLG00000025029
oryzias_latipes_asm223469v1 ENSORLG00015020740
oryzias_melastigma ENSOMEG00000004695
fundulus_heteroclitus ENSFHEG00000001495
amphilophus_citrinellus ENSACIG00000012602
seriola_dumerili ENSSDUG00000012089
scophthalmus_maximus ENSSMAG00000020478
monopterus_albus ENSMALG00000009283
xiphophorus_couchianus ENSXCOG00000000475
xiphophorus_maculatus ENSXMAG00000024244
poecilia_latipinna ENSPLAG00000009290
poecilia_latipinna ENSPLAG00000012559
poecilia_mexicana ENSPMEG00000002476
poecilia_reticulata ENSPREG00000016911
cyprinodon_variegatus ENSCVAG00000011900
astatotilapia_calliptera ENSACLG00000003336
maylandia_zebra ENSMZEG00005011115
pundamilia_nyererei ENSPNYG00000010684
neolamprologus_brichardi ENSNBRG00000002119
amphiprion_percula ENSAPEG00000020089
amphiprion_ocellaris ENSAOCG00000002693
acanthochromis_polyacanthus ENSAPOG00000019998
stegastes_partitus ENSSPAG00000017439
labrus_bergylta ENSLBEG00000011488
