sorex_araneus ENSSARG00000008492
equus_asinus_asinus ENSEASG00005003550
canis_lupus_familiaris ENSCAFG00000006795
canis_lupus_dingo ENSCAFG00020003866
ailuropoda_melanoleuca ENSAMEG00000000337
ursus_maritimus ENSUMAG00000001458
panthera_tigris_altaica ENSPTIG00000019883
myotis_lucifugus ENSMLUG00000006330
pan_paniscus ENSPPAG00000021033
carlito_syrichta ENSTSYG00000007013
marmota_marmota_marmota ENSMMMG00000023862
jaculus_jaculus ENSJJAG00000020158
oryctolagus_cuniculus ENSOCUG00000009904
ictidomys_tridecemlineatus ENSSTOG00000012646
spermophilus_dauricus ENSSDAG00000005042
meriones_unguiculatus ENSMUGG00000007714
ochotona_princeps ENSOPRG00000003570
tupaia_belangeri ENSTBEG00000001163
choloepus_hoffmanni ENSCHOG00000012118
astatotilapia_calliptera ENSACLG00000006951
pundamilia_nyererei ENSPNYG00000009197
maylandia_zebra ENSMZEG00005022026
neolamprologus_brichardi ENSNBRG00000020267
apteryx_haastii ENSAHAG00000004287
apteryx_owenii ENSAOWG00000013510
dromaius_novaehollandiae ENSDNVG00000008021
manacus_vitellinus ENSMVIG00005001697
serinus_canaria ENSSCAG00000013922
coturnix_japonica ENSCJPG00005011704
anser_brachyrhynchus ENSABRG00000002257
calidris_pugnax ENSCPUG00000004603
gopherus_agassizii ENSGAGG00000020074
chelonoidis_abingdonii ENSCABG00000008134
ursus_maritimus ENSUMAG00000022839
neovison_vison ENSNVIG00000012661
octodon_degus ENSODEG00000010244
xenopus_tropicalis ENSXETG00000026101
latimeria_chalumnae ENSLACG00000022106
pygocentrus_nattereri ENSPNAG00000018741
mastacembelus_armatus ENSMAMG00000010624
