scophthalmus_maximus ENSSMAG00000021178
cynoglossus_semilaevis ENSCSEG00000018302
seriola_dumerili ENSSDUG00000008330
seriola_lalandi_dorsalis ENSSLDG00000025261
anabas_testudineus ENSATEG00000015103
monopterus_albus ENSMALG00000019058
mastacembelus_armatus ENSMAMG00000004046
amphiprion_ocellaris ENSAOCG00000006849
amphiprion_percula ENSAPEG00000004999
amphiprion_percula ENSAPEG00000013365
amphiprion_percula ENSAPEG00000019570
amphiprion_percula ENSAPEG00000009302
acanthochromis_polyacanthus ENSAPOG00000022934
stegastes_partitus ENSSPAG00000003169
maylandia_zebra ENSMZEG00005016866
astatotilapia_calliptera ENSACLG00000024293
pundamilia_nyererei ENSPNYG00000018436
haplochromis_burtoni ENSHBUG00000015174
neolamprologus_brichardi ENSNBRG00000004151
oreochromis_niloticus ENSONIG00000012667
amphilophus_citrinellus ENSACIG00000004903
labrus_bergylta ENSLBEG00000000999
mola_mola ENSMMOG00000008279
hippocampus_comes ENSHCOG00000008269
xiphophorus_maculatus ENSXMAG00000002626
gambusia_affinis ENSGAFG00000004230
poecilia_formosa ENSPFOG00000002909
poecilia_mexicana ENSPMEG00000014246
poecilia_latipinna ENSPLAG00000020774
poecilia_reticulata ENSPREG00000010808
poecilia_latipinna ENSPLAG00000012736
xiphophorus_couchianus ENSXCOG00000005146
cyprinodon_variegatus ENSCVAG00000018307
fundulus_heteroclitus ENSFHEG00000016995
kryptolebias_marmoratus ENSKMAG00000006013
oryzias_latipes ENSORLG00000007976
oryzias_latipes_asm223469v1 ENSORLG00015000339
oryzias_latipes ENSORLG00020015480
oryzias_melastigma ENSOMEG00000002956
gasterosteus_aculeatus ENSGACG00000008431
takifugu_rubripes ENSTRUG00000006653
tetraodon_nigroviridis ENSTNIG00000006089
periophthalmus_magnuspinnatus ENSPMGG00000020446
gadus_morhua ENSGMOG00000001330
esox_lucius ENSELUG00000012037
pygocentrus_nattereri ENSPNAG00000002010
astyanax_mexicanus ENSAMXG00000016768
ictalurus_punctatus ENSIPUG00000005777
danio_rerio ENSDARG00000090675
scleropages_formosus ENSSFOG00015020652
paramormyrops_kingsleyae ENSPKIG00000007178
lepisosteus_oculatus ENSLOCG00000002548
apteryx_haastii ENSAHAG00000008699
apteryx_rowi ENSARWG00000015768
apteryx_owenii ENSAOWG00000014375
dromaius_novaehollandiae ENSDNVG00000005578
nothoprocta_perdicaria ENSNPEG00000013429
calidris_pugnax ENSCPUG00000012824
calidris_pygmaea ENSCPGG00000000401
junco_hyemalis ENSJHYG00000014050
serinus_canaria ENSSCAG00000001052
parus_major ENSPMJG00000004626
ficedula_albicollis ENSFALG00000011654
cyanistes_caeruleus ENSCCEG00000022645
zonotrichia_albicollis ENSZALG00000001728
taeniopygia_guttata ENSTGUG00000000142
lonchura_striata_domestica ENSLSDG00000014611
lepidothrix_coronata ENSLCOG00000001387
anser_brachyrhynchus ENSABRG00000005634
anas_platyrhynchos_platyrhynchos ENSAPLG00000004226
gallus_gallus ENSGALG00000000740
meleagris_gallopavo ENSMGAG00000000958
numida_meleagris ENSNMEG00000007852
crocodylus_porosus ENSCPRG00005012719
chrysemys_picta_bellii ENSCPBG00000017105
chelonoidis_abingdonii ENSCABG00000012931
gopherus_agassizii ENSGAGG00000020239
pelodiscus_sinensis ENSPSIG00000013754
pogona_vitticeps ENSPVIG00000014135
notechis_scutatus ENSNSUG00000011720
salvator_merianae ENSSMRG00000016338
sphenodon_punctatus ENSSPUG00000015379
anolis_carolinensis ENSACAG00000009098
phascolarctos_cinereus ENSPCIG00000025381
notamacropus_eugenii ENSMEUG00000013011
sarcophilus_harrisii ENSSHAG00000002223
monodelphis_domestica ENSMODG00000000598
bos_mutus ENSBMUG00000018325
bos_taurus ENSBTAG00000008395
bison_bison_bison ENSBBBG00000006868
capra_hircus ENSCHIG00000014574
ovis_aries ENSOARG00000011823
sus_scrofa ENSSSCG00000013492
myotis_lucifugus ENSMLUG00000010776
ursus_americanus ENSUAMG00000021574
ailuropoda_melanoleuca ENSAMEG00000005876
mustela_putorius_furo ENSMPUG00000004145
neovison_vison ENSNVIG00000006915
canis_lupus_dingo ENSCAFG00020018330
canis_lupus_familiaris ENSCAFG00000019193
vulpes_vulpes ENSVVUG00000004405
felis_catus ENSFCAG00000019172
panthera_pardus ENSPPRG00000012058
pteropus_vampyrus ENSPVAG00000007135
equus_asinus_asinus ENSEASG00005022276
equus_caballus ENSECAG00000021308
tursiops_truncatus ENSTTRG00000004405
sorex_araneus ENSSARG00000004110
ochotona_princeps ENSOPRG00000016288
propithecus_coquereli ENSPCOG00000026721
prolemur_simus ENSPSMG00000019152
microcebus_murinus ENSMICG00000014756
otolemur_garnettii ENSOGAG00000017147
saimiri_boliviensis_boliviensis ENSSBOG00000030975
callithrix_jacchus ENSCJAG00000014981
cebus_capucinus ENSCCAG00000033704
aotus_nancymaae ENSANAG00000034636
homo_sapiens ENSG00000011132
gorilla_gorilla ENSGGOG00000004637
pan_troglodytes ENSPTRG00000010275
pan_paniscus ENSPPAG00000026188
pongo_abelii ENSPPYG00000009385
nomascus_leucogenys ENSNLEG00000002776
macaca_nemestrina ENSMNEG00000028714
macaca_mulatta ENSMMUG00000009672
macaca_fascicularis ENSMFAG00000044015
cercocebus_atys ENSCATG00000040664
mandrillus_leucophaeus ENSMLEG00000038059
theropithecus_gelada ENSTGEG00000015000
papio_anubis ENSPANG00000003568
chlorocebus_sabaeus ENSCSAG00000010973
rhinopithecus_bieti ENSRBIG00000033828
rhinopithecus_roxellana ENSRROG00000033516
colobus_angolensis_palliatus ENSCANG00000033165
piliocolobus_tephrosceles ENSPTEG00000022213
peromyscus_maniculatus_bairdii ENSPEMG00000021227
microtus_ochrogaster ENSMOCG00000015694
cricetulus_griseus_crigri ENSCGRG00000002602
cricetulus_griseus_crigri-picr ENSCGRG00015001805
cricetulus_griseus_chok1gshd ENSCGRG00001019836
mesocricetus_auratus ENSMAUG00000007859
mus_spicilegus ENSMSIG00000024307
mus_musculus ENSMUSG00000004931
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016448
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015630
mus_pahari MGP_PahariEiJ_G0031043
rattus_norvegicus ENSRNOG00000020466
meriones_unguiculatus ENSMUGG00000010775
nannospalax_galili ENSNGAG00000022342
jaculus_jaculus ENSJJAG00000013868
heterocephalus_glaber_female ENSHGLG00000014560
heterocephalus_glaber_male ENSHGLG00100000878
fukomys_damarensis ENSFDAG00000003123
chinchilla_lanigera ENSCLAG00000010718
octodon_degus ENSODEG00000013581
cavia_aperea ENSCAPG00000013422
cavia_porcellus ENSCPOG00000026376
dipodomys_ordii ENSDORG00000005324
castor_canadensis ENSCCNG00000029628
urocitellus_parryii ENSUPAG00010008831
ictidomys_tridecemlineatus ENSSTOG00000000352
marmota_marmota_marmota ENSMMMG00000016885
spermophilus_dauricus ENSSDAG00000008125
loxodonta_africana ENSLAFG00000015080
procavia_capensis ENSPCAG00000000644
ornithorhynchus_anatinus ENSOANG00000006293
xenopus_tropicalis ENSXETG00000030272
latimeria_chalumnae ENSLACG00000013941
