pteropus_vampyrus ENSPVAG00000010213
myotis_lucifugus ENSMLUG00000025064
ailuropoda_melanoleuca ENSAMEG00000016034
ursus_americanus ENSUAMG00000009885
vulpes_vulpes ENSVVUG00000009652
bos_mutus ENSBMUG00000020152
ovis_aries ENSOARG00000012644
cavia_aperea ENSCAPG00000000079
fukomys_damarensis ENSFDAG00000013388
marmota_marmota_marmota ENSMMMG00000005026
callithrix_jacchus ENSCJAG00000004341
rhinopithecus_bieti ENSRBIG00000043263
choloepus_hoffmanni ENSCHOG00000009384
procavia_capensis ENSPCAG00000015265
notamacropus_eugenii ENSMEUG00000000714
