loxodonta_africana ENSLAFG00000032469
dasypus_novemcinctus ENSDNOG00000035390
dasypus_novemcinctus ENSDNOG00000033484
sus_scrofa ENSSSCG00000037915
sus_scrofa ENSSSCG00000033722
sus_scrofa ENSSSCG00000025207
capra_hircus ENSCHIG00000012586
ursus_americanus ENSUAMG00000006615
ursus_maritimus ENSUMAG00000014734
ursus_americanus ENSUAMG00000006690
ursus_maritimus ENSUMAG00000015144
marmota_marmota_marmota ENSMMMG00000023895
spermophilus_dauricus ENSSDAG00000001174
marmota_marmota_marmota ENSMMMG00000015021
peromyscus_maniculatus_bairdii ENSPEMG00000030460
macaca_nemestrina ENSMNEG00000005293
macaca_fascicularis ENSMFAG00000017515
papio_anubis ENSPANG00000031179
macaca_mulatta ENSMMUG00000031818
macaca_fascicularis ENSMFAG00000030554
macaca_nemestrina ENSMNEG00000039102
piliocolobus_tephrosceles ENSPTEG00000028356
rhinopithecus_bieti ENSRBIG00000028891
gorilla_gorilla ENSGGOG00000022534
saimiri_boliviensis_boliviensis ENSSBOG00000027989
aotus_nancymaae ENSANAG00000025512
carlito_syrichta ENSTSYG00000033939
carlito_syrichta ENSTSYG00000028353
otolemur_garnettii ENSOGAG00000030088
