pan_troglodytes ENSPTRG00000008683
pan_paniscus ENSPPAG00000031373
homo_sapiens ENSG00000187838
gorilla_gorilla ENSGGOG00000002013
pongo_abelii ENSPPYG00000007914
nomascus_leucogenys ENSNLEG00000009414
papio_anubis ENSPANG00000024192
theropithecus_gelada ENSTGEG00000023935
mandrillus_leucophaeus ENSMLEG00000032026
cercocebus_atys ENSCATG00000044542
macaca_fascicularis ENSMFAG00000040179
macaca_mulatta ENSMMUG00000015617
macaca_nemestrina ENSMNEG00000042064
chlorocebus_sabaeus ENSCSAG00000011756
rhinopithecus_roxellana ENSRROG00000036159
piliocolobus_tephrosceles ENSPTEG00000014476
rhinopithecus_bieti ENSRBIG00000021022
colobus_angolensis_palliatus ENSCANG00000036544
cebus_capucinus ENSCCAG00000023748
saimiri_boliviensis_boliviensis ENSSBOG00000034606
callithrix_jacchus ENSCJAG00000016410
aotus_nancymaae ENSANAG00000038187
carlito_syrichta ENSTSYG00000034744
prolemur_simus ENSPSMG00000019506
propithecus_coquereli ENSPCOG00000019945
microcebus_murinus ENSMICG00000012544
otolemur_garnettii ENSOGAG00000014242
tupaia_belangeri ENSTBEG00000006107
castor_canadensis ENSCCNG00000017104
dipodomys_ordii ENSDORG00000008647
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017433
mus_spicilegus ENSMSIG00000025328
mus_musculus ENSMUSG00000019461
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016597
mus_pahari MGP_PahariEiJ_G0017728
rattus_norvegicus ENSRNOG00000027914
meriones_unguiculatus ENSMUGG00000015453
cricetulus_griseus_crigri ENSCGRG00000008071
cricetulus_griseus_chok1gshd ENSCGRG00001012938
cricetulus_griseus_crigri-picr ENSCGRG00015009399
mesocricetus_auratus ENSMAUG00000021880
peromyscus_maniculatus_bairdii ENSPEMG00000012190
microtus_ochrogaster ENSMOCG00000021492
nannospalax_galili ENSNGAG00000010681
jaculus_jaculus ENSJJAG00000021244
ictidomys_tridecemlineatus ENSSTOG00000007695
urocitellus_parryii ENSUPAG00010014906
spermophilus_dauricus ENSSDAG00000003444
marmota_marmota_marmota ENSMMMG00000019507
heterocephalus_glaber_male ENSHGLG00100014456
heterocephalus_glaber_female ENSHGLG00000019015
fukomys_damarensis ENSFDAG00000007047
chinchilla_lanigera ENSCLAG00000014430
octodon_degus ENSODEG00000017471
cavia_aperea ENSCAPG00000009997
cavia_porcellus ENSCPOG00000009287
ochotona_princeps ENSOPRG00000014964
ochotona_princeps ENSOPRG00000001802
oryctolagus_cuniculus ENSOCUG00000000983
pteropus_vampyrus ENSPVAG00000005060
myotis_lucifugus ENSMLUG00000013303
equus_asinus_asinus ENSEASG00005019060
equus_caballus ENSECAG00000015600
erinaceus_europaeus ENSEEUG00000008233
sorex_araneus ENSSARG00000000991
ursus_americanus ENSUAMG00000014798
ursus_maritimus ENSUMAG00000015577
ailuropoda_melanoleuca ENSAMEG00000016659
neovison_vison ENSNVIG00000003088
mustela_putorius_furo ENSMPUG00000009978
canis_lupus_dingo ENSCAFG00020008451
canis_lupus_familiaris ENSCAFG00000016288
vulpes_vulpes ENSVVUG00000027861
felis_catus ENSFCAG00000010894
panthera_pardus ENSPPRG00000016904
capra_hircus ENSCHIG00000021167
ovis_aries ENSOARG00000012990
bos_taurus ENSBTAG00000017747
bos_mutus ENSBMUG00000006627
bison_bison_bison ENSBBBG00000015093
tursiops_truncatus ENSTTRG00000009793
sus_scrofa ENSSSCG00000029391
loxodonta_africana ENSLAFG00000031015
procavia_capensis ENSPCAG00000006613
dasypus_novemcinctus ENSDNOG00000040577
notamacropus_eugenii ENSMEUG00000009555
phascolarctos_cinereus ENSPCIG00000028839
monodelphis_domestica ENSMODG00000006876
sarcophilus_harrisii ENSSHAG00000005753
ornithorhynchus_anatinus ENSOANG00000020980
ornithorhynchus_anatinus ENSOANG00000030666
pelodiscus_sinensis ENSPSIG00000011418
chelonoidis_abingdonii ENSCABG00000002459
