caenorhabditis_elegans_strain_n2 WBGene00004388
drosophila_melanogaster FBgn0263829
rattus_norvegicus ENSRNOG00000008703
rattus_norvegicus ENSRNOG00000027239
mus_spicilegus ENSMSIG00000005750
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022092
mus_musculus ENSMUSG00000034681
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021182
mus_pahari MGP_PahariEiJ_G0023498
meriones_unguiculatus ENSMUGG00000025769
meriones_unguiculatus ENSMUGG00000007124
cricetulus_griseus_crigri ENSCGRG00000014021
cricetulus_griseus_crigri ENSCGRG00000010104
cricetulus_griseus_crigri-picr ENSCGRG00015012746
cricetulus_griseus_chok1gshd ENSCGRG00001020431
cricetulus_griseus_chok1gshd ENSCGRG00001010012
cricetulus_griseus_crigri ENSCGRG00000018236
mesocricetus_auratus ENSMAUG00000004017
microtus_ochrogaster ENSMOCG00000000276
microtus_ochrogaster ENSMOCG00000019110
microtus_ochrogaster ENSMOCG00000003429
peromyscus_maniculatus_bairdii ENSPEMG00000012797
nannospalax_galili ENSNGAG00000023702
jaculus_jaculus ENSJJAG00000000532
jaculus_jaculus ENSJJAG00000014817
jaculus_jaculus ENSJJAG00000010326
jaculus_jaculus ENSJJAG00000019234
jaculus_jaculus ENSJJAG00000015576
castor_canadensis ENSCCNG00000031370
dipodomys_ordii ENSDORG00000001755
urocitellus_parryii ENSUPAG00010017767
marmota_marmota_marmota ENSMMMG00000009526
ictidomys_tridecemlineatus ENSSTOG00000013200
spermophilus_dauricus ENSSDAG00000010880
cavia_aperea ENSCAPG00000007731
cavia_porcellus ENSCPOG00000002066
chinchilla_lanigera ENSCLAG00000015546
heterocephalus_glaber_male ENSHGLG00100003539
heterocephalus_glaber_female ENSHGLG00000013957
heterocephalus_glaber_male ENSHGLG00100001721
heterocephalus_glaber_female ENSHGLG00000003843
heterocephalus_glaber_male ENSHGLG00100010622
heterocephalus_glaber_male ENSHGLG00100011327
heterocephalus_glaber_female ENSHGLG00000013666
heterocephalus_glaber_male ENSHGLG00100017879
heterocephalus_glaber_female ENSHGLG00000006292
heterocephalus_glaber_male ENSHGLG00100011610
heterocephalus_glaber_male ENSHGLG00100015267
fukomys_damarensis ENSFDAG00000003386
octodon_degus ENSODEG00000017258
octodon_degus ENSODEG00000002513
octodon_degus ENSODEG00000003850
oryctolagus_cuniculus ENSOCUG00000027449
oryctolagus_cuniculus ENSOCUG00000021516
tupaia_belangeri ENSTBEG00000009098
dasypus_novemcinctus ENSDNOG00000034050
tursiops_truncatus ENSTTRG00000008220
vicugna_pacos ENSVPAG00000009976
equus_asinus_asinus ENSEASG00005004862
equus_caballus ENSECAG00000023288
myotis_lucifugus ENSMLUG00000016808
myotis_lucifugus ENSMLUG00000012759
pteropus_vampyrus ENSPVAG00000005105
bos_taurus ENSBTAG00000009969
bos_mutus ENSBMUG00000015340
bison_bison_bison ENSBBBG00000008521
ovis_aries ENSOARG00000018056
bos_taurus ENSBTAG00000052161
bos_mutus ENSBMUG00000026602
bison_bison_bison ENSBBBG00000016056
capra_hircus ENSCHIG00000027175
capra_hircus ENSCHIG00000019523
ovis_aries ENSOARG00000004423
bos_taurus ENSBTAG00000046336
bos_mutus ENSBMUG00000026036
bison_bison_bison ENSBBBG00000018240
sus_scrofa ENSSSCG00000008048
canis_lupus_dingo ENSCAFG00020026159
canis_lupus_familiaris ENSCAFG00000019397
vulpes_vulpes ENSVVUG00000009244
ursus_maritimus ENSUMAG00000022327
ailuropoda_melanoleuca ENSAMEG00000017861
neovison_vison ENSNVIG00000022857
felis_catus ENSFCAG00000007690
panthera_pardus ENSPPRG00000011255
panthera_tigris_altaica ENSPTIG00000015643
oryctolagus_cuniculus ENSOCUG00000004387
loxodonta_africana ENSLAFG00000000728
dasypus_novemcinctus ENSDNOG00000016081
choloepus_hoffmanni ENSCHOG00000004866
pan_troglodytes ENSPTRG00000031310
pan_paniscus ENSPPAG00000011845
homo_sapiens ENSG00000205937
gorilla_gorilla ENSGGOG00000014275
nomascus_leucogenys ENSNLEG00000009243
rhinopithecus_bieti ENSRBIG00000038965
rhinopithecus_roxellana ENSRROG00000041252
colobus_angolensis_palliatus ENSCANG00000041307
piliocolobus_tephrosceles ENSPTEG00000032501
mandrillus_leucophaeus ENSMLEG00000036928
papio_anubis ENSPANG00000015748
cercocebus_atys ENSCATG00000013756
theropithecus_gelada ENSTGEG00000026589
macaca_fascicularis ENSMFAG00000042142
chlorocebus_sabaeus ENSCSAG00000005219
macaca_nemestrina ENSMNEG00000024827
macaca_mulatta ENSMMUG00000041726
macaca_fascicularis ENSMFAG00000044121
rhinopithecus_bieti ENSRBIG00000013248
cebus_capucinus ENSCCAG00000034480
saimiri_boliviensis_boliviensis ENSSBOG00000027927
callithrix_jacchus ENSCJAG00000014969
aotus_nancymaae ENSANAG00000028802
gorilla_gorilla ENSGGOG00000026421
pan_paniscus ENSPPAG00000037836
pan_troglodytes ENSPTRG00000046326
theropithecus_gelada ENSTGEG00000024272
papio_anubis ENSPANG00000033576
mandrillus_leucophaeus ENSMLEG00000040232
macaca_mulatta ENSMMUG00000019238
piliocolobus_tephrosceles ENSPTEG00000019052
colobus_angolensis_palliatus ENSCANG00000030189
cercocebus_atys ENSCATG00000042361
aotus_nancymaae ENSANAG00000029802
carlito_syrichta ENSTSYG00000001629
carlito_syrichta ENSTSYG00000031848
propithecus_coquereli ENSPCOG00000005478
prolemur_simus ENSPSMG00000022818
microcebus_murinus ENSMICG00000031543
otolemur_garnettii ENSOGAG00000031582
heterocephalus_glaber_male ENSHGLG00100009687
heterocephalus_glaber_female ENSHGLG00000006312
chinchilla_lanigera ENSCLAG00000015652
spermophilus_dauricus ENSSDAG00000019297
mesocricetus_auratus ENSMAUG00000000790
mesocricetus_auratus ENSMAUG00000000685
microtus_ochrogaster ENSMOCG00000005060
peromyscus_maniculatus_bairdii ENSPEMG00000030747
prolemur_simus ENSPSMG00000022896
bos_mutus ENSBMUG00000000613
dasypus_novemcinctus ENSDNOG00000038751
ursus_americanus ENSUAMG00000004462
capra_hircus ENSCHIG00000014621
ornithorhynchus_anatinus ENSOANG00000007020
erinaceus_europaeus ENSEEUG00000005933
sorex_araneus ENSSARG00000001577
ochotona_princeps ENSOPRG00000016422
procavia_capensis ENSPCAG00000004514
echinops_telfairi ENSETEG00000003078
phascolarctos_cinereus ENSPCIG00000025012
phascolarctos_cinereus ENSPCIG00000016114
notamacropus_eugenii ENSMEUG00000008882
sarcophilus_harrisii ENSSHAG00000016951
monodelphis_domestica ENSMODG00000015891
lonchura_striata_domestica ENSLSDG00000001039
taeniopygia_guttata ENSTGUG00000003237
serinus_canaria ENSSCAG00000002683
zonotrichia_albicollis ENSZALG00000000292
junco_hyemalis ENSJHYG00000000440
ficedula_albicollis ENSFALG00000004868
parus_major ENSPMJG00000008216
cyanistes_caeruleus ENSCCEG00000004818
manacus_vitellinus ENSMVIG00005009652
lepidothrix_coronata ENSLCOG00000007389
calidris_pygmaea ENSCPGG00000017004
calidris_pugnax ENSCPUG00000010953
melopsittacus_undulatus ENSMUNG00000004886
gallus_gallus ENSGALG00000009288
coturnix_japonica ENSCJPG00005018448
meleagris_gallopavo ENSMGAG00000010042
numida_meleagris ENSNMEG00000021710
anser_brachyrhynchus ENSABRG00000004094
anas_platyrhynchos_platyrhynchos ENSAPLG00000006231
apteryx_rowi ENSARWG00000016796
apteryx_owenii ENSAOWG00000013643
apteryx_haastii ENSAHAG00000011144
nothoprocta_perdicaria ENSNPEG00000014756
dromaius_novaehollandiae ENSDNVG00000006251
crocodylus_porosus ENSCPRG00005000740
gopherus_agassizii ENSGAGG00000010452
chelonoidis_abingdonii ENSCABG00000005214
chrysemys_picta_bellii ENSCPBG00000000214
pelodiscus_sinensis ENSPSIG00000006048
pogona_vitticeps ENSPVIG00000018885
anolis_carolinensis ENSACAG00000004088
notechis_scutatus ENSNSUG00000001161
salvator_merianae ENSSMRG00000016741
sphenodon_punctatus ENSSPUG00000016588
xenopus_tropicalis ENSXETG00000024439
latimeria_chalumnae ENSLACG00000007112
scleropages_formosus ENSSFOG00015019341
paramormyrops_kingsleyae ENSPKIG00000025046
labrus_bergylta ENSLBEG00000015904
cynoglossus_semilaevis ENSCSEG00000000402
scophthalmus_maximus ENSSMAG00000005367
tetraodon_nigroviridis ENSTNIG00000007411
anabas_testudineus ENSATEG00000000835
mola_mola ENSMMOG00000004680
acanthochromis_polyacanthus ENSAPOG00000014649
amphiprion_percula ENSAPEG00000019263
stegastes_partitus ENSSPAG00000005411
astatotilapia_calliptera ENSACLG00000021537
haplochromis_burtoni ENSHBUG00000017337
pundamilia_nyererei ENSPNYG00000006233
maylandia_zebra ENSMZEG00005006256
neolamprologus_brichardi ENSNBRG00000014540
oreochromis_niloticus ENSONIG00000019627
amphilophus_citrinellus ENSACIG00000020701
gasterosteus_aculeatus ENSGACG00000005641
mastacembelus_armatus ENSMAMG00000021148
monopterus_albus ENSMALG00000013384
seriola_dumerili ENSSDUG00000006433
seriola_lalandi_dorsalis ENSSLDG00000018362
periophthalmus_magnuspinnatus ENSPMGG00000019542
hippocampus_comes ENSHCOG00000002546
oryzias_latipes_asm223469v1 ENSORLG00015011183
oryzias_melastigma ENSOMEG00000008680
gadus_morhua ENSGMOG00000001503
pygocentrus_nattereri ENSPNAG00000025479
astyanax_mexicanus ENSAMXG00000006330
monopterus_albus ENSMALG00000016619
scophthalmus_maximus ENSSMAG00000016933
gasterosteus_aculeatus ENSGACG00000011261
poecilia_latipinna ENSPLAG00000009343
poecilia_formosa ENSPFOG00000009978
poecilia_mexicana ENSPMEG00000008552
poecilia_reticulata ENSPREG00000001843
xiphophorus_maculatus ENSXMAG00000004827
gambusia_affinis ENSGAFG00000005457
cyprinodon_variegatus ENSCVAG00000010868
kryptolebias_marmoratus ENSKMAG00000009135
maylandia_zebra ENSMZEG00005012742
astatotilapia_calliptera ENSACLG00000025942
pundamilia_nyererei ENSPNYG00000000585
haplochromis_burtoni ENSHBUG00000002494
neolamprologus_brichardi ENSNBRG00000023437
amphilophus_citrinellus ENSACIG00000014367
tetraodon_nigroviridis ENSTNIG00000009753
takifugu_rubripes ENSTRUG00000008602
mola_mola ENSMMOG00000010863
labrus_bergylta ENSLBEG00000024091
seriola_dumerili ENSSDUG00000011453
seriola_lalandi_dorsalis ENSSLDG00000021341
amphiprion_ocellaris ENSAOCG00000002404
amphiprion_percula ENSAPEG00000006497
acanthochromis_polyacanthus ENSAPOG00000017310
stegastes_partitus ENSSPAG00000009383
anabas_testudineus ENSATEG00000024267
oryzias_latipes ENSORLG00020020207
oryzias_latipes ENSORLG00000008033
oryzias_latipes_asm223469v1 ENSORLG00015000305
oryzias_melastigma ENSOMEG00000009404
fundulus_heteroclitus ENSFHEG00000011705
periophthalmus_magnuspinnatus ENSPMGG00000015888
cynoglossus_semilaevis ENSCSEG00000015997
hippocampus_comes ENSHCOG00000004424
esox_lucius ENSELUG00000015003
mastacembelus_armatus ENSMAMG00000021609
pygocentrus_nattereri ENSPNAG00000017784
astyanax_mexicanus ENSAMXG00000037447
ictalurus_punctatus ENSIPUG00000011746
danio_rerio ENSDARG00000100188
danio_rerio ENSDARG00000116743
paramormyrops_kingsleyae ENSPKIG00000023465
scleropages_formosus ENSSFOG00015022746
lepisosteus_oculatus ENSLOCG00000001758
eptatretus_burgeri ENSEBUG00000004818
ciona_savignyi ENSCSAVG00000001274
ciona_intestinalis ENSCING00000016317
