denticeps_clupeoides ENSDCDG00000013936
clupea_harengus ENSCHAG00000012866
esox_lucius ENSELUG00000004009
hucho_hucho ENSHHUG00000042146
electrophorus_electricus ENSEEEG00000014326
ictalurus_punctatus ENSIPUG00000007247
pygocentrus_nattereri ENSPNAG00000009884
astyanax_mexicanus ENSAMXG00000033998
cyprinodon_variegatus ENSCVAG00000016318
danio_rerio ENSDARG00000099108
scleropages_formosus ENSSFOG00015016275
amphiprion_percula ENSAPEG00000012095
amphiprion_ocellaris ENSAOCG00000016689
acanthochromis_polyacanthus ENSAPOG00000023616
stegastes_partitus ENSSPAG00000003713
parambassis_ranga ENSPRNG00000003099
gouania_willdenowi ENSGWIG00000009132
poecilia_mexicana ENSPMEG00000016631
poecilia_formosa ENSPFOG00000003304
poecilia_latipinna ENSPLAG00000004376
poecilia_reticulata ENSPREG00000018377
xiphophorus_maculatus ENSXMAG00000028175
gambusia_affinis ENSGAFG00000002754
fundulus_heteroclitus ENSFHEG00000008124
kryptolebias_marmoratus ENSKMAG00000018615
astatotilapia_calliptera ENSACLG00000010026
haplochromis_burtoni ENSHBUG00000022324
pundamilia_nyererei ENSPNYG00000016328
maylandia_zebra ENSMZEG00005019381
oreochromis_niloticus ENSONIG00000016608
neolamprologus_brichardi ENSNBRG00000013130
amphilophus_citrinellus ENSACIG00000024287
takifugu_rubripes ENSTRUG00000012478
tetraodon_nigroviridis ENSTNIG00000013255
mola_mola ENSMMOG00000002163
cottoperca_gobio ENSCGOG00000000371
gasterosteus_aculeatus ENSGACG00000015268
larimichthys_crocea ENSLCRG00005003179
monopterus_albus ENSMALG00000021082
lates_calcarifer ENSLCAG00010008669
lates_calcarifer ENSLCAG00010023580
lates_calcarifer ENSLCAG00010028152
seriola_lalandi ENSSLDG00000014919
seriola_dumerili ENSSDUG00000021760
scophthalmus_maximus ENSSMAG00000011307
mastacembelus_armatus ENSMAMG00000003935
betta_splendens ENSBSLG00000000456
anabas_testudineus ENSATEG00000011317
cynoglossus_semilaevis ENSCSEG00000013317
labrus_bergylta ENSLBEG00000003190
hippocampus_comes ENSHCOG00000018079
oryzias_latipes ENSORLG00015016182
oryzias_latipes ENSORLG00020013845
oryzias_latipes ENSORLG00000020697
oryzias_melastigma ENSOMEG00000011318
periophthalmus_magnuspinnatus ENSPMGG00000017016
gadus_morhua ENSGMOG00000015626
hucho_hucho ENSHHUG00000032927
lepisosteus_oculatus ENSLOCG00000010988
erpetoichthys_calabaricus ENSECRG00000013821
ornithorhynchus_anatinus ENSOANG00000002445
gopherus_agassizii ENSGAGG00000013479
chelonoidis_abingdonii ENSCABG00000018525
chrysemys_picta ENSCPBG00000005309
pelodiscus_sinensis ENSPSIG00000017644
calidris_pygmaea ENSCPGG00000012733
calidris_pugnax ENSCPUG00000012476
lonchura_striata ENSLSDG00000005180
taeniopygia_guttata ENSTGUG00000004696
serinus_canaria ENSSCAG00000010856
zonotrichia_albicollis ENSZALG00000004569
ficedula_albicollis ENSFALG00000005046
parus_major ENSPMJG00000009278
cyanistes_caeruleus ENSCCEG00000017448
lepidothrix_coronata ENSLCOG00000013716
manacus_vitellinus ENSMVIG00005015860
melopsittacus_undulatus ENSMUNG00000008196
meleagris_gallopavo ENSMGAG00000014535
gallus_gallus ENSGALG00000016020
coturnix_japonica ENSCJPG00005007501
numida_meleagris ENSNMEG00000012451
anas_platyrhynchos ENSAPLG00000021137
anser_brachyrhynchus ENSABRG00000005383
apteryx_owenii ENSAOWG00000017862
apteryx_rowi ENSARWG00000013612
apteryx_haastii ENSAHAG00000018470
nothoprocta_perdicaria ENSNPEG00000006136
dromaius_novaehollandiae ENSDNVG00000010012
pogona_vitticeps ENSPVIG00000023657
anolis_carolinensis ENSACAG00000005113
notechis_scutatus ENSNSUG00000017780
salvator_merianae ENSSMRG00000023018
sphenodon_punctatus ENSSPUG00000019204
phascolarctos_cinereus ENSPCIG00000008934
notamacropus_eugenii ENSMEUG00000008170
vombatus_ursinus ENSVURG00010004605
sarcophilus_harrisii ENSSHAG00000016089
monodelphis_domestica ENSMODG00000021052
equus_caballus ENSECAG00000016891
equus_asinus ENSEASG00005006145
pteropus_vampyrus ENSPVAG00000013812
ovis_aries ENSOARG00000012660
capra_hircus ENSCHIG00000016450
bos_indicus ENSBIXG00000026188
bos_indicus ENSBIXG00005029264
bos_taurus ENSBTAG00000001753
bos_mutus ENSBMUG00000023282
bison_bison ENSBBBG00000018937
capra_hircus ENSCHIG00000020662
ovis_aries ENSOARG00000013570
bos_taurus ENSBTAG00000046447
bos_indicus ENSBIXG00005017402
bos_mutus ENSBMUG00000011261
bison_bison ENSBBBG00000016432
bos_indicus ENSBIXG00005017394
bos_indicus ENSBIXG00000007847
tursiops_truncatus ENSTTRG00000015438
sus_scrofa ENSSSCG00000028112
neovison_vison ENSNVIG00000007035
mustela_putorius ENSMPUG00000001338
ursus_maritimus ENSUMAG00000020183
ursus_americanus ENSUAMG00000019666
ailuropoda_melanoleuca ENSAMEG00000005303
canis_lupus ENSCAFG00020024587
canis_lupus ENSCAFG00000009568
vulpes_vulpes ENSVVUG00000019996
panthera_tigris ENSPTIG00000008502
panthera_pardus ENSPPRG00000011057
felis_catus ENSFCAG00000006760
peromyscus_maniculatus ENSPEMG00000023402
microtus_ochrogaster ENSMOCG00000008662
mus_spretus MGP_SPRETEiJ_G0021883
mus_spicilegus ENSMSIG00000009313
mus_musculus ENSMUSG00000022949
mus_caroli MGP_CAROLIEiJ_G0020977
mus_pahari MGP_PahariEiJ_G0016682
rattus_norvegicus ENSRNOG00000026870
cricetulus_griseus ENSCGRG00001009695
cricetulus_griseus ENSCGRG00000007263
cricetulus_griseus ENSCGRG00015014533
meriones_unguiculatus ENSMUGG00000014921
nannospalax_galili ENSNGAG00000015261
jaculus_jaculus ENSJJAG00000005200
urocitellus_parryii ENSUPAG00010002894
ictidomys_tridecemlineatus ENSSTOG00000014035
marmota_marmota ENSMMMG00000002457
spermophilus_dauricus ENSSDAG00000008589
castor_canadensis ENSCCNG00000031156
octodon_degus ENSODEG00000003541
cavia_porcellus ENSCPOG00000034487
chinchilla_lanigera ENSCLAG00000005925
heterocephalus_glaber ENSHGLG00100015547
heterocephalus_glaber ENSHGLG00000011588
fukomys_damarensis ENSFDAG00000005921
tupaia_belangeri ENSTBEG00000000159
pan_troglodytes ENSPTRG00000013882
pan_paniscus ENSPPAG00000032673
homo_sapiens ENSG00000159212
gorilla_gorilla ENSGGOG00000023723
pongo_abelii ENSPPYG00000011393
nomascus_leucogenys ENSNLEG00000007970
macaca_mulatta ENSMMUG00000004605
cercocebus_atys ENSCATG00000042396
macaca_fascicularis ENSMFAG00000046184
macaca_nemestrina ENSMNEG00000043683
papio_anubis ENSPANG00000019278
theropithecus_gelada ENSTGEG00000025400
rhinopithecus_bieti ENSRBIG00000034684
rhinopithecus_roxellana ENSRROG00000044438
piliocolobus_tephrosceles ENSPTEG00000005077
colobus_angolensis ENSCANG00000027439
cebus_capucinus ENSCCAG00000037202
saimiri_boliviensis ENSSBOG00000033051
callithrix_jacchus ENSCJAG00000002829
aotus_nancymaae ENSANAG00000022769
carlito_syrichta ENSTSYG00000028636
microcebus_murinus ENSMICG00000035327
prolemur_simus ENSPSMG00000011501
propithecus_coquereli ENSPCOG00000010253
otolemur_garnettii ENSOGAG00000026013
loxodonta_africana ENSLAFG00000001577
procavia_capensis ENSPCAG00000010340
dasypus_novemcinctus ENSDNOG00000042065
ornithorhynchus_anatinus ENSOANG00000003854
xenopus_tropicalis ENSXETG00000009622
latimeria_chalumnae ENSLACG00000015311
callorhinchus_milii ENSCMIG00000016336
petromyzon_marinus ENSPMAG00000000089
oryzias_latipes ENSORLG00020011976
oryzias_latipes ENSORLG00015001048
oryzias_latipes ENSORLG00000010511
hippocampus_comes ENSHCOG00000020253
eptatretus_burgeri ENSEBUG00000007959
eptatretus_burgeri ENSEBUG00000010940
eptatretus_burgeri ENSEBUG00000002086
eptatretus_burgeri ENSEBUG00000016005
ciona_savignyi ENSCSAVG00000011126
