haplochromis_burtoni ENSHBUG00000004121
astatotilapia_calliptera ENSACLG00000005609
astatotilapia_calliptera ENSACLG00000005599
amphiprion_percula ENSAPEG00000014492
fundulus_heteroclitus ENSFHEG00000014951
xiphophorus_maculatus ENSXMAG00000028450
kryptolebias_marmoratus ENSKMAG00000015229
poecilia_formosa ENSPFOG00000023457
poecilia_formosa ENSPFOG00000024705
poecilia_reticulata ENSPREG00000014465
poecilia_formosa ENSPFOG00000024275
poecilia_formosa ENSPFOG00000023646
poecilia_formosa ENSPFOG00000015231
poecilia_reticulata ENSPREG00000019683
xiphophorus_maculatus ENSXMAG00000016002
xiphophorus_maculatus ENSXMAG00000028558
kryptolebias_marmoratus ENSKMAG00000015029
oryzias_latipes ENSORLG00000022330
oryzias_latipes ENSORLG00020007032
oryzias_latipes ENSORLG00020007013
oryzias_melastigma ENSOMEG00000013545
oryzias_melastigma ENSOMEG00000013493
gasterosteus_aculeatus ENSGACG00000012010
tetraodon_nigroviridis ENSTNIG00000002521
labrus_bergylta ENSLBEG00000029012
labrus_bergylta ENSLBEG00000005312
labrus_bergylta ENSLBEG00000000248
