capra_hircus ENSCHIG00000012041
ovis_aries ENSOARG00000008607
bos_mutus ENSBMUG00000026818
bos_taurus ENSBTAG00000012751
bison_bison_bison ENSBBBG00000021751
tursiops_truncatus ENSTTRG00000006598
equus_caballus ENSECAG00000024116
equus_asinus_asinus ENSEASG00005004598
mustela_putorius_furo ENSMPUG00000008199
neovison_vison ENSNVIG00000006974
ursus_maritimus ENSUMAG00000024698
ursus_americanus ENSUAMG00000011728
ailuropoda_melanoleuca ENSAMEG00000000091
canis_lupus_dingo ENSCAFG00020007909
canis_lupus_familiaris ENSCAFG00000018413
vulpes_vulpes ENSVVUG00000006187
panthera_pardus ENSPPRG00000001091
panthera_tigris_altaica ENSPTIG00000010564
felis_catus ENSFCAG00000029656
myotis_lucifugus ENSMLUG00000013544
myotis_lucifugus ENSMLUG00000011779
sus_scrofa ENSSSCG00000035555
oryctolagus_cuniculus ENSOCUG00000020971
ochotona_princeps ENSOPRG00000002088
tupaia_belangeri ENSTBEG00000008638
procavia_capensis ENSPCAG00000010426
loxodonta_africana ENSLAFG00000002157
dasypus_novemcinctus ENSDNOG00000023966
pan_troglodytes ENSPTRG00000052248
pan_paniscus ENSPPAG00000043626
homo_sapiens ENSG00000184887
gorilla_gorilla ENSGGOG00000007627
pongo_abelii ENSPPYG00000006206
nomascus_leucogenys ENSNLEG00000027703
theropithecus_gelada ENSTGEG00000012040
papio_anubis ENSPANG00000021760
cercocebus_atys ENSCATG00000032590
mandrillus_leucophaeus ENSMLEG00000027358
macaca_fascicularis ENSMFAG00000031060
macaca_nemestrina ENSMNEG00000028873
macaca_mulatta ENSMMUG00000013828
chlorocebus_sabaeus ENSCSAG00000009515
colobus_angolensis_palliatus ENSCANG00000043861
piliocolobus_tephrosceles ENSPTEG00000029545
rhinopithecus_roxellana ENSRROG00000035229
rhinopithecus_roxellana ENSRROG00000043600
rhinopithecus_bieti ENSRBIG00000040730
macaca_fascicularis ENSMFAG00000040072
macaca_mulatta ENSMMUG00000038340
macaca_nemestrina ENSMNEG00000038158
papio_anubis ENSPANG00000011013
theropithecus_gelada ENSTGEG00000004384
mandrillus_leucophaeus ENSMLEG00000029313
pan_troglodytes ENSPTRG00000039900
pan_paniscus ENSPPAG00000043708
gorilla_gorilla ENSGGOG00000023737
cebus_capucinus ENSCCAG00000023022
saimiri_boliviensis_boliviensis ENSSBOG00000032514
callithrix_jacchus ENSCJAG00000019754
aotus_nancymaae ENSANAG00000004230
carlito_syrichta ENSTSYG00000032572
propithecus_coquereli ENSPCOG00000017854
microcebus_murinus ENSMICG00000004126
prolemur_simus ENSPSMG00000021349
otolemur_garnettii ENSOGAG00000033451
castor_canadensis ENSCCNG00000020010
dipodomys_ordii ENSDORG00000010185
mus_spicilegus ENSMSIG00000029080
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019016
mus_musculus ENSMUSG00000002803
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018167
mus_pahari MGP_PahariEiJ_G0029924
rattus_norvegicus ENSRNOG00000014693
meriones_unguiculatus ENSMUGG00000013320
microtus_ochrogaster ENSMOCG00000021298
peromyscus_maniculatus_bairdii ENSPEMG00000017258
cricetulus_griseus_chok1gshd ENSCGRG00001009658
cricetulus_griseus_crigri-picr ENSCGRG00015021338
cricetulus_griseus_crigri ENSCGRG00000007121
mesocricetus_auratus ENSMAUG00000007406
nannospalax_galili ENSNGAG00000011175
jaculus_jaculus ENSJJAG00000020321
urocitellus_parryii ENSUPAG00010019005
ictidomys_tridecemlineatus ENSSTOG00000024723
marmota_marmota_marmota ENSMMMG00000005389
spermophilus_dauricus ENSSDAG00000021644
heterocephalus_glaber_female ENSHGLG00000015655
heterocephalus_glaber_male ENSHGLG00100009409
fukomys_damarensis ENSFDAG00000011583
chinchilla_lanigera ENSCLAG00000012630
octodon_degus ENSODEG00000003194
cavia_porcellus ENSCPOG00000021021
ornithorhynchus_anatinus ENSOANG00000011116
coturnix_japonica ENSCJPG00005003096
coturnix_japonica ENSCJPG00005003094
meleagris_gallopavo ENSMGAG00000013496
gallus_gallus ENSGALG00000033813
numida_meleagris ENSNMEG00000016879
manacus_vitellinus ENSMVIG00005008817
lepidothrix_coronata ENSLCOG00000005746
cyanistes_caeruleus ENSCCEG00000014357
parus_major ENSPMJG00000001366
junco_hyemalis ENSJHYG00000012563
zonotrichia_albicollis ENSZALG00000009081
ficedula_albicollis ENSFALG00000003115
lonchura_striata_domestica ENSLSDG00000012214
taeniopygia_guttata ENSTGUG00000012927
serinus_canaria ENSSCAG00000006173
calidris_pygmaea ENSCPGG00000017412
calidris_pugnax ENSCPUG00000005168
melopsittacus_undulatus ENSMUNG00000002470
apteryx_haastii ENSAHAG00000005220
apteryx_owenii ENSAOWG00000013782
apteryx_rowi ENSARWG00000011370
dromaius_novaehollandiae ENSDNVG00000016204
chelonoidis_abingdonii ENSCABG00000011484
gopherus_agassizii ENSGAGG00000025787
chrysemys_picta_bellii ENSCPBG00000020362
pelodiscus_sinensis ENSPSIG00000003641
crocodylus_porosus ENSCPRG00005016087
sphenodon_punctatus ENSSPUG00000003845
notamacropus_eugenii ENSMEUG00000016281
phascolarctos_cinereus ENSPCIG00000022210
monodelphis_domestica ENSMODG00000014693
sarcophilus_harrisii ENSSHAG00000004592
pogona_vitticeps ENSPVIG00000020956
anolis_carolinensis ENSACAG00000015747
notechis_scutatus ENSNSUG00000018283
