poecilia_latipinna ENSPLAG00000003646
poecilia_mexicana ENSPMEG00000013593
poecilia_formosa ENSPFOG00000007198
poecilia_reticulata ENSPREG00000006729
gambusia_affinis ENSGAFG00000012699
fundulus_heteroclitus ENSFHEG00000012050
kryptolebias_marmoratus ENSKMAG00000015587
oryzias_latipes ENSORLG00020015592
oryzias_latipes_asm223469v1 ENSORLG00015020977
oryzias_latipes ENSORLG00000023819
oryzias_melastigma ENSOMEG00000017540
astatotilapia_calliptera ENSACLG00000027768
maylandia_zebra ENSMZEG00005027271
haplochromis_burtoni ENSHBUG00000023343
oreochromis_niloticus ENSONIG00000001562
amphiprion_percula ENSAPEG00000012065
amphiprion_ocellaris ENSAOCG00000022372
stegastes_partitus ENSSPAG00000009141
seriola_dumerili ENSSDUG00000014115
cynoglossus_semilaevis ENSCSEG00000018303
labrus_bergylta ENSLBEG00000023626
monopterus_albus ENSMALG00000012065
esox_lucius ENSELUG00000005068
astyanax_mexicanus ENSAMXG00000000088
pygocentrus_nattereri ENSPNAG00000008390
ictalurus_punctatus ENSIPUG00000020375
danio_rerio ENSDARG00000039937
lepisosteus_oculatus ENSLOCG00000012950
anolis_carolinensis ENSACAG00000009856
pogona_vitticeps ENSPVIG00000010241
notechis_scutatus ENSNSUG00000002403
salvator_merianae ENSSMRG00000003139
sphenodon_punctatus ENSSPUG00000001761
dromaius_novaehollandiae ENSDNVG00000009572
nothoprocta_perdicaria ENSNPEG00000014482
apteryx_haastii ENSAHAG00000012774
apteryx_owenii ENSAOWG00000001564
apteryx_rowi ENSARWG00000017151
calidris_pygmaea ENSCPGG00000011500
calidris_pugnax ENSCPUG00000004313
melopsittacus_undulatus ENSMUNG00000007452
anser_brachyrhynchus ENSABRG00000002192
anas_platyrhynchos_platyrhynchos ENSAPLG00000008158
meleagris_gallopavo ENSMGAG00000011186
gallus_gallus ENSGALG00000009182
coturnix_japonica ENSCJPG00005020105
numida_meleagris ENSNMEG00000012933
cyanistes_caeruleus ENSCCEG00000017562
parus_major ENSPMJG00000005472
ficedula_albicollis ENSFALG00000002228
taeniopygia_guttata ENSTGUG00000011020
taeniopygia_guttata ENSTGUG00000013753
lonchura_striata_domestica ENSLSDG00000012593
serinus_canaria ENSSCAG00000014603
zonotrichia_albicollis ENSZALG00000012567
junco_hyemalis ENSJHYG00000009991
manacus_vitellinus ENSMVIG00005004531
calidris_pugnax ENSCPUG00000004312
lepidothrix_coronata ENSLCOG00000007898
crocodylus_porosus ENSCPRG00005010784
gopherus_agassizii ENSGAGG00000006547
chrysemys_picta_bellii ENSCPBG00000002749
chrysemys_picta_bellii ENSCPBG00000002711
chelonoidis_abingdonii ENSCABG00000000225
pelodiscus_sinensis ENSPSIG00000004975
loxodonta_africana ENSLAFG00000017842
procavia_capensis ENSPCAG00000007442
echinops_telfairi ENSETEG00000012007
choloepus_hoffmanni ENSCHOG00000000432
bos_taurus ENSBTAG00000032299
bos_mutus ENSBMUG00000006471
bison_bison_bison ENSBBBG00000009921
capra_hircus ENSCHIG00000022378
ovis_aries ENSOARG00000016294
tursiops_truncatus ENSTTRG00000010898
sus_scrofa ENSSSCG00000010656
vicugna_pacos ENSVPAG00000005511
erinaceus_europaeus ENSEEUG00000009554
ursus_maritimus ENSUMAG00000002677
ursus_americanus ENSUAMG00000012499
ailuropoda_melanoleuca ENSAMEG00000013911
neovison_vison ENSNVIG00000004435
mustela_putorius_furo ENSMPUG00000003497
canis_lupus_familiaris ENSCAFG00000011803
canis_lupus_dingo ENSCAFG00020013622
vulpes_vulpes ENSVVUG00000010450
panthera_tigris_altaica ENSPTIG00000016937
panthera_pardus ENSPPRG00000000526
felis_catus ENSFCAG00000024420
pteropus_vampyrus ENSPVAG00000017640
equus_caballus ENSECAG00000024829
equus_asinus_asinus ENSEASG00005014591
sorex_araneus ENSSARG00000010221
myotis_lucifugus ENSMLUG00000013844
mus_spicilegus ENSMSIG00000028482
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024024
mus_musculus ENSMUSG00000025090
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023103
mus_pahari MGP_PahariEiJ_G0014591
rattus_norvegicus ENSRNOG00000017656
meriones_unguiculatus ENSMUGG00000018026
cricetulus_griseus_chok1gshd ENSCGRG00001007069
cricetulus_griseus_crigri-picr ENSCGRG00015010402
cricetulus_griseus_crigri ENSCGRG00000000104
peromyscus_maniculatus_bairdii ENSPEMG00000000161
microtus_ochrogaster ENSMOCG00000022445
nannospalax_galili ENSNGAG00000007313
jaculus_jaculus ENSJJAG00000023543
urocitellus_parryii ENSUPAG00010023474
ictidomys_tridecemlineatus ENSSTOG00000003385
spermophilus_dauricus ENSSDAG00000000565
marmota_marmota_marmota ENSMMMG00000018534
castor_canadensis ENSCCNG00000021012
dipodomys_ordii ENSDORG00000003033
chinchilla_lanigera ENSCLAG00000012897
cavia_porcellus ENSCPOG00000014936
octodon_degus ENSODEG00000000992
heterocephalus_glaber_male ENSHGLG00100003952
heterocephalus_glaber_female ENSHGLG00000015360
fukomys_damarensis ENSFDAG00000018501
oryctolagus_cuniculus ENSOCUG00000013558
ochotona_princeps ENSOPRG00000009467
tupaia_belangeri ENSTBEG00000000342
pan_troglodytes ENSPTRG00000002967
gorilla_gorilla ENSGGOG00000004102
pan_paniscus ENSPPAG00000029977
homo_sapiens ENSG00000182645
pongo_abelii ENSPPYG00000002679
nomascus_leucogenys ENSNLEG00000016388
piliocolobus_tephrosceles ENSPTEG00000036817
colobus_angolensis_palliatus ENSCANG00000042667
rhinopithecus_roxellana ENSRROG00000039698
rhinopithecus_bieti ENSRBIG00000017478
mandrillus_leucophaeus ENSMLEG00000029061
cercocebus_atys ENSCATG00000044762
papio_anubis ENSPANG00000020716
theropithecus_gelada ENSTGEG00000026215
chlorocebus_sabaeus ENSCSAG00000004877
macaca_nemestrina ENSMNEG00000032123
macaca_mulatta ENSMMUG00000016663
macaca_fascicularis ENSMFAG00000039541
saimiri_boliviensis_boliviensis ENSSBOG00000013380
cebus_capucinus ENSCCAG00000030015
callithrix_jacchus ENSCJAG00000019401
aotus_nancymaae ENSANAG00000033522
carlito_syrichta ENSTSYG00000010904
propithecus_coquereli ENSPCOG00000027018
microcebus_murinus ENSMICG00000041470
prolemur_simus ENSPSMG00000018213
otolemur_garnettii ENSOGAG00000011744
phascolarctos_cinereus ENSPCIG00000023826
notamacropus_eugenii ENSMEUG00000001988
sarcophilus_harrisii ENSSHAG00000000039
monodelphis_domestica ENSMODG00000009589
ornithorhynchus_anatinus ENSOANG00000000401
xenopus_tropicalis ENSXETG00000033025
latimeria_chalumnae ENSLACG00000003499
