latimeria_chalumnae ENSLACG00000008055
xenopus_tropicalis ENSXETG00000002509
pogona_vitticeps ENSPVIG00000006200
notechis_scutatus ENSNSUG00000009496
salvator_merianae ENSSMRG00000016146
sphenodon_punctatus ENSSPUG00000017213
gopherus_agassizii ENSGAGG00000011085
chelonoidis_abingdonii ENSCABG00000003244
chrysemys_picta_bellii ENSCPBG00000014706
pelodiscus_sinensis ENSPSIG00000006795
apteryx_haastii ENSAHAG00000006874
loxodonta_africana ENSLAFG00000009499
procavia_capensis ENSPCAG00000012850
echinops_telfairi ENSETEG00000015166
dasypus_novemcinctus ENSDNOG00000018727
chinchilla_lanigera ENSCLAG00000014639
octodon_degus ENSODEG00000017947
cavia_porcellus ENSCPOG00000031872
cavia_aperea ENSCAPG00000005661
heterocephalus_glaber_female ENSHGLG00000011853
heterocephalus_glaber_male ENSHGLG00100018021
fukomys_damarensis ENSFDAG00000018857
urocitellus_parryii ENSUPAG00010020443
ictidomys_tridecemlineatus ENSSTOG00000024202
spermophilus_dauricus ENSSDAG00000022917
marmota_marmota_marmota ENSMMMG00000009943
castor_canadensis ENSCCNG00000003799
dipodomys_ordii ENSDORG00000024662
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022411
mus_spicilegus ENSMSIG00000005681
mus_musculus ENSMUSG00000092417
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021506
mus_pahari MGP_PahariEiJ_G0020501
rattus_norvegicus ENSRNOG00000000848
meriones_unguiculatus ENSMUGG00000004129
cricetulus_griseus_chok1gshd ENSCGRG00001007828
cricetulus_griseus_crigri ENSCGRG00000014676
cricetulus_griseus_crigri-picr ENSCGRG00015028460
mesocricetus_auratus ENSMAUG00000014293
peromyscus_maniculatus_bairdii ENSPEMG00000014457
microtus_ochrogaster ENSMOCG00000000141
jaculus_jaculus ENSJJAG00000015387
oryctolagus_cuniculus ENSOCUG00000021491
ochotona_princeps ENSOPRG00000012134
pan_troglodytes ENSPTRG00000017973
pan_paniscus ENSPPAG00000035166
homo_sapiens ENSG00000204438
gorilla_gorilla ENSGGOG00000005539
pongo_abelii ENSPPYG00000016447
nomascus_leucogenys ENSNLEG00000006201
mandrillus_leucophaeus ENSMLEG00000034247
theropithecus_gelada ENSTGEG00000029383
papio_anubis ENSPANG00000007625
macaca_nemestrina ENSMNEG00000040965
macaca_fascicularis ENSMFAG00000037562
macaca_mulatta ENSMMUG00000005293
cercocebus_atys ENSCATG00000036761
chlorocebus_sabaeus ENSCSAG00000008570
rhinopithecus_roxellana ENSRROG00000036770
rhinopithecus_bieti ENSRBIG00000030023
piliocolobus_tephrosceles ENSPTEG00000036620
colobus_angolensis_palliatus ENSCANG00000038862
saimiri_boliviensis_boliviensis ENSSBOG00000031598
cebus_capucinus ENSCCAG00000019583
callithrix_jacchus ENSCJAG00000003002
aotus_nancymaae ENSANAG00000026356
carlito_syrichta ENSTSYG00000028288
propithecus_coquereli ENSPCOG00000017559
microcebus_murinus ENSMICG00000037690
prolemur_simus ENSPSMG00000017812
otolemur_garnettii ENSOGAG00000010276
myotis_lucifugus ENSMLUG00000009408
pteropus_vampyrus ENSPVAG00000012380
ursus_maritimus ENSUMAG00000014147
ursus_americanus ENSUAMG00000012437
ailuropoda_melanoleuca ENSAMEG00000009290
neovison_vison ENSNVIG00000015859
mustela_putorius_furo ENSMPUG00000011149
canis_lupus_familiaris ENSCAFG00000000601
canis_lupus_dingo ENSCAFG00020020706
vulpes_vulpes ENSVVUG00000020893
