anas_platyrhynchos_platyrhynchos ENSAPLG00000010100
melopsittacus_undulatus ENSMUNG00000004530
cyanistes_caeruleus ENSCCEG00000015659
taeniopygia_guttata ENSTGUG00000007542
lonchura_striata_domestica ENSLSDG00000012412
serinus_canaria ENSSCAG00000005670
lepidothrix_coronata ENSLCOG00000012450
parus_major ENSPMJG00000013378
junco_hyemalis ENSJHYG00000004434
zonotrichia_albicollis ENSZALG00000011245
ficedula_albicollis ENSFALG00000008638
nothoprocta_perdicaria ENSNPEG00000008556
gallus_gallus ENSGALG00000005515
coturnix_japonica ENSCJPG00005008419
meleagris_gallopavo ENSMGAG00000006635
numida_meleagris ENSNMEG00000021456
anser_brachyrhynchus ENSABRG00000022217
calidris_pygmaea ENSCPGG00000009095
calidris_pugnax ENSCPUG00000019076
apteryx_haastii ENSAHAG00000012868
apteryx_owenii ENSAOWG00000001778
apteryx_rowi ENSARWG00000006398
nothoprocta_perdicaria ENSNPEG00000008559
crocodylus_porosus ENSCPRG00005011787
gopherus_agassizii ENSGAGG00000000077
chelonoidis_abingdonii ENSCABG00000007385
chrysemys_picta_bellii ENSCPBG00000021583
pogona_vitticeps ENSPVIG00000017491
salvator_merianae ENSSMRG00000020870
sphenodon_punctatus ENSSPUG00000008251
dipodomys_ordii ENSDORG00000028727
castor_canadensis ENSCCNG00000015434
urocitellus_parryii ENSUPAG00010007083
marmota_marmota_marmota ENSMMMG00000018150
ictidomys_tridecemlineatus ENSSTOG00000012017
oryctolagus_cuniculus ENSOCUG00000007170
meriones_unguiculatus ENSMUGG00000015452
peromyscus_maniculatus_bairdii ENSPEMG00000013177
cricetulus_griseus_crigri-picr ENSCGRG00015022777
cricetulus_griseus_chok1gshd ENSCGRG00001024971
cricetulus_griseus_crigri ENSCGRG00000005611
mesocricetus_auratus ENSMAUG00000018367
microtus_ochrogaster ENSMOCG00000006230
mus_spicilegus ENSMSIG00000007602
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028570
mus_musculus ENSMUSG00000029352
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027572
mus_pahari MGP_PahariEiJ_G0024154
rattus_norvegicus ENSRNOG00000047673
nannospalax_galili ENSNGAG00000002089
jaculus_jaculus ENSJJAG00000020070
spermophilus_dauricus ENSSDAG00000003062
ochotona_princeps ENSOPRG00000006950
chinchilla_lanigera ENSCLAG00000016139
octodon_degus ENSODEG00000016750
cavia_porcellus ENSCPOG00000012394
heterocephalus_glaber_female ENSHGLG00000013224
heterocephalus_glaber_male ENSHGLG00100015548
tupaia_belangeri ENSTBEG00000003762
capra_hircus ENSCHIG00000009704
ovis_aries ENSOARG00000018985
bos_mutus ENSBMUG00000000965
bos_taurus ENSBTAG00000001255
bison_bison_bison ENSBBBG00000011188
tursiops_truncatus ENSTTRG00000016506
sus_scrofa ENSSSCG00000009954
pteropus_vampyrus ENSPVAG00000014147
ursus_americanus ENSUAMG00000009331
ursus_maritimus ENSUMAG00000014698
ailuropoda_melanoleuca ENSAMEG00000017923
mustela_putorius_furo ENSMPUG00000013682
neovison_vison ENSNVIG00000004037
canis_lupus_familiaris ENSCAFG00000011573
canis_lupus_dingo ENSCAFG00020022356
vulpes_vulpes ENSVVUG00000015992
panthera_tigris_altaica ENSPTIG00000021635
panthera_pardus ENSPPRG00000005880
felis_catus ENSFCAG00000013787
equus_caballus ENSECAG00000020756
equus_asinus_asinus ENSEASG00005007947
dasypus_novemcinctus ENSDNOG00000007246
loxodonta_africana ENSLAFG00000006837
echinops_telfairi ENSETEG00000008980
procavia_capensis ENSPCAG00000006103
choloepus_hoffmanni ENSCHOG00000006779
rhinopithecus_bieti ENSRBIG00000043982
rhinopithecus_roxellana ENSRROG00000041856
piliocolobus_tephrosceles ENSPTEG00000026178
colobus_angolensis_palliatus ENSCANG00000032202
macaca_nemestrina ENSMNEG00000031926
macaca_mulatta ENSMMUG00000006852
macaca_fascicularis ENSMFAG00000037000
papio_anubis ENSPANG00000023983
theropithecus_gelada ENSTGEG00000027673
cercocebus_atys ENSCATG00000041743
mandrillus_leucophaeus ENSMLEG00000040105
chlorocebus_sabaeus ENSCSAG00000010207
gorilla_gorilla ENSGGOG00000039263
homo_sapiens ENSG00000100053
pan_paniscus ENSPPAG00000035463
pan_troglodytes ENSPTRG00000014184
nomascus_leucogenys ENSNLEG00000007715
saimiri_boliviensis_boliviensis ENSSBOG00000033467
cebus_capucinus ENSCCAG00000002588
callithrix_jacchus ENSCJAG00000009348
