ciona_savignyi ENSCSAVG00000010049
ciona_intestinalis ENSCING00000022741
pogona_vitticeps ENSPVIG00000005206
notechis_scutatus ENSNSUG00000002737
salvator_merianae ENSSMRG00000005958
anolis_carolinensis ENSACAG00000015013
sphenodon_punctatus ENSSPUG00000016746
chrysemys_picta_bellii ENSCPBG00000004991
gopherus_agassizii ENSGAGG00000006617
cyanistes_caeruleus ENSCCEG00000004179
notamacropus_eugenii ENSMEUG00000003754
phascolarctos_cinereus ENSPCIG00000013738
jaculus_jaculus ENSJJAG00000000065
oryctolagus_cuniculus ENSOCUG00000027124
tupaia_belangeri ENSTBEG00000003404
mus_musculus ENSMUSG00000003380
mus_spicilegus ENSMSIG00000010352
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030450
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029353
mus_pahari MGP_PahariEiJ_G0021206
rattus_norvegicus ENSRNOG00000020233
meriones_unguiculatus ENSMUGG00000013113
cricetulus_griseus_crigri-picr ENSCGRG00015022981
cricetulus_griseus_chok1gshd ENSCGRG00001021463
peromyscus_maniculatus_bairdii ENSPEMG00000002744
microtus_ochrogaster ENSMOCG00000002729
nannospalax_galili ENSNGAG00000024184
castor_canadensis ENSCCNG00000006291
dipodomys_ordii ENSDORG00000006773
octodon_degus ENSODEG00000008871
cavia_porcellus ENSCPOG00000021982
heterocephalus_glaber_male ENSHGLG00100009195
heterocephalus_glaber_female ENSHGLG00000006853
fukomys_damarensis ENSFDAG00000013253
chinchilla_lanigera ENSCLAG00000001671
urocitellus_parryii ENSUPAG00010000053
spermophilus_dauricus ENSSDAG00000006810
ictidomys_tridecemlineatus ENSSTOG00000022795
marmota_marmota_marmota ENSMMMG00000018088
propithecus_coquereli ENSPCOG00000002815
microcebus_murinus ENSMICG00000008574
otolemur_garnettii ENSOGAG00000001786
pan_troglodytes ENSPTRG00000011040
pan_paniscus ENSPPAG00000038053
homo_sapiens ENSG00000105404
gorilla_gorilla ENSGGOG00000003948
pongo_abelii ENSPPYG00000010032
nomascus_leucogenys ENSNLEG00000013444
rhinopithecus_roxellana ENSRROG00000038065
rhinopithecus_bieti ENSRBIG00000043920
piliocolobus_tephrosceles ENSPTEG00000026362
colobus_angolensis_palliatus ENSCANG00000028524
mandrillus_leucophaeus ENSMLEG00000036383
chlorocebus_sabaeus ENSCSAG00000003491
macaca_mulatta ENSMMUG00000017426
macaca_fascicularis ENSMFAG00000030347
macaca_nemestrina ENSMNEG00000041557
cercocebus_atys ENSCATG00000041833
theropithecus_gelada ENSTGEG00000021667
papio_anubis ENSPANG00000003146
saimiri_boliviensis_boliviensis ENSSBOG00000018697
aotus_nancymaae ENSANAG00000031253
callithrix_jacchus ENSCJAG00000012607
cebus_capucinus ENSCCAG00000031894
aotus_nancymaae ENSANAG00000019937
carlito_syrichta ENSTSYG00000010594
myotis_lucifugus ENSMLUG00000022885
loxodonta_africana ENSLAFG00000011334
dasypus_novemcinctus ENSDNOG00000040967
capra_hircus ENSCHIG00000023419
ovis_aries ENSOARG00000008293
bos_taurus ENSBTAG00000018633
bos_mutus ENSBMUG00000008116
bison_bison_bison ENSBBBG00000020153
tursiops_truncatus ENSTTRG00000008302
sus_scrofa ENSSSCG00000003046
mustela_putorius_furo ENSMPUG00000007273
neovison_vison ENSNVIG00000024607
ailuropoda_melanoleuca ENSAMEG00000004556
canis_lupus_dingo ENSCAFG00020014693
canis_lupus_familiaris ENSCAFG00000004975
vulpes_vulpes ENSVVUG00000010606
panthera_pardus ENSPPRG00000008295
panthera_tigris_altaica ENSPTIG00000014231
felis_catus ENSFCAG00000024180
pteropus_vampyrus ENSPVAG00000012087
sorex_araneus ENSSARG00000014287
equus_caballus ENSECAG00000006670
equus_asinus_asinus ENSEASG00005004293
ursus_maritimus ENSUMAG00000002749
ursus_americanus ENSUAMG00000023863
erinaceus_europaeus ENSEEUG00000012377
vicugna_pacos ENSVPAG00000001652
ornithorhynchus_anatinus ENSOANG00000022764
xenopus_tropicalis ENSXETG00000023854
latimeria_chalumnae ENSLACG00000013016
hippocampus_comes ENSHCOG00000011980
