chelonoidis_abingdonii ENSCABG00000013802
chrysemys_picta_bellii ENSCPBG00000022857
gopherus_agassizii ENSGAGG00000001979
pelodiscus_sinensis ENSPSIG00000006976
apteryx_owenii ENSAOWG00000014995
apteryx_haastii ENSAHAG00000007991
apteryx_rowi ENSARWG00000016745
nothoprocta_perdicaria ENSNPEG00000003113
dromaius_novaehollandiae ENSDNVG00000005018
calidris_pugnax ENSCPUG00000006635
pogona_vitticeps ENSPVIG00000022065
anolis_carolinensis ENSACAG00000029376
notechis_scutatus ENSNSUG00000000064
salvator_merianae ENSSMRG00000001510
peromyscus_maniculatus_bairdii ENSPEMG00000019811
cricetulus_griseus_crigri-picr ENSCGRG00015021509
mus_spicilegus ENSMSIG00000005516
homo_sapiens ENSG00000283361
canis_lupus_familiaris ENSCAFG00000030364
mustela_putorius_furo ENSMPUG00000009166
ornithorhynchus_anatinus ENSOANG00000022457
xenopus_tropicalis ENSXETG00000013834
latimeria_chalumnae ENSLACG00000001698
anabas_testudineus ENSATEG00000006006
monopterus_albus ENSMALG00000002514
mastacembelus_armatus ENSMAMG00000018325
seriola_dumerili ENSSDUG00000009572
seriola_lalandi_dorsalis ENSSLDG00000009852
periophthalmus_magnuspinnatus ENSPMGG00000012700
amphiprion_ocellaris ENSAOCG00000020655
amphiprion_percula ENSAPEG00000003649
acanthochromis_polyacanthus ENSAPOG00000013551
stegastes_partitus ENSSPAG00000007869
neolamprologus_brichardi ENSNBRG00000000929
oreochromis_niloticus ENSONIG00000006813
gadus_morhua ENSGMOG00000019609
esox_lucius ENSELUG00000011169
pygocentrus_nattereri ENSPNAG00000000940
astyanax_mexicanus ENSAMXG00000002269
danio_rerio ENSDARG00000093739
ictalurus_punctatus ENSIPUG00000013730
scleropages_formosus ENSSFOG00015021859
lepisosteus_oculatus ENSLOCG00000002754
seriola_lalandi_dorsalis ENSSLDG00000010202
seriola_dumerili ENSSDUG00000021458
cynoglossus_semilaevis ENSCSEG00000021779
scophthalmus_maximus ENSSMAG00000018426
mola_mola ENSMMOG00000018405
takifugu_rubripes ENSTRUG00000014407
labrus_bergylta ENSLBEG00000003852
amphiprion_percula ENSAPEG00000019054
acanthochromis_polyacanthus ENSAPOG00000002221
stegastes_partitus ENSSPAG00000005413
cyprinodon_variegatus ENSCVAG00000022236
poecilia_formosa ENSPFOG00000017076
pundamilia_nyererei ENSPNYG00000023084
astatotilapia_calliptera ENSACLG00000022826
haplochromis_burtoni ENSHBUG00000006383
maylandia_zebra ENSMZEG00005002250
amphilophus_citrinellus ENSACIG00000017643
mastacembelus_armatus ENSMAMG00000014722
monopterus_albus ENSMALG00000012772
anabas_testudineus ENSATEG00000012487
periophthalmus_magnuspinnatus ENSPMGG00000005611
gadus_morhua ENSGMOG00000013459
esox_lucius ENSELUG00000002883
pygocentrus_nattereri ENSPNAG00000015074
astyanax_mexicanus ENSAMXG00000000858
ictalurus_punctatus ENSIPUG00000012742
danio_rerio ENSDARG00000101455
paramormyrops_kingsleyae ENSPKIG00000009281
scleropages_formosus ENSSFOG00015000088
lepisosteus_oculatus ENSLOCG00000014994
latimeria_chalumnae ENSLACG00000016328
salvator_merianae ENSSMRG00000000578
ciona_savignyi ENSCSAVG00000010499
ciona_intestinalis ENSCING00000022977
ciona_savignyi ENSCSAVG00000008133
ciona_intestinalis ENSCING00000005310
lepisosteus_oculatus ENSLOCG00000012690
esox_lucius ENSELUG00000005065
latimeria_chalumnae ENSLACG00000022414
