clupea_harengus ENSCHAG00000022316
denticeps_clupeoides ENSDCDG00000034336
astyanax_mexicanus ENSAMXG00000004272
astyanax_mexicanus ENSAMXG00005014888
pygocentrus_nattereri ENSPNAG00000029462
ictalurus_punctatus ENSIPUG00000013226
electrophorus_electricus ENSEEEG00000004894
danio_rerio ENSDARG00000016429
hippocampus_comes ENSHCOG00000014788
hippocampus_comes ENSHCOG00000014764
periophthalmus_magnuspinnatus ENSPMGG00000002121
periophthalmus_magnuspinnatus ENSPMGG00000002126
mastacembelus_armatus ENSMAMG00000008667
monopterus_albus ENSMALG00000015183
anabas_testudineus ENSATEG00000009772
betta_splendens ENSBSLG00000004077
amphiprion_ocellaris ENSAOCG00000006227
amphiprion_percula ENSAPEG00000000651
acanthochromis_polyacanthus ENSAPOG00000012630
stegastes_partitus ENSSPAG00000009235
fundulus_heteroclitus ENSFHEG00000008033
fundulus_heteroclitus ENSFHEG00000008064
cyprinodon_variegatus ENSCVAG00000017848
poecilia_formosa ENSPFOG00000000366
poecilia_latipinna ENSPLAG00000005917
poecilia_mexicana ENSPMEG00000006523
poecilia_reticulata ENSPREG00000014504
xiphophorus_couchianus ENSXCOG00000005951
gambusia_affinis ENSGAFG00000016773
xiphophorus_maculatus ENSXMAG00000003776
kryptolebias_marmoratus ENSKMAG00000007661
oryzias_latipes ENSORLG00000002154
oryzias_latipes ENSORLG00015004294
oryzias_latipes ENSORLG00020008061
oryzias_melastigma ENSOMEG00000010390
maylandia_zebra ENSMZEG00005009451
astatotilapia_calliptera ENSACLG00000025906
pundamilia_nyererei ENSPNYG00000020712
haplochromis_burtoni ENSHBUG00000012330
oreochromis_niloticus ENSONIG00000019275
neolamprologus_brichardi ENSNBRG00000014973
amphilophus_citrinellus ENSACIG00000006070
parambassis_ranga ENSPRNG00000021332
seriola_dumerili ENSSDUG00000022210
seriola_lalandi ENSSLDG00000004296
scophthalmus_maximus ENSSMAG00000002280
lates_calcarifer ENSLCAG00010010127
tetraodon_nigroviridis ENSTNIG00000003257
takifugu_rubripes ENSTRUG00000012014
mola_mola ENSMMOG00000006872
labrus_bergylta ENSLBEG00000027426
larimichthys_crocea ENSLCRG00005014711
cottoperca_gobio ENSCGOG00000010193
cynoglossus_semilaevis ENSCSEG00000008704
gasterosteus_aculeatus ENSGACG00000004623
gouania_willdenowi ENSGWIG00000015063
gadus_morhua ENSGMOG00000009900
hucho_hucho ENSHHUG00000051297
esox_lucius ENSELUG00000010836
scleropages_formosus ENSSFOG00015015409
paramormyrops_kingsleyae ENSPKIG00000002611
scleropages_formosus ENSSFOG00015018789
lepisosteus_oculatus ENSLOCG00000006339
erpetoichthys_calabaricus ENSECRG00000009259
callorhinchus_milii ENSCMIG00000011632
phascolarctos_cinereus ENSPCIG00000005873
vombatus_ursinus ENSVURG00010021133
notamacropus_eugenii ENSMEUG00000008871
sarcophilus_harrisii ENSSHAG00000013204
monodelphis_domestica ENSMODG00000016044
ornithorhynchus_anatinus ENSOANG00000011757
apteryx_rowi ENSARWG00000008223
apteryx_haastii ENSAHAG00000019089
apteryx_owenii ENSAOWG00000012778
dromaius_novaehollandiae ENSDNVG00000017874
nothoprocta_perdicaria ENSNPEG00000000507
coturnix_japonica ENSCJPG00005004476
meleagris_gallopavo ENSMGAG00000003781
gallus_gallus ENSGALG00000005788
numida_meleagris ENSNMEG00000015299
anser_brachyrhynchus ENSABRG00000017878
calidris_pugnax ENSCPUG00000013584
calidris_pygmaea ENSCPGG00000013511
lepidothrix_coronata ENSLCOG00000006703
manacus_vitellinus ENSMVIG00005014654
taeniopygia_guttata ENSTGUG00000006134
lonchura_striata ENSLSDG00000000921
serinus_canaria ENSSCAG00000007894
cyanistes_caeruleus ENSCCEG00000020572
parus_major ENSPMJG00000016510
ficedula_albicollis ENSFALG00000003423
zonotrichia_albicollis ENSZALG00000005284
junco_hyemalis ENSJHYG00000017274
lonchura_striata ENSLSDG00000008859
melopsittacus_undulatus ENSMUNG00000008736
crocodylus_porosus ENSCPRG00005009604
chelonoidis_abingdonii ENSCABG00000020968
gopherus_agassizii ENSGAGG00000004609
chrysemys_picta ENSCPBG00000002320
pelodiscus_sinensis ENSPSIG00000008274
pogona_vitticeps ENSPVIG00000013686
anolis_carolinensis ENSACAG00000001192
notechis_scutatus ENSNSUG00000013612
salvator_merianae ENSSMRG00000000645
pan_troglodytes ENSPTRG00000013123
pan_paniscus ENSPPAG00000041862
homo_sapiens ENSG00000006607
gorilla_gorilla ENSGGOG00000004259
pongo_abelii ENSPPYG00000013354
nomascus_leucogenys ENSNLEG00000013956
cercocebus_atys ENSCATG00000032346
mandrillus_leucophaeus ENSMLEG00000031088
papio_anubis ENSPANG00000019972
theropithecus_gelada ENSTGEG00000027219
macaca_mulatta ENSMMUG00000001313
macaca_nemestrina ENSMNEG00000030159
macaca_fascicularis ENSMFAG00000044112
chlorocebus_sabaeus ENSCSAG00000005767
rhinopithecus_bieti ENSRBIG00000032798
rhinopithecus_roxellana ENSRROG00000030018
piliocolobus_tephrosceles ENSPTEG00000036655
colobus_angolensis ENSCANG00000016924
cebus_capucinus ENSCCAG00000025705
saimiri_boliviensis ENSSBOG00000034642
callithrix_jacchus ENSCJAG00000006087
aotus_nancymaae ENSANAG00000034380
carlito_syrichta ENSTSYG00000003599
propithecus_coquereli ENSPCOG00000016260
microcebus_murinus ENSMICG00000012071
mus_spicilegus ENSMSIG00000001789
mus_spicilegus ENSMSIG00000015660
mus_spretus MGP_SPRETEiJ_G0015262
mus_musculus ENSMUSG00000034066
mus_caroli MGP_CAROLIEiJ_G0014458
mus_pahari MGP_PahariEiJ_G0027694
rattus_norvegicus ENSRNOG00000018051
meriones_unguiculatus ENSMUGG00000011550
peromyscus_maniculatus ENSPEMG00000023787
microtus_ochrogaster ENSMOCG00000021782
cricetulus_griseus ENSCGRG00001003923
cricetulus_griseus ENSCGRG00000014523
cricetulus_griseus ENSCGRG00015016940
mesocricetus_auratus ENSMAUG00000013770
nannospalax_galili ENSNGAG00000004760
jaculus_jaculus ENSJJAG00000011289
castor_canadensis ENSCCNG00000010362
chinchilla_lanigera ENSCLAG00000002135
octodon_degus ENSODEG00000010817
cavia_porcellus ENSCPOG00000013335
heterocephalus_glaber ENSHGLG00000015024
heterocephalus_glaber ENSHGLG00100017906
fukomys_damarensis ENSFDAG00000006377
urocitellus_parryii ENSUPAG00010014740
ictidomys_tridecemlineatus ENSSTOG00000022815
marmota_marmota ENSMMMG00000007659
spermophilus_dauricus ENSSDAG00000023294
oryctolagus_cuniculus ENSOCUG00000009064
ochotona_princeps ENSOPRG00000004032
tupaia_belangeri ENSTBEG00000004484
erinaceus_europaeus ENSEEUG00000011914
otolemur_garnettii ENSOGAG00000008540
bison_bison ENSBBBG00000024830
ursus_americanus ENSUAMG00000008202
ursus_maritimus ENSUMAG00000010519
ailuropoda_melanoleuca ENSAMEG00000016513
neovison_vison ENSNVIG00000018158
mustela_putorius ENSMPUG00000000175
canis_lupus ENSCAFG00020025110
canis_lupus ENSCAFG00000012990
panthera_pardus ENSPPRG00000018957
panthera_tigris ENSPTIG00000018255
felis_catus ENSFCAG00000002801
myotis_lucifugus ENSMLUG00000007123
bos_indicus ENSBIXG00000024730
bos_indicus ENSBIXG00005018965
bos_taurus ENSBTAG00000013110
bos_mutus ENSBMUG00000011602
capra_hircus ENSCHIG00000027255
ovis_aries ENSOARG00000017737
tursiops_truncatus ENSTTRG00000015253
sus_scrofa ENSSSCG00000016368
vulpes_vulpes ENSVVUG00000022785
pteropus_vampyrus ENSPVAG00000011864
equus_caballus ENSECAG00000008144
equus_asinus ENSEASG00005008264
loxodonta_africana ENSLAFG00000014569
procavia_capensis ENSPCAG00000014978
echinops_telfairi ENSETEG00000012222
vulpes_vulpes ENSVVUG00000022790
bison_bison ENSBBBG00000007729
marmota_marmota ENSMMMG00000007620
spermophilus_dauricus ENSSDAG00000023301
