caenorhabditis_elegans_strain_n2 WBGene00022107
piliocolobus_tephrosceles ENSPTEG00000011850
petromyzon_marinus ENSPMAG00000007834
eptatretus_burgeri ENSEBUG00000014368
tetraodon_nigroviridis ENSTNIG00000019098
takifugu_rubripes ENSTRUG00000004275
mola_mola ENSMMOG00000007742
gasterosteus_aculeatus ENSGACG00000006060
labrus_bergylta ENSLBEG00000007644
monopterus_albus ENSMALG00000020514
mastacembelus_armatus ENSMAMG00000024066
anabas_testudineus ENSATEG00000024365
xiphophorus_maculatus ENSXMAG00000008688
xiphophorus_couchianus ENSXCOG00000016281
gambusia_affinis ENSGAFG00000000144
poecilia_formosa ENSPFOG00000018545
poecilia_mexicana ENSPMEG00000003760
poecilia_latipinna ENSPLAG00000015864
poecilia_reticulata ENSPREG00000012923
fundulus_heteroclitus ENSFHEG00000003504
cyprinodon_variegatus ENSCVAG00000020822
kryptolebias_marmoratus ENSKMAG00000021188
oryzias_latipes_asm223469v1 ENSORLG00015004293
oryzias_latipes ENSORLG00000005779
oryzias_latipes ENSORLG00020019974
oryzias_melastigma ENSOMEG00000016205
astatotilapia_calliptera ENSACLG00000019724
maylandia_zebra ENSMZEG00005001961
haplochromis_burtoni ENSHBUG00000012185
pundamilia_nyererei ENSPNYG00000011467
oreochromis_niloticus ENSONIG00000007218
neolamprologus_brichardi ENSNBRG00000010249
amphilophus_citrinellus ENSACIG00000020205
amphiprion_ocellaris ENSAOCG00000020121
amphiprion_percula ENSAPEG00000017412
acanthochromis_polyacanthus ENSAPOG00000010741
stegastes_partitus ENSSPAG00000021676
scophthalmus_maximus ENSSMAG00000006405
cynoglossus_semilaevis ENSCSEG00000009069
seriola_dumerili ENSSDUG00000012463
seriola_lalandi_dorsalis ENSSLDG00000014435
hippocampus_comes ENSHCOG00000019331
periophthalmus_magnuspinnatus ENSPMGG00000021430
gadus_morhua ENSGMOG00000006618
esox_lucius ENSELUG00000005252
pygocentrus_nattereri ENSPNAG00000001816
astyanax_mexicanus ENSAMXG00000020379
ictalurus_punctatus ENSIPUG00000017606
danio_rerio ENSDARG00000040033
paramormyrops_kingsleyae ENSPKIG00000012868
scleropages_formosus ENSSFOG00015009471
lepisosteus_oculatus ENSLOCG00000016519
gopherus_agassizii ENSGAGG00000005813
chelonoidis_abingdonii ENSCABG00000013215
chrysemys_picta_bellii ENSCPBG00000018528
pelodiscus_sinensis ENSPSIG00000011395
anas_platyrhynchos_platyrhynchos ENSAPLG00000002183
anser_brachyrhynchus ENSABRG00000008135
meleagris_gallopavo ENSMGAG00000013262
