pygocentrus_nattereri ENSPNAG00000005670
astyanax_mexicanus ENSAMXG00000001737
ictalurus_punctatus ENSIPUG00000000888
danio_rerio ENSDARG00000012946
scleropages_formosus ENSSFOG00015003382
paramormyrops_kingsleyae ENSPKIG00000021997
lepisosteus_oculatus ENSLOCG00000007380
mola_mola ENSMMOG00000005983
takifugu_rubripes ENSTRUG00000012401
gasterosteus_aculeatus ENSGACG00000014011
seriola_lalandi_dorsalis ENSSLDG00000012918
seriola_dumerili ENSSDUG00000019951
scophthalmus_maximus ENSSMAG00000019297
labrus_bergylta ENSLBEG00000023588
mastacembelus_armatus ENSMAMG00000013001
monopterus_albus ENSMALG00000014506
anabas_testudineus ENSATEG00000013274
amphiprion_ocellaris ENSAOCG00000014650
amphiprion_percula ENSAPEG00000017319
acanthochromis_polyacanthus ENSAPOG00000001598
stegastes_partitus ENSSPAG00000017888
haplochromis_burtoni ENSHBUG00000007117
pundamilia_nyererei ENSPNYG00000012806
astatotilapia_calliptera ENSACLG00000019076
maylandia_zebra ENSMZEG00005020794
neolamprologus_brichardi ENSNBRG00000005875
oreochromis_niloticus ENSONIG00000003169
amphilophus_citrinellus ENSACIG00000000941
periophthalmus_magnuspinnatus ENSPMGG00000000146
scleropages_formosus ENSSFOG00015009312
cynoglossus_semilaevis ENSCSEG00000007461
hippocampus_comes ENSHCOG00000001713
periophthalmus_magnuspinnatus ENSPMGG00000012185
oryzias_latipes ENSORLG00000015260
oryzias_latipes ENSORLG00020016935
oryzias_latipes_asm223469v1 ENSORLG00015014879
oryzias_melastigma ENSOMEG00000020388
poecilia_formosa ENSPFOG00000007983
poecilia_mexicana ENSPMEG00000016782
poecilia_latipinna ENSPLAG00000014877
poecilia_reticulata ENSPREG00000003320
gambusia_affinis ENSGAFG00000016596
xiphophorus_maculatus ENSXMAG00000012138
xiphophorus_couchianus ENSXCOG00000017835
cyprinodon_variegatus ENSCVAG00000013232
fundulus_heteroclitus ENSFHEG00000010954
kryptolebias_marmoratus ENSKMAG00000002408
acanthochromis_polyacanthus ENSAPOG00000017304
labrus_bergylta ENSLBEG00000020971
gasterosteus_aculeatus ENSGACG00000014311
scophthalmus_maximus ENSSMAG00000012615
amphiprion_ocellaris ENSAOCG00000004572
amphiprion_percula ENSAPEG00000005188
acanthochromis_polyacanthus ENSAPOG00000010430
stegastes_partitus ENSSPAG00000016256
astatotilapia_calliptera ENSACLG00000022011
maylandia_zebra ENSMZEG00005003985
haplochromis_burtoni ENSHBUG00000019316
pundamilia_nyererei ENSPNYG00000016611
neolamprologus_brichardi ENSNBRG00000004661
oreochromis_niloticus ENSONIG00000003166
seriola_lalandi_dorsalis ENSSLDG00000013806
seriola_dumerili ENSSDUG00000010890
anabas_testudineus ENSATEG00000007425
monopterus_albus ENSMALG00000020443
tetraodon_nigroviridis ENSTNIG00000010133
takifugu_rubripes ENSTRUG00000004112
mola_mola ENSMMOG00000015569
mastacembelus_armatus ENSMAMG00000009117
amphilophus_citrinellus ENSACIG00000008295
gadus_morhua ENSGMOG00000017455
esox_lucius ENSELUG00000010637
xenopus_tropicalis ENSXETG00000008966
manacus_vitellinus ENSMVIG00005011538
oryzias_melastigma ENSOMEG00000020402
apteryx_haastii ENSAHAG00000018317
apteryx_rowi ENSARWG00000012084
apteryx_owenii ENSAOWG00000011285
dromaius_novaehollandiae ENSDNVG00000015831
nothoprocta_perdicaria ENSNPEG00000011675
taeniopygia_guttata ENSTGUG00000007873
lonchura_striata_domestica ENSLSDG00000000789
serinus_canaria ENSSCAG00000013603
junco_hyemalis ENSJHYG00000007890
zonotrichia_albicollis ENSZALG00000018119
ficedula_albicollis ENSFALG00000004339
cyanistes_caeruleus ENSCCEG00000006913
parus_major ENSPMJG00000011481
anas_platyrhynchos_platyrhynchos ENSAPLG00000012524
gallus_gallus ENSGALG00000016548
coturnix_japonica ENSCJPG00005017893
meleagris_gallopavo ENSMGAG00000014685
numida_meleagris ENSNMEG00000015568
anser_brachyrhynchus ENSABRG00000010245
calidris_pugnax ENSCPUG00000007491
calidris_pygmaea ENSCPGG00000004262
manacus_vitellinus ENSMVIG00005014739
lepidothrix_coronata ENSLCOG00000002678
melopsittacus_undulatus ENSMUNG00000003292
crocodylus_porosus ENSCPRG00005005518
gopherus_agassizii ENSGAGG00000005652
chelonoidis_abingdonii ENSCABG00000011024
chrysemys_picta_bellii ENSCPBG00000016053
pelodiscus_sinensis ENSPSIG00000010350
sphenodon_punctatus ENSSPUG00000017802
latimeria_chalumnae ENSLACG00000001426
notamacropus_eugenii ENSMEUG00000004217
phascolarctos_cinereus ENSPCIG00000009803
monodelphis_domestica ENSMODG00000017168
monodelphis_domestica ENSMODG00000017609
sarcophilus_harrisii ENSSHAG00000005248
saimiri_boliviensis_boliviensis ENSSBOG00000024963
cebus_capucinus ENSCCAG00000034423
aotus_nancymaae ENSANAG00000036135
callithrix_jacchus ENSCJAG00000004462
cercocebus_atys ENSCATG00000044882
mandrillus_leucophaeus ENSMLEG00000033274
papio_anubis ENSPANG00000025656
theropithecus_gelada ENSTGEG00000017014
macaca_mulatta ENSMMUG00000019363
macaca_fascicularis ENSMFAG00000031838
macaca_nemestrina ENSMNEG00000038782
chlorocebus_sabaeus ENSCSAG00000014812
colobus_angolensis_palliatus ENSCANG00000040378
rhinopithecus_roxellana ENSRROG00000044395
pan_paniscus ENSPPAG00000042206
pan_troglodytes ENSPTRG00000021700
gorilla_gorilla ENSGGOG00000001309
homo_sapiens ENSG00000169895
pongo_abelii ENSPPYG00000020156
nomascus_leucogenys ENSNLEG00000009545
carlito_syrichta ENSTSYG00000007026
microcebus_murinus ENSMICG00000000435
propithecus_coquereli ENSPCOG00000015667
prolemur_simus ENSPSMG00000008461
otolemur_garnettii ENSOGAG00000028403
tupaia_belangeri ENSTBEG00000008761
mus_musculus ENSMUSG00000031357
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034719
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033549
mus_pahari MGP_PahariEiJ_G0032088
rattus_norvegicus ENSRNOG00000004304
meriones_unguiculatus ENSMUGG00000026132
microtus_ochrogaster ENSMOCG00000003662
peromyscus_maniculatus_bairdii ENSPEMG00000017603
cricetulus_griseus_chok1gshd ENSCGRG00001017761
cricetulus_griseus_crigri-picr ENSCGRG00015015364
cricetulus_griseus_crigri ENSCGRG00000005457
mesocricetus_auratus ENSMAUG00000004105
nannospalax_galili ENSNGAG00000011349
jaculus_jaculus ENSJJAG00000015936
octodon_degus ENSODEG00000020125
octodon_degus ENSODEG00000006406
