ovis_aries ENSOARG00000011723
capra_hircus ENSCHIG00000019769
bos_mutus ENSBMUG00000005806
bos_taurus ENSBTAG00000015373
bison_bison_bison ENSBBBG00000001223
tursiops_truncatus ENSTTRG00000013741
sus_scrofa ENSSSCG00000003441
equus_asinus_asinus ENSEASG00005016045
equus_caballus ENSECAG00000013280
ursus_americanus ENSUAMG00000019429
ursus_maritimus ENSUMAG00000021783
ailuropoda_melanoleuca ENSAMEG00000006738
neovison_vison ENSNVIG00000010988
mustela_putorius_furo ENSMPUG00000016368
canis_lupus_familiaris ENSCAFG00000016370
canis_lupus_dingo ENSCAFG00020004712
vulpes_vulpes ENSVVUG00000028875
panthera_tigris_altaica ENSPTIG00000015446
panthera_pardus ENSPPRG00000002379
felis_catus ENSFCAG00000031519
pteropus_vampyrus ENSPVAG00000012801
pteropus_vampyrus ENSPVAG00000006503
myotis_lucifugus ENSMLUG00000016187
erinaceus_europaeus ENSEEUG00000000201
mus_spicilegus ENSMSIG00000027977
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027764
mus_musculus ENSMUSG00000078507
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026772
mus_pahari MGP_PahariEiJ_G0029120
rattus_norvegicus ENSRNOG00000026613
meriones_unguiculatus ENSMUGG00000004988
peromyscus_maniculatus_bairdii ENSPEMG00000019428
microtus_ochrogaster ENSMOCG00000019587
cricetulus_griseus_crigri-picr ENSCGRG00015001086
cricetulus_griseus_chok1gshd ENSCGRG00001024964
cricetulus_griseus_crigri ENSCGRG00000010182
mesocricetus_auratus ENSMAUG00000008443
nannospalax_galili ENSNGAG00000016808
jaculus_jaculus ENSJJAG00000011110
chinchilla_lanigera ENSCLAG00000005582
octodon_degus ENSODEG00000002802
cavia_porcellus ENSCPOG00000000228
heterocephalus_glaber_male ENSHGLG00100012864
heterocephalus_glaber_female ENSHGLG00000008630
fukomys_damarensis ENSFDAG00000009116
ictidomys_tridecemlineatus ENSSTOG00000007059
marmota_marmota_marmota ENSMMMG00000016361
urocitellus_parryii ENSUPAG00010004684
ochotona_princeps ENSOPRG00000006717
oryctolagus_cuniculus ENSOCUG00000025025
tupaia_belangeri ENSTBEG00000008301
homo_sapiens ENSG00000188984
pan_troglodytes ENSPTRG00000000168
gorilla_gorilla ENSGGOG00000022442
pongo_abelii ENSPPYG00000001866
nomascus_leucogenys ENSNLEG00000034520
cercocebus_atys ENSCATG00000030395
mandrillus_leucophaeus ENSMLEG00000042653
macaca_mulatta ENSMMUG00000038446
macaca_fascicularis ENSMFAG00000038244
macaca_nemestrina ENSMNEG00000034202
papio_anubis ENSPANG00000000763
theropithecus_gelada ENSTGEG00000021918
chlorocebus_sabaeus ENSCSAG00000000813
rhinopithecus_roxellana ENSRROG00000022420
rhinopithecus_bieti ENSRBIG00000041814
colobus_angolensis_palliatus ENSCANG00000038260
piliocolobus_tephrosceles ENSPTEG00000031344
saimiri_boliviensis_boliviensis ENSSBOG00000015050
callithrix_jacchus ENSCJAG00000013722
cebus_capucinus ENSCCAG00000015991
aotus_nancymaae ENSANAG00000033163
carlito_syrichta ENSTSYG00000026680
otolemur_garnettii ENSOGAG00000002281
procavia_capensis ENSPCAG00000004042
loxodonta_africana ENSLAFG00000005997
echinops_telfairi ENSETEG00000002043
echinops_telfairi ENSETEG00000015611
choloepus_hoffmanni ENSCHOG00000003473
dasypus_novemcinctus ENSDNOG00000006980
notamacropus_eugenii ENSMEUG00000007263
sarcophilus_harrisii ENSSHAG00000001243
