mola_mola ENSMMOG00000013261
anabas_testudineus ENSATEG00000024584
stegastes_partitus ENSSPAG00000013166
acanthochromis_polyacanthus ENSAPOG00000022892
xiphophorus_couchianus ENSXCOG00000005747
ictalurus_punctatus ENSIPUG00000009754
astyanax_mexicanus ENSAMXG00000024491
pygocentrus_nattereri ENSPNAG00000017618
ictalurus_punctatus ENSIPUG00000003235
esox_lucius ENSELUG00000022329
paramormyrops_kingsleyae ENSPKIG00000003074
ovis_aries ENSOARG00000002074
canis_lupus_familiaris ENSCAFG00000031045
gallus_gallus ENSGALG00000047026
anser_brachyrhynchus ENSABRG00000007078
lepidothrix_coronata ENSLCOG00000013032
manacus_vitellinus ENSMVIG00005015910
serinus_canaria ENSSCAG00000012411
nothoprocta_perdicaria ENSNPEG00000015488
notechis_scutatus ENSNSUG00000017626
gambusia_affinis ENSGAFG00000006720
cricetulus_griseus_chok1gshd ENSCGRG00001021385
cricetulus_griseus_crigri ENSCGRG00000014008
cricetulus_griseus_crigri-picr ENSCGRG00015007394
dasypus_novemcinctus ENSDNOG00000033693
eptatretus_burgeri ENSEBUG00000009375
eptatretus_burgeri ENSEBUG00000001326
eptatretus_burgeri ENSEBUG00000009251
eptatretus_burgeri ENSEBUG00000010318
esox_lucius ENSELUG00000023707
ciona_savignyi ENSCSAVG00000007797
ciona_savignyi ENSCSAVG00000003438
ciona_savignyi ENSCSAVG00000003581
ciona_savignyi ENSCSAVG00000008725
ciona_savignyi ENSCSAVG00000001867
ciona_intestinalis ENSCING00000005681
ciona_intestinalis ENSCING00000000546
