pygocentrus_nattereri ENSPNAG00000010614
astyanax_mexicanus ENSAMXG00000016415
ictalurus_punctatus ENSIPUG00000022534
danio_rerio ENSDARG00000095821
periophthalmus_magnuspinnatus ENSPMGG00000022163
cynoglossus_semilaevis ENSCSEG00000010131
takifugu_rubripes ENSTRUG00000020895
tetraodon_nigroviridis ENSTNIG00000008210
mola_mola ENSMMOG00000017943
monopterus_albus ENSMALG00000007582
mastacembelus_armatus ENSMAMG00000003403
anabas_testudineus ENSATEG00000024765
seriola_dumerili ENSSDUG00000008468
seriola_lalandi_dorsalis ENSSLDG00000009681
scophthalmus_maximus ENSSMAG00000009783
poecilia_mexicana ENSPMEG00000013807
poecilia_formosa ENSPFOG00000013991
poecilia_latipinna ENSPLAG00000014390
poecilia_reticulata ENSPREG00000016243
gambusia_affinis ENSGAFG00000019804
xiphophorus_maculatus ENSXMAG00000022219
cyprinodon_variegatus ENSCVAG00000009577
fundulus_heteroclitus ENSFHEG00000010205
kryptolebias_marmoratus ENSKMAG00000002079
oryzias_latipes ENSORLG00000003232
oryzias_latipes ENSORLG00020022483
oryzias_melastigma ENSOMEG00000007508
pundamilia_nyererei ENSPNYG00000003653
astatotilapia_calliptera ENSACLG00000025368
haplochromis_burtoni ENSHBUG00000016432
neolamprologus_brichardi ENSNBRG00000006913
maylandia_zebra ENSMZEG00005012373
amphilophus_citrinellus ENSACIG00000003255
amphiprion_percula ENSAPEG00000021844
amphiprion_ocellaris ENSAOCG00000004008
acanthochromis_polyacanthus ENSAPOG00000019203
stegastes_partitus ENSSPAG00000020018
labrus_bergylta ENSLBEG00000001852
hippocampus_comes ENSHCOG00000014186
gasterosteus_aculeatus ENSGACG00000004775
gadus_morhua ENSGMOG00000005625
esox_lucius ENSELUG00000005808
scleropages_formosus ENSSFOG00015005947
paramormyrops_kingsleyae ENSPKIG00000018144
lepisosteus_oculatus ENSLOCG00000009416
eptatretus_burgeri ENSEBUG00000004773
