apteryx_rowi ENSARWG00000015893
apteryx_haastii ENSAHAG00000019489
apteryx_owenii ENSAOWG00000016051
dromaius_novaehollandiae ENSDNVG00000016303
nothoprocta_perdicaria ENSNPEG00000012335
anser_brachyrhynchus ENSABRG00000005978
anas_platyrhynchos_platyrhynchos ENSAPLG00000007365
gallus_gallus ENSGALG00000011770
coturnix_japonica ENSCJPG00005021049
meleagris_gallopavo ENSMGAG00000012119
numida_meleagris ENSNMEG00000023138
lonchura_striata_domestica ENSLSDG00000001691
taeniopygia_guttata ENSTGUG00000004119
serinus_canaria ENSSCAG00000011427
ficedula_albicollis ENSFALG00000013447
parus_major ENSPMJG00000019892
cyanistes_caeruleus ENSCCEG00000007668
junco_hyemalis ENSJHYG00000017717
zonotrichia_albicollis ENSZALG00000004245
manacus_vitellinus ENSMVIG00005000350
lepidothrix_coronata ENSLCOG00000014441
melopsittacus_undulatus ENSMUNG00000002681
calidris_pygmaea ENSCPGG00000009033
calidris_pugnax ENSCPUG00000016192
crocodylus_porosus ENSCPRG00005002514
chelonoidis_abingdonii ENSCABG00000014031
gopherus_agassizii ENSGAGG00000020845
chrysemys_picta_bellii ENSCPBG00000013848
pelodiscus_sinensis ENSPSIG00000003729
sphenodon_punctatus ENSSPUG00000016493
sphenodon_punctatus ENSSPUG00000010287
anolis_carolinensis ENSACAG00000010326
anolis_carolinensis ENSACAG00000000507
pogona_vitticeps ENSPVIG00000008485
notechis_scutatus ENSNSUG00000010301
salvator_merianae ENSSMRG00000014334
phascolarctos_cinereus ENSPCIG00000002525
notamacropus_eugenii ENSMEUG00000003126
sarcophilus_harrisii ENSSHAG00000010017
monodelphis_domestica ENSMODG00000018353
pteropus_vampyrus ENSPVAG00000000213
myotis_lucifugus ENSMLUG00000002366
ursus_maritimus ENSUMAG00000025187
ursus_americanus ENSUAMG00000000470
ailuropoda_melanoleuca ENSAMEG00000008246
neovison_vison ENSNVIG00000012841
mustela_putorius_furo ENSMPUG00000004294
canis_lupus_dingo ENSCAFG00020004557
canis_lupus_familiaris ENSCAFG00000012401
vulpes_vulpes ENSVVUG00000004616
panthera_tigris_altaica ENSPTIG00000020583
panthera_pardus ENSPPRG00000005595
felis_catus ENSFCAG00000006800
ovis_aries ENSOARG00000020220
capra_hircus ENSCHIG00000025149
bos_taurus ENSBTAG00000013727
bos_mutus ENSBMUG00000010681
bison_bison_bison ENSBBBG00000008096
tursiops_truncatus ENSTTRG00000014945
sus_scrofa ENSSSCG00000011864
vicugna_pacos ENSVPAG00000011947
equus_asinus_asinus ENSEASG00005006882
equus_caballus ENSECAG00000009708
sorex_araneus ENSSARG00000011454
erinaceus_europaeus ENSEEUG00000010088
pan_troglodytes ENSPTRG00000015312
pan_paniscus ENSPPAG00000028773
gorilla_gorilla ENSGGOG00000014137
homo_sapiens ENSG00000114491
pongo_abelii ENSPPYG00000013467
nomascus_leucogenys ENSNLEG00000000631
theropithecus_gelada ENSTGEG00000008677
papio_anubis ENSPANG00000019863
macaca_nemestrina ENSMNEG00000036781
macaca_mulatta ENSMMUG00000032009
macaca_fascicularis ENSMFAG00000002273
mandrillus_leucophaeus ENSMLEG00000036757
cercocebus_atys ENSCATG00000034479
chlorocebus_sabaeus ENSCSAG00000007770
rhinopithecus_roxellana ENSRROG00000041509
rhinopithecus_bieti ENSRBIG00000044165
colobus_angolensis_palliatus ENSCANG00000030943
piliocolobus_tephrosceles ENSPTEG00000013736
cebus_capucinus ENSCCAG00000035562
saimiri_boliviensis_boliviensis ENSSBOG00000023619
callithrix_jacchus ENSCJAG00000006554
aotus_nancymaae ENSANAG00000024565
carlito_syrichta ENSTSYG00000012391
propithecus_coquereli ENSPCOG00000012728
microcebus_murinus ENSMICG00000049168
prolemur_simus ENSPSMG00000013229
otolemur_garnettii ENSOGAG00000005426
tupaia_belangeri ENSTBEG00000000762
heterocephalus_glaber_male ENSHGLG00100004375
heterocephalus_glaber_female ENSHGLG00000011551
fukomys_damarensis ENSFDAG00000008790
cavia_porcellus ENSCPOG00000007985
cavia_aperea ENSCAPG00000015741
octodon_degus ENSODEG00000008657
chinchilla_lanigera ENSCLAG00000014945
urocitellus_parryii ENSUPAG00010021377
spermophilus_dauricus ENSSDAG00000012536
ictidomys_tridecemlineatus ENSSTOG00000005682
marmota_marmota_marmota ENSMMMG00000012713
castor_canadensis ENSCCNG00000006753
dipodomys_ordii ENSDORG00000004041
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021590
mus_musculus ENSMUSG00000022814
mus_spicilegus ENSMSIG00000011773
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020694
mus_pahari MGP_PahariEiJ_G0016397
rattus_norvegicus ENSRNOG00000001797
meriones_unguiculatus ENSMUGG00000000051
meriones_unguiculatus ENSMUGG00000000396
cricetulus_griseus_chok1gshd ENSCGRG00001013380
cricetulus_griseus_crigri-picr ENSCGRG00015019758
cricetulus_griseus_crigri ENSCGRG00000014908
mesocricetus_auratus ENSMAUG00000010311
peromyscus_maniculatus_bairdii ENSPEMG00000016924
microtus_ochrogaster ENSMOCG00000017158
