monopterus_albus ENSMALG00000001908
mastacembelus_armatus ENSMAMG00000001590
anabas_testudineus ENSATEG00000009211
scophthalmus_maximus ENSSMAG00000016499
cynoglossus_semilaevis ENSCSEG00000013628
seriola_dumerili ENSSDUG00000023392
seriola_lalandi_dorsalis ENSSLDG00000011662
hippocampus_comes ENSHCOG00000007457
gasterosteus_aculeatus ENSGACG00000005388
labrus_bergylta ENSLBEG00000021813
tetraodon_nigroviridis ENSTNIG00000013991
takifugu_rubripes ENSTRUG00000010987
mola_mola ENSMMOG00000005558
xiphophorus_couchianus ENSXCOG00000009880
xiphophorus_maculatus ENSXMAG00000003449
poecilia_formosa ENSPFOG00000019581
poecilia_mexicana ENSPMEG00000006167
poecilia_latipinna ENSPLAG00000015282
poecilia_reticulata ENSPREG00000007188
gambusia_affinis ENSGAFG00000006373
fundulus_heteroclitus ENSFHEG00000002057
cyprinodon_variegatus ENSCVAG00000018252
kryptolebias_marmoratus ENSKMAG00000014040
oryzias_latipes ENSORLG00000017254
oryzias_latipes_asm223469v1 ENSORLG00015010371
oryzias_latipes ENSORLG00020018021
oryzias_melastigma ENSOMEG00000000315
amphiprion_ocellaris ENSAOCG00000013638
amphiprion_percula ENSAPEG00000021483
acanthochromis_polyacanthus ENSAPOG00000007808
stegastes_partitus ENSSPAG00000008541
astatotilapia_calliptera ENSACLG00000004178
maylandia_zebra ENSMZEG00005023147
haplochromis_burtoni ENSHBUG00000009578
pundamilia_nyererei ENSPNYG00000022705
neolamprologus_brichardi ENSNBRG00000009192
oreochromis_niloticus ENSONIG00000006224
amphilophus_citrinellus ENSACIG00000013352
periophthalmus_magnuspinnatus ENSPMGG00000005002
gadus_morhua ENSGMOG00000002213
esox_lucius ENSELUG00000011223
pygocentrus_nattereri ENSPNAG00000014145
astyanax_mexicanus ENSAMXG00000010667
ictalurus_punctatus ENSIPUG00000001237
danio_rerio ENSDARG00000010035
paramormyrops_kingsleyae ENSPKIG00000022668
scleropages_formosus ENSSFOG00015004631
lepisosteus_oculatus ENSLOCG00000012284
latimeria_chalumnae ENSLACG00000018454
anser_brachyrhynchus ENSABRG00000011907
anas_platyrhynchos_platyrhynchos ENSAPLG00000008319
anas_platyrhynchos_platyrhynchos ENSAPLG00000020957
gallus_gallus ENSGALG00000011816
coturnix_japonica ENSCJPG00005021182
meleagris_gallopavo ENSMGAG00000006006
numida_meleagris ENSNMEG00000002592
calidris_pugnax ENSCPUG00000000149
calidris_pygmaea ENSCPGG00000001692
melopsittacus_undulatus ENSMUNG00000001609
taeniopygia_guttata ENSTGUG00000003184
lonchura_striata_domestica ENSLSDG00000003171
serinus_canaria ENSSCAG00000011770
junco_hyemalis ENSJHYG00000005831
ficedula_albicollis ENSFALG00000012262
cyanistes_caeruleus ENSCCEG00000004860
parus_major ENSPMJG00000016630
lepidothrix_coronata ENSLCOG00000012595
manacus_vitellinus ENSMVIG00005013147
apteryx_haastii ENSAHAG00000005049
