anser_brachyrhynchus ENSABRG00000016764
melopsittacus_undulatus ENSMUNG00000005726
coturnix_japonica ENSCJPG00005011229
gallus_gallus ENSGALG00000055041
meleagris_gallopavo ENSMGAG00000004783
anas_platyrhynchos_platyrhynchos ENSAPLG00000001223
calidris_pygmaea ENSCPGG00000015402
calidris_pugnax ENSCPUG00000009446
taeniopygia_guttata ENSTGUG00000000560
zonotrichia_albicollis ENSZALG00000010529
ficedula_albicollis ENSFALG00000008525
manacus_vitellinus ENSMVIG00005016787
lepidothrix_coronata ENSLCOG00000007958
apteryx_haastii ENSAHAG00000019707
apteryx_rowi ENSARWG00000005046
apteryx_owenii ENSAOWG00000010513
dromaius_novaehollandiae ENSDNVG00000004766
nothoprocta_perdicaria ENSNPEG00000004902
crocodylus_porosus ENSCPRG00005013504
