monodelphis_domestica ENSMODG00000016725
sarcophilus_harrisii ENSSHAG00000005982
phascolarctos_cinereus ENSPCIG00000028968
notamacropus_eugenii ENSMEUG00000015878
ornithorhynchus_anatinus ENSOANG00000004261
apteryx_haastii ENSAHAG00000013751
apteryx_owenii ENSAOWG00000005897
apteryx_rowi ENSARWG00000018576
dromaius_novaehollandiae ENSDNVG00000006567
parus_major ENSPMJG00000009752
cyanistes_caeruleus ENSCCEG00000017949
ficedula_albicollis ENSFALG00000010341
lonchura_striata_domestica ENSLSDG00000017555
taeniopygia_guttata ENSTGUG00000001556
serinus_canaria ENSSCAG00000013009
zonotrichia_albicollis ENSZALG00000013953
junco_hyemalis ENSJHYG00000016602
manacus_vitellinus ENSMVIG00005003546
lepidothrix_coronata ENSLCOG00000011796
melopsittacus_undulatus ENSMUNG00000001103
calidris_pugnax ENSCPUG00000009326
calidris_pygmaea ENSCPGG00000011915
anser_brachyrhynchus ENSABRG00000007011
anas_platyrhynchos_platyrhynchos ENSAPLG00000014013
gallus_gallus ENSGALG00000009653
meleagris_gallopavo ENSMGAG00000008945
coturnix_japonica ENSCJPG00005011435
numida_meleagris ENSNMEG00000005988
calidris_pygmaea ENSCPGG00000011910
nothoprocta_perdicaria ENSNPEG00000014067
crocodylus_porosus ENSCPRG00005014236
gopherus_agassizii ENSGAGG00000019612
chelonoidis_abingdonii ENSCABG00000001104
chrysemys_picta_bellii ENSCPBG00000024418
pelodiscus_sinensis ENSPSIG00000016515
pogona_vitticeps ENSPVIG00000013378
anolis_carolinensis ENSACAG00000013610
notechis_scutatus ENSNSUG00000008858
salvator_merianae ENSSMRG00000009493
sphenodon_punctatus ENSSPUG00000012849
carlito_syrichta ENSTSYG00000004953
marmota_marmota_marmota ENSMMMG00000008553
heterocephalus_glaber_female ENSHGLG00000002281
heterocephalus_glaber_male ENSHGLG00100009360
fukomys_damarensis ENSFDAG00000014372
chinchilla_lanigera ENSCLAG00000007565
octodon_degus ENSODEG00000010520
cavia_porcellus ENSCPOG00000033243
cavia_aperea ENSCAPG00000007476
dipodomys_ordii ENSDORG00000008747
jaculus_jaculus ENSJJAG00000013202
spermophilus_dauricus ENSSDAG00000019391
ictidomys_tridecemlineatus ENSSTOG00000010829
urocitellus_parryii ENSUPAG00010014912
marmota_marmota_marmota ENSMMMG00000013107
nannospalax_galili ENSNGAG00000023372
castor_canadensis ENSCCNG00000026435
oryctolagus_cuniculus ENSOCUG00000012292
ochotona_princeps ENSOPRG00000011615
propithecus_coquereli ENSPCOG00000014533
propithecus_coquereli ENSPCOG00000020996
prolemur_simus ENSPSMG00000010248
microcebus_murinus ENSMICG00000034673
otolemur_garnettii ENSOGAG00000012017
homo_sapiens ENSG00000127995
pan_troglodytes ENSPTRG00000019410
pongo_abelii ENSPPYG00000017808
cercocebus_atys ENSCATG00000035733
papio_anubis ENSPANG00000005677
theropithecus_gelada ENSTGEG00000001812
macaca_fascicularis ENSMFAG00000002018
macaca_mulatta ENSMMUG00000016393
macaca_nemestrina ENSMNEG00000043682
piliocolobus_tephrosceles ENSPTEG00000029737
colobus_angolensis_palliatus ENSCANG00000025615
rhinopithecus_roxellana ENSRROG00000029922
rhinopithecus_bieti ENSRBIG00000044797
cebus_capucinus ENSCCAG00000020486
callithrix_jacchus ENSCJAG00000013493
aotus_nancymaae ENSANAG00000022391
pan_paniscus ENSPPAG00000042059
gorilla_gorilla ENSGGOG00000013491
nomascus_leucogenys ENSNLEG00000015519
mandrillus_leucophaeus ENSMLEG00000041290
chlorocebus_sabaeus ENSCSAG00000012791
saimiri_boliviensis_boliviensis ENSSBOG00000022509
tupaia_belangeri ENSTBEG00000007885
equus_asinus_asinus ENSEASG00005020801
equus_caballus ENSECAG00000011527
sorex_araneus ENSSARG00000003113
pteropus_vampyrus ENSPVAG00000008863
myotis_lucifugus ENSMLUG00000016713
ursus_maritimus ENSUMAG00000021083
ursus_americanus ENSUAMG00000012173
ailuropoda_melanoleuca ENSAMEG00000017482
neovison_vison ENSNVIG00000018302
mustela_putorius_furo ENSMPUG00000001604
canis_lupus_familiaris ENSCAFG00000002093
canis_lupus_dingo ENSCAFG00020011601
vulpes_vulpes ENSVVUG00000015568
panthera_pardus ENSPPRG00000002948
panthera_tigris_altaica ENSPTIG00000011670
felis_catus ENSFCAG00000023057
capra_hircus ENSCHIG00000010702
ovis_aries ENSOARG00000002097
bos_mutus ENSBMUG00000005481
bos_taurus ENSBTAG00000009109
bison_bison_bison ENSBBBG00000004543
tursiops_truncatus ENSTTRG00000003721
sus_scrofa ENSSSCG00000015327
vicugna_pacos ENSVPAG00000002280
loxodonta_africana ENSLAFG00000001296
procavia_capensis ENSPCAG00000007327
echinops_telfairi ENSETEG00000006021
choloepus_hoffmanni ENSCHOG00000012615
dasypus_novemcinctus ENSDNOG00000007252
erinaceus_europaeus ENSEEUG00000006669
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029076
mus_spicilegus ENSMSIG00000019237
mus_musculus ENSMUSG00000015189
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028076
mus_pahari MGP_PahariEiJ_G0021832
rattus_norvegicus ENSRNOG00000047453
meriones_unguiculatus ENSMUGG00000017465
peromyscus_maniculatus_bairdii ENSPEMG00000014646
microtus_ochrogaster ENSMOCG00000020135
cricetulus_griseus_crigri-picr ENSCGRG00015025186
cricetulus_griseus_chok1gshd ENSCGRG00001001133
cricetulus_griseus_crigri ENSCGRG00000016454
mesocricetus_auratus ENSMAUG00000017786
nannospalax_galili ENSNGAG00000001391
xenopus_tropicalis ENSXETG00000020309
latimeria_chalumnae ENSLACG00000004947
fundulus_heteroclitus ENSFHEG00000012765
cyprinodon_variegatus ENSCVAG00000015158
xiphophorus_maculatus ENSXMAG00000000704
xiphophorus_couchianus ENSXCOG00000000418
gambusia_affinis ENSGAFG00000018117
poecilia_formosa ENSPFOG00000012384
poecilia_latipinna ENSPLAG00000009740
poecilia_mexicana ENSPMEG00000017582
poecilia_reticulata ENSPREG00000002427
kryptolebias_marmoratus ENSKMAG00000000407
oryzias_latipes ENSORLG00020003084
oryzias_latipes ENSORLG00000004357
oryzias_latipes_asm223469v1 ENSORLG00015014892
oryzias_melastigma ENSOMEG00000017161
gasterosteus_aculeatus ENSGACG00000006571
labrus_bergylta ENSLBEG00000023286
tetraodon_nigroviridis ENSTNIG00000002377
periophthalmus_magnuspinnatus ENSPMGG00000019722
takifugu_rubripes ENSTRUG00000015861
mola_mola ENSMMOG00000020138
amphiprion_ocellaris ENSAOCG00000006902
amphiprion_percula ENSAPEG00000017804
acanthochromis_polyacanthus ENSAPOG00000003477
stegastes_partitus ENSSPAG00000003565
maylandia_zebra ENSMZEG00005008249
astatotilapia_calliptera ENSACLG00000024244
haplochromis_burtoni ENSHBUG00000019054
pundamilia_nyererei ENSPNYG00000019562
oreochromis_niloticus ENSONIG00000010791
neolamprologus_brichardi ENSNBRG00000006482
amphilophus_citrinellus ENSACIG00000000834
scophthalmus_maximus ENSSMAG00000013550
cynoglossus_semilaevis ENSCSEG00000012412
seriola_dumerili ENSSDUG00000006140
seriola_lalandi_dorsalis ENSSLDG00000012516
monopterus_albus ENSMALG00000020166
monopterus_albus ENSMALG00000020149
mastacembelus_armatus ENSMAMG00000009075
anabas_testudineus ENSATEG00000018704
hippocampus_comes ENSHCOG00000009695
gadus_morhua ENSGMOG00000013501
esox_lucius ENSELUG00000019997
pygocentrus_nattereri ENSPNAG00000029564
astyanax_mexicanus ENSAMXG00000014424
ictalurus_punctatus ENSIPUG00000023006
danio_rerio ENSDARG00000023900
paramormyrops_kingsleyae ENSPKIG00000001368
scleropages_formosus ENSSFOG00015012558
lepisosteus_oculatus ENSLOCG00000010891
petromyzon_marinus ENSPMAG00000001428
petromyzon_marinus ENSPMAG00000004984
ciona_savignyi ENSCSAVG00000007694
ciona_intestinalis ENSCING00000002799
drosophila_melanogaster FBgn0029685
