notechis_scutatus ENSNSUG00000016937
pogona_vitticeps ENSPVIG00000024210
salvator_merianae ENSSMRG00000010560
sphenodon_punctatus ENSSPUG00000015595
gallus_gallus ENSGALG00000027838
coturnix_japonica ENSCJPG00005006172
meleagris_gallopavo ENSMGAG00000001362
numida_meleagris ENSNMEG00000007865
anser_brachyrhynchus ENSABRG00000004332
melopsittacus_undulatus ENSMUNG00000008574
taeniopygia_guttata ENSTGUG00000000169
lonchura_striata_domestica ENSLSDG00000000090
serinus_canaria ENSSCAG00000001244
junco_hyemalis ENSJHYG00000013953
ficedula_albicollis ENSFALG00000011609
parus_major ENSPMJG00000004780
cyanistes_caeruleus ENSCCEG00000022654
lepidothrix_coronata ENSLCOG00000001418
calidris_pugnax ENSCPUG00000012620
apteryx_owenii ENSAOWG00000014153
apteryx_haastii ENSAHAG00000019534
apteryx_rowi ENSARWG00000015506
dromaius_novaehollandiae ENSDNVG00000005670
calidris_pygmaea ENSCPGG00000001214
anas_platyrhynchos_platyrhynchos ENSAPLG00000005528
nothoprocta_perdicaria ENSNPEG00000013605
gopherus_agassizii ENSGAGG00000006420
chrysemys_picta_bellii ENSCPBG00000017118
chelonoidis_abingdonii ENSCABG00000022164
pelodiscus_sinensis ENSPSIG00000010923
crocodylus_porosus ENSCPRG00005012188
theropithecus_gelada ENSTGEG00000014654
cercocebus_atys ENSCATG00000034700
papio_anubis ENSPANG00000010575
macaca_fascicularis ENSMFAG00000032825
macaca_mulatta ENSMMUG00000018096
macaca_nemestrina ENSMNEG00000037721
chlorocebus_sabaeus ENSCSAG00000011140
piliocolobus_tephrosceles ENSPTEG00000021820
pan_troglodytes ENSPTRG00000010268
pan_paniscus ENSPPAG00000042698
homo_sapiens ENSG00000064961
gorilla_gorilla ENSGGOG00000014805
aotus_nancymaae ENSANAG00000020667
cebus_capucinus ENSCCAG00000020130
ovis_aries ENSOARG00000012318
bison_bison_bison ENSBBBG00000023190
bos_taurus ENSBTAG00000008789
capra_hircus ENSCHIG00000023604
sus_scrofa ENSSSCG00000040421
pteropus_vampyrus ENSPVAG00000004300
equus_asinus_asinus ENSEASG00005022241
cricetulus_griseus_chok1gshd ENSCGRG00001016795
mesocricetus_auratus ENSMAUG00000020413
microtus_ochrogaster ENSMOCG00000001874
peromyscus_maniculatus_bairdii ENSPEMG00000014935
mus_musculus ENSMUSG00000020232
mus_spicilegus ENSMSIG00000023944
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016454
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015636
mus_pahari MGP_PahariEiJ_G0031049
rattus_norvegicus ENSRNOG00000020601
meriones_unguiculatus ENSMUGG00000010576
nannospalax_galili ENSNGAG00000022055
jaculus_jaculus ENSJJAG00000014863
castor_canadensis ENSCCNG00000015057
octodon_degus ENSODEG00000014653
