poecilia_formosa ENSPFOG00000010296
poecilia_latipinna ENSPLAG00000012246
poecilia_mexicana ENSPMEG00000021062
poecilia_reticulata ENSPREG00000020856
xiphophorus_maculatus ENSXMAG00000026354
xiphophorus_couchianus ENSXCOG00000009248
cyprinodon_variegatus ENSCVAG00000017862
fundulus_heteroclitus ENSFHEG00000022982
kryptolebias_marmoratus ENSKMAG00000019165
oryzias_latipes ENSORLG00000026613
oryzias_latipes_asm223469v1 ENSORLG00015004476
oryzias_latipes ENSORLG00020008817
oryzias_melastigma ENSOMEG00000002549
acanthochromis_polyacanthus ENSAPOG00000002581
acanthochromis_polyacanthus ENSAPOG00000000338
amphiprion_percula ENSAPEG00000002503
amphiprion_ocellaris ENSAOCG00000007252
stegastes_partitus ENSSPAG00000018725
maylandia_zebra ENSMZEG00005026855
pundamilia_nyererei ENSPNYG00000003692
astatotilapia_calliptera ENSACLG00000012479
haplochromis_burtoni ENSHBUG00000000653
neolamprologus_brichardi ENSNBRG00000018690
oreochromis_niloticus ENSONIG00000020380
amphilophus_citrinellus ENSACIG00000003922
anabas_testudineus ENSATEG00000023656
mastacembelus_armatus ENSMAMG00000018765
seriola_dumerili ENSSDUG00000022451
seriola_lalandi_dorsalis ENSSLDG00000018012
labrus_bergylta ENSLBEG00000000515
gasterosteus_aculeatus ENSGACG00000008905
takifugu_rubripes ENSTRUG00000020117
tetraodon_nigroviridis ENSTNIG00000010666
mola_mola ENSMMOG00000012331
scophthalmus_maximus ENSSMAG00000009773
hippocampus_comes ENSHCOG00000012918
gadus_morhua ENSGMOG00000008888
esox_lucius ENSELUG00000010332
esox_lucius ENSELUG00000002506
pygocentrus_nattereri ENSPNAG00000025030
astyanax_mexicanus ENSAMXG00000031301
ictalurus_punctatus ENSIPUG00000011385
danio_rerio ENSDARG00000028106
paramormyrops_kingsleyae ENSPKIG00000016780
apteryx_haastii ENSAHAG00000005037
apteryx_rowi ENSARWG00000003163
apteryx_owenii ENSAOWG00000018611
dromaius_novaehollandiae ENSDNVG00000004368
calidris_pygmaea ENSCPGG00000016977
calidris_pugnax ENSCPUG00000005722
melopsittacus_undulatus ENSMUNG00000016763
anser_brachyrhynchus ENSABRG00000004671
anas_platyrhynchos_platyrhynchos ENSAPLG00000022742
gallus_gallus ENSGALG00000027483
meleagris_gallopavo ENSMGAG00000005476
