ciona_intestinalis ENSCING00000015619
ciona_savignyi ENSCSAVG00000011810
caenorhabditis_elegans_strain_n2 WBGene00016540
petromyzon_marinus ENSPMAG00000007080
eptatretus_burgeri ENSEBUG00000008387
pygocentrus_nattereri ENSPNAG00000008580
astyanax_mexicanus ENSAMXG00000006837
ictalurus_punctatus ENSIPUG00000018527
danio_rerio ENSDARG00000003069
esox_lucius ENSELUG00000006926
poecilia_formosa ENSPFOG00000011938
poecilia_latipinna ENSPLAG00000010878
poecilia_mexicana ENSPMEG00000019604
poecilia_reticulata ENSPREG00000014636
poecilia_latipinna ENSPLAG00000003088
xiphophorus_maculatus ENSXMAG00000013579
xiphophorus_couchianus ENSXCOG00000008957
gambusia_affinis ENSGAFG00000009723
fundulus_heteroclitus ENSFHEG00000011231
cyprinodon_variegatus ENSCVAG00000005681
oryzias_latipes ENSORLG00020000955
oryzias_latipes_asm223469v1 ENSORLG00015007877
oryzias_latipes ENSORLG00000015999
oryzias_melastigma ENSOMEG00000005641
pundamilia_nyererei ENSPNYG00000022749
haplochromis_burtoni ENSHBUG00000022107
astatotilapia_calliptera ENSACLG00000021933
maylandia_zebra ENSMZEG00005008235
neolamprologus_brichardi ENSNBRG00000007533
oreochromis_niloticus ENSONIG00000020139
amphilophus_citrinellus ENSACIG00000024333
kryptolebias_marmoratus ENSKMAG00000004767
amphiprion_ocellaris ENSAOCG00000006425
amphiprion_percula ENSAPEG00000023609
acanthochromis_polyacanthus ENSAPOG00000014202
stegastes_partitus ENSSPAG00000011843
mastacembelus_armatus ENSMAMG00000002962
monopterus_albus ENSMALG00000007900
anabas_testudineus ENSATEG00000021941
scophthalmus_maximus ENSSMAG00000002707
cynoglossus_semilaevis ENSCSEG00000001199
seriola_dumerili ENSSDUG00000001447
seriola_lalandi_dorsalis ENSSLDG00000018987
takifugu_rubripes ENSTRUG00000006932
tetraodon_nigroviridis ENSTNIG00000017364
mola_mola ENSMMOG00000013916
gasterosteus_aculeatus ENSGACG00000008151
labrus_bergylta ENSLBEG00000021202
hippocampus_comes ENSHCOG00000000619
periophthalmus_magnuspinnatus ENSPMGG00000019618
gadus_morhua ENSGMOG00000010540
esox_lucius ENSELUG00000009747
pygocentrus_nattereri ENSPNAG00000009341
astyanax_mexicanus ENSAMXG00000014584
ictalurus_punctatus ENSIPUG00000007221
paramormyrops_kingsleyae ENSPKIG00000005419
scleropages_formosus ENSSFOG00015014933
gallus_gallus ENSGALG00000034311
coturnix_japonica ENSCJPG00005001497
meleagris_gallopavo ENSMGAG00000013159
numida_meleagris ENSNMEG00000010601
anser_brachyrhynchus ENSABRG00000005261
anas_platyrhynchos_platyrhynchos ENSAPLG00000010048
manacus_vitellinus ENSMVIG00005005353
lepidothrix_coronata ENSLCOG00000009244
taeniopygia_guttata ENSTGUG00000012623
lonchura_striata_domestica ENSLSDG00000004426
serinus_canaria ENSSCAG00000007778
zonotrichia_albicollis ENSZALG00000003481
junco_hyemalis ENSJHYG00000003122
ficedula_albicollis ENSFALG00000002465
cyanistes_caeruleus ENSCCEG00000018016
parus_major ENSPMJG00000016941
calidris_pygmaea ENSCPGG00000007509
calidris_pugnax ENSCPUG00000000876
melopsittacus_undulatus ENSMUNG00000000224
apteryx_haastii ENSAHAG00000009749
apteryx_owenii ENSAOWG00000014309
apteryx_rowi ENSARWG00000017355
dromaius_novaehollandiae ENSDNVG00000015173
nothoprocta_perdicaria ENSNPEG00000005473
crocodylus_porosus ENSCPRG00005008512
chrysemys_picta_bellii ENSCPBG00000008859
gopherus_agassizii ENSGAGG00000017628
pelodiscus_sinensis ENSPSIG00000008727
sphenodon_punctatus ENSSPUG00000000935
sphenodon_punctatus ENSSPUG00000000916
chelonoidis_abingdonii ENSCABG00000017132
pogona_vitticeps ENSPVIG00000004411
anolis_carolinensis ENSACAG00000008750
notechis_scutatus ENSNSUG00000005893
salvator_merianae ENSSMRG00000014210
phascolarctos_cinereus ENSPCIG00000004065
notamacropus_eugenii ENSMEUG00000014452
sarcophilus_harrisii ENSSHAG00000004674
monodelphis_domestica ENSMODG00000002243
ursus_americanus ENSUAMG00000014074
ursus_maritimus ENSUMAG00000004820
ailuropoda_melanoleuca ENSAMEG00000013587
neovison_vison ENSNVIG00000006509
mustela_putorius_furo ENSMPUG00000003540
canis_lupus_dingo ENSCAFG00020014575
canis_lupus_familiaris ENSCAFG00000017600
vulpes_vulpes ENSVVUG00000018336
panthera_pardus ENSPPRG00000004015
panthera_tigris_altaica ENSPTIG00000019228
felis_catus ENSFCAG00000022656
equus_asinus_asinus ENSEASG00005021287
equus_caballus ENSECAG00000012986
vicugna_pacos ENSVPAG00000001608
tursiops_truncatus ENSTTRG00000011600
sus_scrofa ENSSSCG00000002461
bos_taurus ENSBTAG00000046185
bos_mutus ENSBMUG00000015076
bison_bison_bison ENSBBBG00000025408
capra_hircus ENSCHIG00000012413
ovis_aries ENSOARG00000013657
myotis_lucifugus ENSMLUG00000002583
pteropus_vampyrus ENSPVAG00000003419
pan_paniscus ENSPPAG00000032124
pan_troglodytes ENSPTRG00000006663
gorilla_gorilla ENSGGOG00000006606
homo_sapiens ENSG00000011114
pongo_abelii ENSPPYG00000006087
nomascus_leucogenys ENSNLEG00000017209
piliocolobus_tephrosceles ENSPTEG00000012889
colobus_angolensis_palliatus ENSCANG00000010817
rhinopithecus_roxellana ENSRROG00000031583
rhinopithecus_bieti ENSRBIG00000032776
papio_anubis ENSPANG00000016037
theropithecus_gelada ENSTGEG00000003348
mandrillus_leucophaeus ENSMLEG00000036964
cercocebus_atys ENSCATG00000034094
macaca_mulatta ENSMMUG00000004027
macaca_fascicularis ENSMFAG00000040615
macaca_nemestrina ENSMNEG00000039208
chlorocebus_sabaeus ENSCSAG00000011195
callithrix_jacchus ENSCJAG00000018265
cebus_capucinus ENSCCAG00000036421
saimiri_boliviensis_boliviensis ENSSBOG00000025051
aotus_nancymaae ENSANAG00000027168
carlito_syrichta ENSTSYG00000003266
propithecus_coquereli ENSPCOG00000020605
microcebus_murinus ENSMICG00000000788
prolemur_simus ENSPSMG00000013884
otolemur_garnettii ENSOGAG00000011971
cavia_porcellus ENSCPOG00000013767
cavia_aperea ENSCAPG00000016114
chinchilla_lanigera ENSCLAG00000010758
octodon_degus ENSODEG00000010541
heterocephalus_glaber_female ENSHGLG00000010505
heterocephalus_glaber_male ENSHGLG00100005322
fukomys_damarensis ENSFDAG00000013016
urocitellus_parryii ENSUPAG00010022630
ictidomys_tridecemlineatus ENSSTOG00000007765
spermophilus_dauricus ENSSDAG00000013384
marmota_marmota_marmota ENSMMMG00000000356
mus_spicilegus ENSMSIG00000030868
mus_musculus ENSMUSG00000041702
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018890
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018045
mus_pahari MGP_PahariEiJ_G0029804
rattus_norvegicus ENSRNOG00000008598
meriones_unguiculatus ENSMUGG00000012350
peromyscus_maniculatus_bairdii ENSPEMG00000018999
microtus_ochrogaster ENSMOCG00000015135
cricetulus_griseus_chok1gshd ENSCGRG00001024139
cricetulus_griseus_crigri-picr ENSCGRG00015021510
cricetulus_griseus_crigri ENSCGRG00000015295
mesocricetus_auratus ENSMAUG00000000791
nannospalax_galili ENSNGAG00000005958
castor_canadensis ENSCCNG00000028981
sorex_araneus ENSSARG00000010013
erinaceus_europaeus ENSEEUG00000004566
procavia_capensis ENSPCAG00000000325
echinops_telfairi ENSETEG00000015124
ochotona_princeps ENSOPRG00000016225
oryctolagus_cuniculus ENSOCUG00000006207
jaculus_jaculus ENSJJAG00000011576
dipodomys_ordii ENSDORG00000001058
macaca_nemestrina ENSMNEG00000019076
macaca_mulatta ENSMMUG00000002771
macaca_fascicularis ENSMFAG00000045640
cercocebus_atys ENSCATG00000005168
papio_anubis ENSPANG00000035789
colobus_angolensis_palliatus ENSCANG00000033814
colobus_angolensis_palliatus ENSCANG00000031844
rhinopithecus_roxellana ENSRROG00000002106
papio_anubis ENSPANG00000031076
macaca_nemestrina ENSMNEG00000028929
mandrillus_leucophaeus ENSMLEG00000037306
pan_troglodytes ENSPTRG00000048693
pan_paniscus ENSPPAG00000027069
gorilla_gorilla ENSGGOG00000042608
nomascus_leucogenys ENSNLEG00000031528
heterocephalus_glaber_male ENSHGLG00100014573
heterocephalus_glaber_female ENSHGLG00000003438
tupaia_belangeri ENSTBEG00000016258
choloepus_hoffmanni ENSCHOG00000013158
choloepus_hoffmanni ENSCHOG00000009166
dasypus_novemcinctus ENSDNOG00000011795
loxodonta_africana ENSLAFG00000005312
ornithorhynchus_anatinus ENSOANG00000000444
xenopus_tropicalis ENSXETG00000010307
latimeria_chalumnae ENSLACG00000019089
lepisosteus_oculatus ENSLOCG00000013073
petromyzon_marinus ENSPMAG00000006373
eptatretus_burgeri ENSEBUG00000002678
drosophila_melanogaster FBgn0030701
