pan_troglodytes ENSPTRG00000011551
pan_paniscus ENSPPAG00000036418
homo_sapiens ENSG00000152433
nomascus_leucogenys ENSNLEG00000010951
piliocolobus_tephrosceles ENSPTEG00000002321
colobus_angolensis_palliatus ENSCANG00000028741
rhinopithecus_roxellana ENSRROG00000035013
rhinopithecus_bieti ENSRBIG00000030630
mandrillus_leucophaeus ENSMLEG00000033240
chlorocebus_sabaeus ENSCSAG00000001641
cercocebus_atys ENSCATG00000037157
macaca_fascicularis ENSMFAG00000037583
macaca_nemestrina ENSMNEG00000034294
theropithecus_gelada ENSTGEG00000014742
cebus_capucinus ENSCCAG00000029131
callithrix_jacchus ENSCJAG00000043886
aotus_nancymaae ENSANAG00000021013
prolemur_simus ENSPSMG00000017532
microcebus_murinus ENSMICG00000034738
propithecus_coquereli ENSPCOG00000016552
otolemur_garnettii ENSOGAG00000014442
carlito_syrichta ENSTSYG00000029496
urocitellus_parryii ENSUPAG00010003788
spermophilus_dauricus ENSSDAG00000022612
