anabas_testudineus ENSATEG00000007795
monopterus_albus ENSMALG00000014513
poecilia_latipinna ENSPLAG00000022111
poecilia_mexicana ENSPMEG00000008976
poecilia_reticulata ENSPREG00000003845
xiphophorus_couchianus ENSXCOG00000003372
fundulus_heteroclitus ENSFHEG00000013399
neolamprologus_brichardi ENSNBRG00000010950
maylandia_zebra ENSMZEG00005012842
neolamprologus_brichardi ENSNBRG00000002174
amphilophus_citrinellus ENSACIG00000016661
mastacembelus_armatus ENSMAMG00000007616
mola_mola ENSMMOG00000003249
labrus_bergylta ENSLBEG00000006990
seriola_lalandi_dorsalis ENSSLDG00000004648
periophthalmus_magnuspinnatus ENSPMGG00000001090
pygocentrus_nattereri ENSPNAG00000007842
astyanax_mexicanus ENSAMXG00000003013
ictalurus_punctatus ENSIPUG00000018001
danio_rerio ENSDARG00000092493
