capra_hircus ENSCHIG00000017904
ovis_aries ENSOARG00000014767
bos_mutus ENSBMUG00000024253
bos_taurus ENSBTAG00000004569
bison_bison_bison ENSBBBG00000021930
sus_scrofa ENSSSCG00000022055
vicugna_pacos ENSVPAG00000011740
equus_caballus ENSECAG00000015592
ursus_maritimus ENSUMAG00000021232
ursus_americanus ENSUAMG00000010199
ailuropoda_melanoleuca ENSAMEG00000006420
neovison_vison ENSNVIG00000003573
mustela_putorius_furo ENSMPUG00000017478
canis_lupus_familiaris ENSCAFG00000023219
vulpes_vulpes ENSVVUG00000008130
canis_lupus_dingo ENSCAFG00020016420
panthera_pardus ENSPPRG00000004020
panthera_tigris_altaica ENSPTIG00000011807
felis_catus ENSFCAG00000041131
felis_catus ENSFCAG00000033219
sorex_araneus ENSSARG00000002530
erinaceus_europaeus ENSEEUG00000007669
pteropus_vampyrus ENSPVAG00000011463
myotis_lucifugus ENSMLUG00000002538
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016624
mus_musculus ENSMUSG00000020213
mus_musculus ENSMUSG00000112611
mus_spicilegus ENSMSIG00000007909
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015803
mus_pahari MGP_PahariEiJ_G0031284
rattus_norvegicus ENSRNOG00000026634
meriones_unguiculatus ENSMUGG00000010012
cricetulus_griseus_chok1gshd ENSCGRG00001014628
cricetulus_griseus_crigri-picr ENSCGRG00015009423
mesocricetus_auratus ENSMAUG00000022161
cricetulus_griseus_crigri-picr ENSCGRG00015009435
microtus_ochrogaster ENSMOCG00000013587
peromyscus_maniculatus_bairdii ENSPEMG00000020129
peromyscus_maniculatus_bairdii ENSPEMG00000030311
jaculus_jaculus ENSJJAG00000022416
ictidomys_tridecemlineatus ENSSTOG00000020403
spermophilus_dauricus ENSSDAG00000022678
urocitellus_parryii ENSUPAG00010022764
marmota_marmota_marmota ENSMMMG00000002592
chinchilla_lanigera ENSCLAG00000005153
cavia_porcellus ENSCPOG00000011726
ochotona_princeps ENSOPRG00000001117
ochotona_princeps ENSOPRG00000011831
ochotona_princeps ENSOPRG00000011825
oryctolagus_cuniculus ENSOCUG00000003909
prolemur_simus ENSPSMG00000010601
microcebus_murinus ENSMICG00000015888
otolemur_garnettii ENSOGAG00000010299
microcebus_murinus ENSMICG00000041621
rhinopithecus_bieti ENSRBIG00000031640
rhinopithecus_roxellana ENSRROG00000039268
colobus_angolensis_palliatus ENSCANG00000007128
piliocolobus_tephrosceles ENSPTEG00000033004
papio_anubis ENSPANG00000032562
theropithecus_gelada ENSTGEG00000025001
macaca_mulatta ENSMMUG00000012289
macaca_fascicularis ENSMFAG00000031259
macaca_nemestrina ENSMNEG00000028603
mandrillus_leucophaeus ENSMLEG00000020393
cercocebus_atys ENSCATG00000035838
chlorocebus_sabaeus ENSCSAG00000004045
pan_troglodytes ENSPTRG00000005234
pan_paniscus ENSPPAG00000027759
homo_sapiens ENSG00000173401
gorilla_gorilla ENSGGOG00000001021
pongo_abelii ENSPPYG00000004782
nomascus_leucogenys ENSNLEG00000004609
cebus_capucinus ENSCCAG00000006107
saimiri_boliviensis_boliviensis ENSSBOG00000033891
callithrix_jacchus ENSCJAG00000001234
aotus_nancymaae ENSANAG00000029186
carlito_syrichta ENSTSYG00000011011
choloepus_hoffmanni ENSCHOG00000012278
dasypus_novemcinctus ENSDNOG00000031956
phascolarctos_cinereus ENSPCIG00000035938
