manacus_vitellinus ENSMVIG00005014217
lepidothrix_coronata ENSLCOG00000000864
zonotrichia_albicollis ENSZALG00000016207
lonchura_striata_domestica ENSLSDG00000014173
serinus_canaria ENSSCAG00000004252
cyanistes_caeruleus ENSCCEG00000016309
parus_major ENSPMJG00000016188
ficedula_albicollis ENSFALG00000010316
calidris_pygmaea ENSCPGG00000005869
calidris_pugnax ENSCPUG00000011464
melopsittacus_undulatus ENSMUNG00000015939
coturnix_japonica ENSCJPG00005002105
gallus_gallus ENSGALG00000049973
numida_meleagris ENSNMEG00000009539
anas_platyrhynchos_platyrhynchos ENSAPLG00000010990
anser_brachyrhynchus ENSABRG00000011071
apteryx_haastii ENSAHAG00000019075
apteryx_owenii ENSAOWG00000009563
apteryx_rowi ENSARWG00000002301
dromaius_novaehollandiae ENSDNVG00000006771
crocodylus_porosus ENSCPRG00005005520
chelonoidis_abingdonii ENSCABG00000022462
gopherus_agassizii ENSGAGG00000009105
chrysemys_picta_bellii ENSCPBG00000025354
pogona_vitticeps ENSPVIG00000010419
anolis_carolinensis ENSACAG00000029180
notechis_scutatus ENSNSUG00000018038
salvator_merianae ENSSMRG00000016059
notamacropus_eugenii ENSMEUG00000007669
phascolarctos_cinereus ENSPCIG00000030312
monodelphis_domestica ENSMODG00000003092
mus_spicilegus ENSMSIG00000010774
mus_musculus ENSMUSG00000048572
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022832
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023751
mus_pahari MGP_PahariEiJ_G0014325
rattus_norvegicus ENSRNOG00000025476
meriones_unguiculatus ENSMUGG00000009170
peromyscus_maniculatus_bairdii ENSPEMG00000007137
microtus_ochrogaster ENSMOCG00000017938
cricetulus_griseus_crigri-picr ENSCGRG00015001200
cricetulus_griseus_chok1gshd ENSCGRG00001019081
cricetulus_griseus_crigri ENSCGRG00000003073
mesocricetus_auratus ENSMAUG00000008962
nannospalax_galili ENSNGAG00000019984
jaculus_jaculus ENSJJAG00000015659
chinchilla_lanigera ENSCLAG00000005523
octodon_degus ENSODEG00000003841
cavia_porcellus ENSCPOG00000013771
cavia_aperea ENSCAPG00000013089
heterocephalus_glaber_female ENSHGLG00000016191
heterocephalus_glaber_male ENSHGLG00100005472
fukomys_damarensis ENSFDAG00000013072
castor_canadensis ENSCCNG00000017951
dipodomys_ordii ENSDORG00000005477
urocitellus_parryii ENSUPAG00010023485
ictidomys_tridecemlineatus ENSSTOG00000008860
spermophilus_dauricus ENSSDAG00000014821
marmota_marmota_marmota ENSMMMG00000003476
oryctolagus_cuniculus ENSOCUG00000014142
ochotona_princeps ENSOPRG00000014882
pan_paniscus ENSPPAG00000038837
pan_troglodytes ENSPTRG00000046632
homo_sapiens ENSG00000181778
gorilla_gorilla ENSGGOG00000015514
pongo_abelii ENSPPYG00000019269
nomascus_leucogenys ENSNLEG00000028670
mandrillus_leucophaeus ENSMLEG00000014717
papio_anubis ENSPANG00000025115
theropithecus_gelada ENSTGEG00000023586
cercocebus_atys ENSCATG00000030856
macaca_mulatta ENSMMUG00000008233
macaca_fascicularis ENSMFAG00000004003
macaca_nemestrina ENSMNEG00000034076
chlorocebus_sabaeus ENSCSAG00000008529
rhinopithecus_bieti ENSRBIG00000012350
rhinopithecus_roxellana ENSRROG00000041998
piliocolobus_tephrosceles ENSPTEG00000039667
colobus_angolensis_palliatus ENSCANG00000023002
callithrix_jacchus ENSCJAG00000047141
cebus_capucinus ENSCCAG00000036655
saimiri_boliviensis_boliviensis ENSSBOG00000022996
aotus_nancymaae ENSANAG00000027739
carlito_syrichta ENSTSYG00000014722
propithecus_coquereli ENSPCOG00000027673
microcebus_murinus ENSMICG00000044472
prolemur_simus ENSPSMG00000025655
otolemur_garnettii ENSOGAG00000015132
tupaia_belangeri ENSTBEG00000008959
myotis_lucifugus ENSMLUG00000012853
pteropus_vampyrus ENSPVAG00000004004
vicugna_pacos ENSVPAG00000003518
sus_scrofa ENSSSCG00000037125
capra_hircus ENSCHIG00000021046
ovis_aries ENSOARG00000013093
bos_mutus ENSBMUG00000009272
bos_taurus ENSBTAG00000011874
bison_bison_bison ENSBBBG00000017966
tursiops_truncatus ENSTTRG00000009598
equus_asinus_asinus ENSEASG00005009625
equus_caballus ENSECAG00000010049
mustela_putorius_furo ENSMPUG00000009653
neovison_vison ENSNVIG00000009508
ursus_americanus ENSUAMG00000027771
ursus_maritimus ENSUMAG00000020280
ailuropoda_melanoleuca ENSAMEG00000008083
canis_lupus_familiaris ENSCAFG00000001927
canis_lupus_dingo ENSCAFG00020026616
vulpes_vulpes ENSVVUG00000004338
panthera_pardus ENSPPRG00000005826
panthera_tigris_altaica ENSPTIG00000013552
felis_catus ENSFCAG00000008053
sorex_araneus ENSSARG00000012038
choloepus_hoffmanni ENSCHOG00000007356
dasypus_novemcinctus ENSDNOG00000011016
loxodonta_africana ENSLAFG00000015792
echinops_telfairi ENSETEG00000005286
ornithorhynchus_anatinus ENSOANG00000028420
latimeria_chalumnae ENSLACG00000022133
