vombatus_ursinus ENSVURG00010002229
phascolarctos_cinereus ENSPCIG00000020674
sarcophilus_harrisii ENSSHAG00000018139
monodelphis_domestica ENSMODG00000017657
vicugna_pacos ENSVPAG00000010041
erinaceus_europaeus ENSEEUG00000002962
jaculus_jaculus ENSJJAG00000007781
mesocricetus_auratus ENSMAUG00000019763
gorilla_gorilla ENSGGOG00000039139
dasypus_novemcinctus ENSDNOG00000042887
dasypus_novemcinctus ENSDNOG00000046918
ailuropoda_melanoleuca ENSAMEG00000015083
mustela_putorius ENSMPUG00000006836
pteropus_vampyrus ENSPVAG00000002187
choloepus_hoffmanni ENSCHOG00000005327
echinops_telfairi ENSETEG00000018453
ursus_americanus ENSUAMG00000000303
ursus_maritimus ENSUMAG00000019585
ailuropoda_melanoleuca ENSAMEG00000011535
neovison_vison ENSNVIG00000014643
mustela_putorius ENSMPUG00000014414
vulpes_vulpes ENSVVUG00000005215
canis_lupus ENSCAFG00020004161
panthera_pardus ENSPPRG00000024727
panthera_tigris ENSPTIG00000005829
myotis_lucifugus ENSMLUG00000012068
sus_scrofa ENSSSCG00000003660
tursiops_truncatus ENSTTRG00000014340
capra_hircus ENSCHIG00000019398
ovis_aries ENSOARG00000020060
bos_indicus ENSBIXG00000025251
bos_indicus ENSBIXG00005001557
bos_taurus ENSBTAG00000017125
bison_bison ENSBBBG00000009395
ochotona_princeps ENSOPRG00000011984
oryctolagus_cuniculus ENSOCUG00000000562
microcebus_murinus ENSMICG00000016633
procavia_capensis ENSPCAG00000003341
loxodonta_africana ENSLAFG00000000151
octodon_degus ENSODEG00000017434
fukomys_damarensis ENSFDAG00000010581
microcebus_murinus ENSMICG00000036729
propithecus_coquereli ENSPCOG00000025882
felis_catus ENSFCAG00000015254
canis_lupus ENSCAFG00000003081
bos_mutus ENSBMUG00000000427
urocitellus_parryii ENSUPAG00010016600
callithrix_jacchus ENSCJAG00000045953
echinops_telfairi ENSETEG00000009172
sorex_araneus ENSSARG00000000310
dasypus_novemcinctus ENSDNOG00000018444
propithecus_coquereli ENSPCOG00000023725
prolemur_simus ENSPSMG00000020620
carlito_syrichta ENSTSYG00000006532
tupaia_belangeri ENSTBEG00000009035
heterocephalus_glaber ENSHGLG00000011162
heterocephalus_glaber ENSHGLG00100001580
fukomys_damarensis ENSFDAG00000020016
octodon_degus ENSODEG00000013825
octodon_degus ENSODEG00000013457
octodon_degus ENSODEG00000006592
chinchilla_lanigera ENSCLAG00000011899
spermophilus_dauricus ENSSDAG00000003298
ictidomys_tridecemlineatus ENSSTOG00000010416
marmota_marmota ENSMMMG00000002940
castor_canadensis ENSCCNG00000025411
dipodomys_ordii ENSDORG00000011581
cavia_aperea ENSCAPG00000015984
cavia_porcellus ENSCPOG00000009552
mus_spicilegus ENSMSIG00000013185
mus_musculus ENSMUSG00000011257
mus_spretus MGP_SPRETEiJ_G0027415
mus_caroli MGP_CAROLIEiJ_G0026435
mus_pahari MGP_PahariEiJ_G0028765
rattus_norvegicus ENSRNOG00000015642
rattus_norvegicus ENSRNOG00000028592
meriones_unguiculatus ENSMUGG00000007525
cricetulus_griseus ENSCGRG00001018166
cricetulus_griseus ENSCGRG00000009777
cricetulus_griseus ENSCGRG00015004322
microtus_ochrogaster ENSMOCG00000006763
peromyscus_maniculatus ENSPEMG00000023569
mesocricetus_auratus ENSMAUG00000001295
mesocricetus_auratus ENSMAUG00000004089
peromyscus_maniculatus ENSPEMG00000024193
mus_spicilegus ENSMSIG00000031244
mus_caroli MGP_CAROLIEiJ_G0024864
nannospalax_galili ENSNGAG00000018292
spermophilus_dauricus ENSSDAG00000003478
pan_paniscus ENSPPAG00000043625
pan_troglodytes ENSPTRG00000000573
homo_sapiens ENSG00000090621
gorilla_gorilla ENSGGOG00000004002
pongo_abelii ENSPPYG00000001506
nomascus_leucogenys ENSNLEG00000011928
macaca_fascicularis ENSMFAG00000041481
macaca_nemestrina ENSMNEG00000043054
macaca_mulatta ENSMMUG00000007497
cercocebus_atys ENSCATG00000042164
papio_anubis ENSPANG00000009484
theropithecus_gelada ENSTGEG00000023041
mandrillus_leucophaeus ENSMLEG00000040716
chlorocebus_sabaeus ENSCSAG00000001135
rhinopithecus_roxellana ENSRROG00000033355
rhinopithecus_bieti ENSRBIG00000039761
colobus_angolensis ENSCANG00000034177
piliocolobus_tephrosceles ENSPTEG00000028615
cebus_capucinus ENSCCAG00000037306
saimiri_boliviensis ENSSBOG00000026193
callithrix_jacchus ENSCJAG00000002512
aotus_nancymaae ENSANAG00000025079
bison_bison ENSBBBG00000001043
bison_bison ENSBBBG00000001055
bos_mutus ENSBMUG00000012716
bos_mutus ENSBMUG00000012709
bos_indicus ENSBIXG00000026098
bos_indicus ENSBIXG00005014544
bos_taurus ENSBTAG00000048536
capra_hircus ENSCHIG00000023385
otolemur_garnettii ENSOGAG00000004067
equus_asinus ENSEASG00005014119
equus_caballus ENSECAG00000009396
ornithorhynchus_anatinus ENSOANG00000010001
apteryx_haastii ENSAHAG00000008771
apteryx_owenii ENSAOWG00000009836
apteryx_rowi ENSARWG00000011187
dromaius_novaehollandiae ENSDNVG00000008800
nothoprocta_perdicaria ENSNPEG00000009401
anas_platyrhynchos ENSAPLG00000009729
anser_brachyrhynchus ENSABRG00000013035
gallus_gallus ENSGALG00000003800
meleagris_gallopavo ENSMGAG00000005408
coturnix_japonica ENSCJPG00005005022
numida_meleagris ENSNMEG00000011476
lepidothrix_coronata ENSLCOG00000009677
manacus_vitellinus ENSMVIG00005008977
taeniopygia_guttata ENSTGUG00000001266
lonchura_striata ENSLSDG00000000662
serinus_canaria ENSSCAG00000006756
cyanistes_caeruleus ENSCCEG00000016866
parus_major ENSPMJG00000000829
junco_hyemalis ENSJHYG00000013931
zonotrichia_albicollis ENSZALG00000015984
ficedula_albicollis ENSFALG00000000543
melopsittacus_undulatus ENSMUNG00000002200
calidris_pygmaea ENSCPGG00000008269
calidris_pugnax ENSCPUG00000017757
crocodylus_porosus ENSCPRG00005015886
gopherus_agassizii ENSGAGG00000001888
chelonoidis_abingdonii ENSCABG00000002053
chrysemys_picta ENSCPBG00000001038
pelodiscus_sinensis ENSPSIG00000016892
sphenodon_punctatus ENSSPUG00000003204
pogona_vitticeps ENSPVIG00000016184
anolis_carolinensis ENSACAG00000002544
notechis_scutatus ENSNSUG00000012165
salvator_merianae ENSSMRG00000012076
xenopus_tropicalis ENSXETG00000019135
latimeria_chalumnae ENSLACG00000011907
clupea_harengus ENSCHAG00000021463
denticeps_clupeoides ENSDCDG00000021131
astyanax_mexicanus ENSAMXG00005019684
astyanax_mexicanus ENSAMXG00000018779
pygocentrus_nattereri ENSPNAG00000024355
ictalurus_punctatus ENSIPUG00000016620
electrophorus_electricus ENSEEEG00000023793
danio_rerio ENSDARG00000059259
labrus_bergylta ENSLBEG00000013654
gasterosteus_aculeatus ENSGACG00000007179
cynoglossus_semilaevis ENSCSEG00000000130
xiphophorus_maculatus ENSXMAG00000019007
xiphophorus_couchianus ENSXCOG00000013190
gambusia_affinis ENSGAFG00000018195
poecilia_formosa ENSPFOG00000002682
poecilia_mexicana ENSPMEG00000019739
poecilia_latipinna ENSPLAG00000010112
poecilia_reticulata ENSPREG00000001589
fundulus_heteroclitus ENSFHEG00000007548
cyprinodon_variegatus ENSCVAG00000019246
kryptolebias_marmoratus ENSKMAG00000013597
oryzias_latipes ENSORLG00020018644
oryzias_latipes ENSORLG00000017479
oryzias_latipes ENSORLG00015015042
oryzias_melastigma ENSOMEG00000014410
gouania_willdenowi ENSGWIG00000025053
astatotilapia_calliptera ENSACLG00000019558
maylandia_zebra ENSMZEG00005006141
haplochromis_burtoni ENSHBUG00000020206
pundamilia_nyererei ENSPNYG00000006134
oreochromis_niloticus ENSONIG00000008176
amphilophus_citrinellus ENSACIG00000023343
seriola_dumerili ENSSDUG00000012683
seriola_lalandi ENSSLDG00000013025
cottoperca_gobio ENSCGOG00000012887
amphiprion_ocellaris ENSAOCG00000021529
amphiprion_percula ENSAPEG00000019196
acanthochromis_polyacanthus ENSAPOG00000001161
scophthalmus_maximus ENSSMAG00000009007
anabas_testudineus ENSATEG00000007402
betta_splendens ENSBSLG00000014896
monopterus_albus ENSMALG00000011017
stegastes_partitus ENSSPAG00000009252
parambassis_ranga ENSPRNG00000017648
mastacembelus_armatus ENSMAMG00000010025
larimichthys_crocea ENSLCRG00005013721
lates_calcarifer ENSLCAG00010012881
