lepidothrix_coronata ENSLCOG00000003572
manacus_vitellinus ENSMVIG00005006191
lonchura_striata_domestica ENSLSDG00000014584
taeniopygia_guttata ENSTGUG00000013573
ficedula_albicollis ENSFALG00000006250
parus_major ENSPMJG00000012099
zonotrichia_albicollis ENSZALG00000015422
junco_hyemalis ENSJHYG00000009494
serinus_canaria ENSSCAG00000016576
cyanistes_caeruleus ENSCCEG00000018049
anser_brachyrhynchus ENSABRG00000002727
crocodylus_porosus ENSCPRG00005007666
pelodiscus_sinensis ENSPSIG00000006965
apteryx_owenii ENSAOWG00000005906
apteryx_rowi ENSARWG00000014884
dromaius_novaehollandiae ENSDNVG00000013108
anolis_carolinensis ENSACAG00000013940
pogona_vitticeps ENSPVIG00000020849
gopherus_agassizii ENSGAGG00000012842
nothoprocta_perdicaria ENSNPEG00000013008
chelonoidis_abingdonii ENSCABG00000017999
gopherus_agassizii ENSGAGG00000000839
chrysemys_picta_bellii ENSCPBG00000004929
sphenodon_punctatus ENSSPUG00000006247
salvator_merianae ENSSMRG00000001020
choloepus_hoffmanni ENSCHOG00000000515
dasypus_novemcinctus ENSDNOG00000041293
capra_hircus ENSCHIG00000013843
ovis_aries ENSOARG00000002374
ovis_aries ENSOARG00000006305
bos_taurus ENSBTAG00000015182
bos_mutus ENSBMUG00000018816
bison_bison_bison ENSBBBG00000011810
tursiops_truncatus ENSTTRG00000002995
sus_scrofa ENSSSCG00000014818
myotis_lucifugus ENSMLUG00000029324
pteropus_vampyrus ENSPVAG00000002503
equus_caballus ENSECAG00000015358
equus_asinus_asinus ENSEASG00005000436
ursus_americanus ENSUAMG00000027902
ursus_maritimus ENSUMAG00000009981
ailuropoda_melanoleuca ENSAMEG00000005382
neovison_vison ENSNVIG00000021483
mustela_putorius_furo ENSMPUG00000009791
canis_lupus_familiaris ENSCAFG00000005663
canis_lupus_dingo ENSCAFG00020002390
vulpes_vulpes ENSVVUG00000024630
panthera_tigris_altaica ENSPTIG00000009966
panthera_pardus ENSPPRG00000001129
felis_catus ENSFCAG00000026356
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031171
mus_spicilegus ENSMSIG00000028188
mus_musculus ENSMUSG00000030688
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030060
mus_pahari MGP_PahariEiJ_G0013282
rattus_norvegicus ENSRNOG00000019491
meriones_unguiculatus ENSMUGG00000020742
cricetulus_griseus_chok1gshd ENSCGRG00001017553
cricetulus_griseus_crigri ENSCGRG00000004585
cricetulus_griseus_crigri-picr ENSCGRG00015015465
mesocricetus_auratus ENSMAUG00000019503
microtus_ochrogaster ENSMOCG00000003369
microtus_ochrogaster ENSMOCG00000020653
peromyscus_maniculatus_bairdii ENSPEMG00000020876
nannospalax_galili ENSNGAG00000019624
jaculus_jaculus ENSJJAG00000015706
cavia_porcellus ENSCPOG00000026959
cavia_aperea ENSCAPG00000017305
octodon_degus ENSODEG00000006015
chinchilla_lanigera ENSCLAG00000014403
heterocephalus_glaber_male ENSHGLG00100013612
heterocephalus_glaber_female ENSHGLG00000008044
fukomys_damarensis ENSFDAG00000006441
castor_canadensis ENSCCNG00000022074
dipodomys_ordii ENSDORG00000010017
saimiri_boliviensis_boliviensis ENSSBOG00000022143
cebus_capucinus ENSCCAG00000027567
callithrix_jacchus ENSCJAG00000043524
aotus_nancymaae ENSANAG00000021823
chlorocebus_sabaeus ENSCSAG00000004111
mandrillus_leucophaeus ENSMLEG00000018192
papio_anubis ENSPANG00000010680
theropithecus_gelada ENSTGEG00000026642
cercocebus_atys ENSCATG00000039309
macaca_nemestrina ENSMNEG00000036590
macaca_fascicularis ENSMFAG00000018716
macaca_mulatta ENSMMUG00000039301
rhinopithecus_bieti ENSRBIG00000031300
rhinopithecus_roxellana ENSRROG00000024050
piliocolobus_tephrosceles ENSPTEG00000021869
colobus_angolensis_palliatus ENSCANG00000033813
pan_troglodytes ENSPTRG00000004038
pan_paniscus ENSPPAG00000038765
homo_sapiens ENSG00000214530
gorilla_gorilla ENSGGOG00000012452
pongo_abelii ENSPPYG00000003654
nomascus_leucogenys ENSNLEG00000017168
carlito_syrichta ENSTSYG00000029499
propithecus_coquereli ENSPCOG00000019255
microcebus_murinus ENSMICG00000029572
prolemur_simus ENSPSMG00000009819
marmota_marmota_marmota ENSMMMG00000011387
urocitellus_parryii ENSUPAG00010020080
spermophilus_dauricus ENSSDAG00000020331
ictidomys_tridecemlineatus ENSSTOG00000020779
otolemur_garnettii ENSOGAG00000029093
loxodonta_africana ENSLAFG00000020772
procavia_capensis ENSPCAG00000011495
oryctolagus_cuniculus ENSOCUG00000021327
ochotona_princeps ENSOPRG00000018578
notamacropus_eugenii ENSMEUG00000003646
phascolarctos_cinereus ENSPCIG00000010527
sarcophilus_harrisii ENSSHAG00000006577
monodelphis_domestica ENSMODG00000007754
xenopus_tropicalis ENSXETG00000006201
latimeria_chalumnae ENSLACG00000005738
pygocentrus_nattereri ENSPNAG00000026988
astyanax_mexicanus ENSAMXG00000037823
ictalurus_punctatus ENSIPUG00000020708
danio_rerio ENSDARG00000097718
seriola_lalandi_dorsalis ENSSLDG00000020632
seriola_dumerili ENSSDUG00000000352
scophthalmus_maximus ENSSMAG00000019680
anabas_testudineus ENSATEG00000006277
