pan_paniscus ENSPPAG00000017187
gorilla_gorilla ENSGGOG00000039798
pongo_abelii ENSPPYG00000006197
nomascus_leucogenys ENSNLEG00000016390
theropithecus_gelada ENSTGEG00000011372
macaca_mulatta ENSMMUG00000010579
piliocolobus_tephrosceles ENSPTEG00000029045
propithecus_coquereli ENSPCOG00000015944
microcebus_murinus ENSMICG00000031638
prolemur_simus ENSPSMG00000011557
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019009
mus_spicilegus ENSMSIG00000029023
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018160
mus_pahari MGP_PahariEiJ_G0029917
meriones_unguiculatus ENSMUGG00000022393
cricetulus_griseus_crigri ENSCGRG00000003239
cricetulus_griseus_chok1gshd ENSCGRG00001015333
mesocricetus_auratus ENSMAUG00000019558
peromyscus_maniculatus_bairdii ENSPEMG00000013784
nannospalax_galili ENSNGAG00000019831
castor_canadensis ENSCCNG00000019390
urocitellus_parryii ENSUPAG00010018815
spermophilus_dauricus ENSSDAG00000021587
marmota_marmota_marmota ENSMMMG00000005291
ursus_americanus ENSUAMG00000008756
ursus_maritimus ENSUMAG00000024707
ailuropoda_melanoleuca ENSAMEG00000007633
vulpes_vulpes ENSVVUG00000003856
canis_lupus_dingo ENSCAFG00020008013
bos_mutus ENSBMUG00000003688
sorex_araneus ENSSARG00000013604
dasypus_novemcinctus ENSDNOG00000039582
ornithorhynchus_anatinus ENSOANG00000020970
chelonoidis_abingdonii ENSCABG00000006695
gopherus_agassizii ENSGAGG00000022268
apteryx_haastii ENSAHAG00000003101
apteryx_rowi ENSARWG00000016069
apteryx_owenii ENSAOWG00000008216
nothoprocta_perdicaria ENSNPEG00000003919
anser_brachyrhynchus ENSABRG00000012479
zonotrichia_albicollis ENSZALG00000006153
calidris_pygmaea ENSCPGG00000001858
numida_meleagris ENSNMEG00000016304
anolis_carolinensis ENSACAG00000026147
