sarcophilus_harrisii ENSSHAG00000013836
phascolarctos_cinereus ENSPCIG00000021855
monodelphis_domestica ENSMODG00000013810
echinops_telfairi ENSETEG00000015186
loxodonta_africana ENSLAFG00000031881
dasypus_novemcinctus ENSDNOG00000037172
propithecus_coquereli ENSPCOG00000024931
microcebus_murinus ENSMICG00000010671
prolemur_simus ENSPSMG00000013201
cebus_capucinus ENSCCAG00000009359
callithrix_jacchus ENSCJAG00000016650
saimiri_boliviensis_boliviensis ENSSBOG00000020846
aotus_nancymaae ENSANAG00000021377
pan_troglodytes ENSPTRG00000002064
pan_paniscus ENSPPAG00000033514
homo_sapiens ENSG00000154342
gorilla_gorilla ENSGGOG00000006562
pongo_abelii ENSPPYG00000000150
nomascus_leucogenys ENSNLEG00000014118
colobus_angolensis_palliatus ENSCANG00000037624
piliocolobus_tephrosceles ENSPTEG00000026216
rhinopithecus_bieti ENSRBIG00000039877
rhinopithecus_roxellana ENSRROG00000037718
macaca_nemestrina ENSMNEG00000037152
macaca_fascicularis ENSMFAG00000042689
mandrillus_leucophaeus ENSMLEG00000034108
chlorocebus_sabaeus ENSCSAG00000016455
theropithecus_gelada ENSTGEG00000018646
theropithecus_gelada ENSTGEG00000018306
cercocebus_atys ENSCATG00000024249
papio_anubis ENSPANG00000019711
chinchilla_lanigera ENSCLAG00000000529
octodon_degus ENSODEG00000000874
cavia_aperea ENSCAPG00000014845
cavia_porcellus ENSCPOG00000030339
heterocephalus_glaber_female ENSHGLG00000001502
heterocephalus_glaber_male ENSHGLG00100007266
fukomys_damarensis ENSFDAG00000019295
dipodomys_ordii ENSDORG00000003770
spermophilus_dauricus ENSSDAG00000021050
marmota_marmota_marmota ENSMMMG00000017437
ictidomys_tridecemlineatus ENSSTOG00000027360
urocitellus_parryii ENSUPAG00010009580
oryctolagus_cuniculus ENSOCUG00000004048
ochotona_princeps ENSOPRG00000000913
carlito_syrichta ENSTSYG00000027346
mus_spicilegus ENSMSIG00000021119
mus_musculus ENSMUSG00000009900
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017267
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016432
mus_pahari MGP_PahariEiJ_G0017562
rattus_norvegicus ENSRNOG00000003039
meriones_unguiculatus ENSMUGG00000008773
cricetulus_griseus_crigri-picr ENSCGRG00015018303
cricetulus_griseus_chok1gshd ENSCGRG00001015217
cricetulus_griseus_crigri ENSCGRG00000004916
mesocricetus_auratus ENSMAUG00000021475
peromyscus_maniculatus_bairdii ENSPEMG00000014970
microtus_ochrogaster ENSMOCG00000022805
nannospalax_galili ENSNGAG00000018479
jaculus_jaculus ENSJJAG00000020598
castor_canadensis ENSCCNG00000008753
tupaia_belangeri ENSTBEG00000006918
otolemur_garnettii ENSOGAG00000013493
ursus_americanus ENSUAMG00000010006
ursus_maritimus ENSUMAG00000000923
ailuropoda_melanoleuca ENSAMEG00000016308
neovison_vison ENSNVIG00000023755
mustela_putorius_furo ENSMPUG00000000960
canis_lupus_dingo ENSCAFG00020005706
canis_lupus_familiaris ENSCAFG00000001179
vulpes_vulpes ENSVVUG00000030380
panthera_pardus ENSPPRG00000003561
panthera_pardus ENSPPRG00000022172
panthera_tigris_altaica ENSPTIG00000010321
felis_catus ENSFCAG00000036791
erinaceus_europaeus ENSEEUG00000004397
capra_hircus ENSCHIG00000016159
ovis_aries ENSOARG00000006544
bos_taurus ENSBTAG00000039397
bison_bison_bison ENSBBBG00000016145
bos_mutus ENSBMUG00000013208
