xiphophorus_maculatus ENSXMAG00000006799
gambusia_affinis ENSGAFG00000002682
poecilia_formosa ENSPFOG00000007352
poecilia_mexicana ENSPMEG00000008395
poecilia_latipinna ENSPLAG00000002133
poecilia_reticulata ENSPREG00000020968
fundulus_heteroclitus ENSFHEG00000001996
kryptolebias_marmoratus ENSKMAG00000016565
oryzias_latipes ENSORLG00020004660
oryzias_latipes ENSORLG00000008085
oryzias_latipes_asm223469v1 ENSORLG00015008248
oryzias_melastigma ENSOMEG00000013584
oryzias_latipes ENSORLG00000028301
oryzias_latipes_asm223469v1 ENSORLG00015000235
oryzias_melastigma ENSOMEG00000013484
cyprinodon_variegatus ENSCVAG00000021146
cynoglossus_semilaevis ENSCSEG00000019890
amphiprion_percula ENSAPEG00000010429
amphiprion_ocellaris ENSAOCG00000007430
acanthochromis_polyacanthus ENSAPOG00000010256
stegastes_partitus ENSSPAG00000015327
astatotilapia_calliptera ENSACLG00000025018
maylandia_zebra ENSMZEG00005007506
pundamilia_nyererei ENSPNYG00000000137
haplochromis_burtoni ENSHBUG00000002936
neolamprologus_brichardi ENSNBRG00000019472
oreochromis_niloticus ENSONIG00000017562
amphilophus_citrinellus ENSACIG00000008849
monopterus_albus ENSMALG00000009175
monopterus_albus ENSMALG00000006428
mastacembelus_armatus ENSMAMG00000013628
anabas_testudineus ENSATEG00000020276
seriola_lalandi_dorsalis ENSSLDG00000024402
seriola_dumerili ENSSDUG00000011106
scophthalmus_maximus ENSSMAG00000010409
labrus_bergylta ENSLBEG00000014357
gasterosteus_aculeatus ENSGACG00000018511
takifugu_rubripes ENSTRUG00000004335
tetraodon_nigroviridis ENSTNIG00000015786
mola_mola ENSMMOG00000009482
hippocampus_comes ENSHCOG00000003864
periophthalmus_magnuspinnatus ENSPMGG00000000385
gadus_morhua ENSGMOG00000003181
esox_lucius ENSELUG00000005096
astyanax_mexicanus ENSAMXG00000005650
astyanax_mexicanus ENSAMXG00000033609
pygocentrus_nattereri ENSPNAG00000025816
ictalurus_punctatus ENSIPUG00000000501
ictalurus_punctatus ENSIPUG00000000502
danio_rerio ENSDARG00000016143
scleropages_formosus ENSSFOG00015009941
paramormyrops_kingsleyae ENSPKIG00000021969
lepisosteus_oculatus ENSLOCG00000014562
