latimeria_chalumnae ENSLACG00000008203
xenopus_tropicalis ENSXETG00000003999
pogona_vitticeps ENSPVIG00000021309
anolis_carolinensis ENSACAG00000003089
notechis_scutatus ENSNSUG00000016297
salvator_merianae ENSSMRG00000001706
taeniopygia_guttata ENSTGUG00000000540
taeniopygia_guttata ENSTGUG00000000544
lonchura_striata ENSLSDG00000008951
zonotrichia_albicollis ENSZALG00000008571
junco_hyemalis ENSJHYG00000007929
serinus_canaria ENSSCAG00000016871
ficedula_albicollis ENSFALG00000010231
parus_major ENSPMJG00000000066
cyanistes_caeruleus ENSCCEG00000004755
lepidothrix_coronata ENSLCOG00000007047
manacus_vitellinus ENSMVIG00005010740
calidris_pugnax ENSCPUG00000018565
calidris_pygmaea ENSCPGG00000003161
melopsittacus_undulatus ENSMUNG00000011240
anser_brachyrhynchus ENSABRG00000012244
anas_platyrhynchos ENSAPLG00000030799
gallus_gallus ENSGALG00000017350
meleagris_gallopavo ENSMGAG00000010749
coturnix_japonica ENSCJPG00005005673
numida_meleagris ENSNMEG00000003162
apteryx_haastii ENSAHAG00000001960
apteryx_owenii ENSAOWG00000010609
apteryx_rowi ENSARWG00000003463
dromaius_novaehollandiae ENSDNVG00000000184
nothoprocta_perdicaria ENSNPEG00000001723
crocodylus_porosus ENSCPRG00005017035
chelonoidis_abingdonii ENSCABG00000017689
gopherus_agassizii ENSGAGG00000025457
chrysemys_picta ENSCPBG00000003093
pelodiscus_sinensis ENSPSIG00000009512
sphenodon_punctatus ENSSPUG00000000801
erinaceus_europaeus ENSEEUG00000011162
sorex_araneus ENSSARG00000009418
ailuropoda_melanoleuca ENSAMEG00000008804
ursus_maritimus ENSUMAG00000005683
mustela_putorius ENSMPUG00000010495
neovison_vison ENSNVIG00000018998
canis_lupus ENSCAFG00020008735
canis_lupus ENSCAFG00000005945
vulpes_vulpes ENSVVUG00000025927
panthera_pardus ENSPPRG00000002078
panthera_tigris ENSPTIG00000015929
felis_catus ENSFCAG00000007815
equus_asinus ENSEASG00005000773
equus_caballus ENSECAG00000023847
bos_taurus ENSBTAG00000013111
bos_mutus ENSBMUG00000000064
bison_bison ENSBBBG00000013281
ovis_aries ENSOARG00000001301
capra_hircus ENSCHIG00000018799
tursiops_truncatus ENSTTRG00000005640
sus_scrofa ENSSSCG00000014791
vicugna_pacos ENSVPAG00000012344
myotis_lucifugus ENSMLUG00000003369
pteropus_vampyrus ENSPVAG00000008923
mus_spretus MGP_SPRETEiJ_G0031197
mus_spicilegus ENSMSIG00000003827
mus_musculus ENSMUSG00000030978
mus_pahari MGP_PahariEiJ_G0013307
rattus_norvegicus ENSRNOG00000045752
meriones_unguiculatus ENSMUGG00000004770
peromyscus_maniculatus ENSPEMG00000012123
microtus_ochrogaster ENSMOCG00000020014
cricetulus_griseus ENSCGRG00001001995
cricetulus_griseus ENSCGRG00000011063
cricetulus_griseus ENSCGRG00015017614
mesocricetus_auratus ENSMAUG00000010079
nannospalax_galili ENSNGAG00000017461
jaculus_jaculus ENSJJAG00000016672
dipodomys_ordii ENSDORG00000012972
octodon_degus ENSODEG00000007563
octodon_degus ENSODEG00000001117
chinchilla_lanigera ENSCLAG00000016685
cavia_porcellus ENSCPOG00000013340
cavia_aperea ENSCAPG00000014888
heterocephalus_glaber ENSHGLG00000006290
heterocephalus_glaber ENSHGLG00100009902
heterocephalus_glaber ENSHGLG00000016925
heterocephalus_glaber ENSHGLG00100002949
fukomys_damarensis ENSFDAG00000003637
oryctolagus_cuniculus ENSOCUG00000013372
ochotona_princeps ENSOPRG00000015167
pan_paniscus ENSPPAG00000038191
pan_troglodytes ENSPTRG00000003207
homo_sapiens ENSG00000167325
gorilla_gorilla ENSGGOG00000014160
pongo_abelii ENSPPYG00000003625
nomascus_leucogenys ENSNLEG00000017316
piliocolobus_tephrosceles ENSPTEG00000016677
colobus_angolensis ENSCANG00000041136
rhinopithecus_bieti ENSRBIG00000038064
rhinopithecus_roxellana ENSRROG00000037943
theropithecus_gelada ENSTGEG00000023482
papio_anubis ENSPANG00000023795
mandrillus_leucophaeus ENSMLEG00000042859
cercocebus_atys ENSCATG00000035182
macaca_mulatta ENSMMUG00000003962
macaca_fascicularis ENSMFAG00000034349
macaca_nemestrina ENSMNEG00000035022
chlorocebus_sabaeus ENSCSAG00000004250
cebus_capucinus ENSCCAG00000020444
saimiri_boliviensis ENSSBOG00000024900
callithrix_jacchus ENSCJAG00000015511
aotus_nancymaae ENSANAG00000024641
carlito_syrichta ENSTSYG00000012156
propithecus_coquereli ENSPCOG00000027140
prolemur_simus ENSPSMG00000013948
microcebus_murinus ENSMICG00000015459
otolemur_garnettii ENSOGAG00000011886
urocitellus_parryii ENSUPAG00010019200
spermophilus_dauricus ENSSDAG00000021940
ictidomys_tridecemlineatus ENSSTOG00000000771
marmota_marmota ENSMMMG00000012569
tupaia_belangeri ENSTBEG00000000835
castor_canadensis ENSCCNG00000000222
mus_caroli MGP_CAROLIEiJ_G0030086
dasypus_novemcinctus ENSDNOG00000049120
loxodonta_africana ENSLAFG00000008456
procavia_capensis ENSPCAG00000005837
echinops_telfairi ENSETEG00000001559
choloepus_hoffmanni ENSCHOG00000012422
