pygocentrus_nattereri ENSPNAG00000008145
astyanax_mexicanus ENSAMXG00000031046
ictalurus_punctatus ENSIPUG00000025067
danio_rerio ENSDARG00000075299
cynoglossus_semilaevis ENSCSEG00000017699
scophthalmus_maximus ENSSMAG00000003041
takifugu_rubripes ENSTRUG00000015196
tetraodon_nigroviridis ENSTNIG00000016671
mola_mola ENSMMOG00000001178
hippocampus_comes ENSHCOG00000003454
poecilia_formosa ENSPFOG00000008195
poecilia_latipinna ENSPLAG00000003185
poecilia_mexicana ENSPMEG00000010460
poecilia_reticulata ENSPREG00000016030
xiphophorus_maculatus ENSXMAG00000015964
xiphophorus_couchianus ENSXCOG00000006675
gambusia_affinis ENSGAFG00000012201
cyprinodon_variegatus ENSCVAG00000020864
fundulus_heteroclitus ENSFHEG00000018329
kryptolebias_marmoratus ENSKMAG00000022259
mastacembelus_armatus ENSMAMG00000020767
monopterus_albus ENSMALG00000017631
anabas_testudineus ENSATEG00000017336
seriola_dumerili ENSSDUG00000002694
seriola_lalandi_dorsalis ENSSLDG00000019079
amphiprion_ocellaris ENSAOCG00000011691
amphiprion_percula ENSAPEG00000006270
acanthochromis_polyacanthus ENSAPOG00000018975
stegastes_partitus ENSSPAG00000009105
haplochromis_burtoni ENSHBUG00000003784
maylandia_zebra ENSMZEG00005007101
pundamilia_nyererei ENSPNYG00000015818
astatotilapia_calliptera ENSACLG00000014193
neolamprologus_brichardi ENSNBRG00000014510
oreochromis_niloticus ENSONIG00000015200
amphilophus_citrinellus ENSACIG00000003954
labrus_bergylta ENSLBEG00000019044
gasterosteus_aculeatus ENSGACG00000006769
oryzias_latipes ENSORLG00000003947
oryzias_latipes ENSORLG00020002619
oryzias_latipes_asm223469v1 ENSORLG00015011234
oryzias_melastigma ENSOMEG00000021012
periophthalmus_magnuspinnatus ENSPMGG00000017098
esox_lucius ENSELUG00000002485
paramormyrops_kingsleyae ENSPKIG00000017696
scleropages_formosus ENSSFOG00015006977
lepisosteus_oculatus ENSLOCG00000009173
pogona_vitticeps ENSPVIG00000015698
anolis_carolinensis ENSACAG00000012762
notechis_scutatus ENSNSUG00000014349
salvator_merianae ENSSMRG00000019222
sphenodon_punctatus ENSSPUG00000004606
anser_brachyrhynchus ENSABRG00000016110
anas_platyrhynchos_platyrhynchos ENSAPLG00000007699
gallus_gallus ENSGALG00000012624
coturnix_japonica ENSCJPG00005009553
numida_meleagris ENSNMEG00000017660
ficedula_albicollis ENSFALG00000003281
zonotrichia_albicollis ENSZALG00000012463
parus_major ENSPMJG00000001599
cyanistes_caeruleus ENSCCEG00000002665
taeniopygia_guttata ENSTGUG00000000500
lonchura_striata_domestica ENSLSDG00000012781
serinus_canaria ENSSCAG00000003424
lepidothrix_coronata ENSLCOG00000004845
manacus_vitellinus ENSMVIG00005020021
melopsittacus_undulatus ENSMUNG00000011961
calidris_pygmaea ENSCPGG00000007276
calidris_pugnax ENSCPUG00000015019
apteryx_haastii ENSAHAG00000011252
apteryx_owenii ENSAOWG00000014590
apteryx_rowi ENSARWG00000010977
dromaius_novaehollandiae ENSDNVG00000008812
nothoprocta_perdicaria ENSNPEG00000007102
crocodylus_porosus ENSCPRG00005010147
gopherus_agassizii ENSGAGG00000021343
chelonoidis_abingdonii ENSCABG00000019571
chrysemys_picta_bellii ENSCPBG00000005459
pelodiscus_sinensis ENSPSIG00000014568
notamacropus_eugenii ENSMEUG00000010867
phascolarctos_cinereus ENSPCIG00000012654
sarcophilus_harrisii ENSSHAG00000010551
equus_caballus ENSECAG00000000080
equus_asinus_asinus ENSEASG00005019998
erinaceus_europaeus ENSEEUG00000008596
ursus_maritimus ENSUMAG00000009894
ursus_americanus ENSUAMG00000008002
ailuropoda_melanoleuca ENSAMEG00000011995
neovison_vison ENSNVIG00000011970
mustela_putorius_furo ENSMPUG00000006907
canis_lupus_familiaris ENSCAFG00000001198
canis_lupus_dingo ENSCAFG00020022646
vulpes_vulpes ENSVVUG00000023001
panthera_pardus ENSPPRG00000021166
panthera_tigris_altaica ENSPTIG00000011929
felis_catus ENSFCAG00000003730
bison_bison_bison ENSBBBG00000011344
bos_mutus ENSBMUG00000001782
bos_taurus ENSBTAG00000020749
capra_hircus ENSCHIG00000023456
ovis_aries ENSOARG00000008415
sus_scrofa ENSSSCG00000011169
tursiops_truncatus ENSTTRG00000005829
myotis_lucifugus ENSMLUG00000002822
myotis_lucifugus ENSMLUG00000026680
pteropus_vampyrus ENSPVAG00000009934
microcebus_murinus ENSMICG00000032554
prolemur_simus ENSPSMG00000013140
otolemur_garnettii ENSOGAG00000017058
pan_paniscus ENSPPAG00000038888
gorilla_gorilla ENSGGOG00000036718
colobus_angolensis_palliatus ENSCANG00000041317
mandrillus_leucophaeus ENSMLEG00000038053
pan_troglodytes ENSPTRG00000042678
pan_paniscus ENSPPAG00000035515
gorilla_gorilla ENSGGOG00000041261
rhinopithecus_bieti ENSRBIG00000027628
saimiri_boliviensis_boliviensis ENSSBOG00000002057
pan_troglodytes ENSPTRG00000021156
homo_sapiens ENSG00000158122
pongo_abelii ENSPPYG00000019418
nomascus_leucogenys ENSNLEG00000036194
rhinopithecus_roxellana ENSRROG00000036920
piliocolobus_tephrosceles ENSPTEG00000025637
papio_anubis ENSPANG00000024638
cercocebus_atys ENSCATG00000034172
chlorocebus_sabaeus ENSCSAG00000006764
macaca_fascicularis ENSMFAG00000030178
macaca_mulatta ENSMMUG00000008295
rhinopithecus_roxellana ENSRROG00000028467
rhinopithecus_bieti ENSRBIG00000040115
colobus_angolensis_palliatus ENSCANG00000030669
macaca_fascicularis ENSMFAG00000042594
macaca_mulatta ENSMMUG00000021677
macaca_nemestrina ENSMNEG00000037463
theropithecus_gelada ENSTGEG00000012991
theropithecus_gelada ENSTGEG00000004674
papio_anubis ENSPANG00000029603
cercocebus_atys ENSCATG00000044673
mandrillus_leucophaeus ENSMLEG00000035662
cebus_capucinus ENSCCAG00000021330
saimiri_boliviensis_boliviensis ENSSBOG00000021508
callithrix_jacchus ENSCJAG00000039901
aotus_nancymaae ENSANAG00000034602
castor_canadensis ENSCCNG00000017655
dipodomys_ordii ENSDORG00000001634
ictidomys_tridecemlineatus ENSSTOG00000021859
spermophilus_dauricus ENSSDAG00000000800
urocitellus_parryii ENSUPAG00010003522
chinchilla_lanigera ENSCLAG00000016163
octodon_degus ENSODEG00000005594
heterocephalus_glaber_female ENSHGLG00000016555
heterocephalus_glaber_male ENSHGLG00100000193
octodon_degus ENSODEG00000016407
marmota_marmota_marmota ENSMMMG00000022044
fukomys_damarensis ENSFDAG00000018974
mus_musculus ENSMUSG00000021482
mus_spicilegus ENSMSIG00000021569
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019521
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018641
mus_pahari MGP_PahariEiJ_G0019705
rattus_norvegicus ENSRNOG00000018886
meriones_unguiculatus ENSMUGG00000018646
peromyscus_maniculatus_bairdii ENSPEMG00000020672
microtus_ochrogaster ENSMOCG00000001857
cricetulus_griseus_chok1gshd ENSCGRG00001003859
cricetulus_griseus_crigri-picr ENSCGRG00015012908
cricetulus_griseus_crigri ENSCGRG00000017059
mesocricetus_auratus ENSMAUG00000007262
nannospalax_galili ENSNGAG00000018224
jaculus_jaculus ENSJJAG00000012519
jaculus_jaculus ENSJJAG00000012276
jaculus_jaculus ENSJJAG00000024373
carlito_syrichta ENSTSYG00000014664
oryctolagus_cuniculus ENSOCUG00000013208
tupaia_belangeri ENSTBEG00000005773
dasypus_novemcinctus ENSDNOG00000044216
dasypus_novemcinctus ENSDNOG00000046651
choloepus_hoffmanni ENSCHOG00000006422
choloepus_hoffmanni ENSCHOG00000007723
loxodonta_africana ENSLAFG00000018488
procavia_capensis ENSPCAG00000003177
echinops_telfairi ENSETEG00000016483
xenopus_tropicalis ENSXETG00000009174
latimeria_chalumnae ENSLACG00000009183
ciona_intestinalis ENSCING00000006698
ciona_savignyi ENSCSAVG00000000543
