gasterosteus_aculeatus ENSGACG00000017067
mola_mola ENSMMOG00000008164
labrus_bergylta ENSLBEG00000020745
poecilia_latipinna ENSPLAG00000013688
poecilia_formosa ENSPFOG00000021804
oryzias_melastigma ENSOMEG00000002082
pundamilia_nyererei ENSPNYG00000010116
maylandia_zebra ENSMZEG00005018273
amphiprion_ocellaris ENSAOCG00000011466
mastacembelus_armatus ENSMAMG00000021576
periophthalmus_magnuspinnatus ENSPMGG00000014070
astatotilapia_calliptera ENSACLG00000009433
maylandia_zebra ENSMZEG00005011696
pundamilia_nyererei ENSPNYG00000015775
haplochromis_burtoni ENSHBUG00000000354
neolamprologus_brichardi ENSNBRG00000012088
amphilophus_citrinellus ENSACIG00000006380
xiphophorus_couchianus ENSXCOG00000016425
gambusia_affinis ENSGAFG00000010137
amphiprion_ocellaris ENSAOCG00000015107
monopterus_albus ENSMALG00000003255
takifugu_rubripes ENSTRUG00000025145
hippocampus_comes ENSHCOG00000011457
gadus_morhua ENSGMOG00000020517
